node ppn nthreads layout dset gset zsetx zsety zsetz groups quad zonex zoney zonez legendre solver k1 k2 k3 k4 k5 Solver k7 SweepSolver k9
0 8 64 1 3 8 2 2 2 2 64 32 16 16 16 1 0 0.220845 0.00353333 0.00405084 0.0253281 0.00866909 0.108741 0.000922131 0.0616032 0.0176882
0 8 64 1 5 8 4 2 2 2 40 8 16 16 16 4 0 0.243156 0.0043462 0.00505341 0.0215944 0.0208275 0.162443 0.000421599 0.106658 0.0283107
0 8 64 1 1 8 2 1 1 1 16 16 8 8 8 2 0 0.221293 0.00152514 0.00114972 0.00302037 0.00257269 0.0314232 0.000589107 0.0157731 0.00207357
0 8 64 1 1 8 2 1 1 1 8 24 16 16 16 4 0 0.235203 0.00216702 0.00226477 0.00340426 0.00308214 0.0343128 0.000510074 0.0160581 0.00227752
0 8 64 1 4 8 1 1 1 1 16 8 16 16 16 4 0 0.127002 0.00110675 0.00195892 0.00275934 0.00358484 0.0326336 0.00102276 0.0158233 0.00188345
0 8 64 1 5 8 8 1 1 1 16 8 8 8 8 2 1 0.139093 0.00106293 0.00109948 0.00995698 0.00252112 0.0409625 0.000127326 0.0212013 0.00639759
0 8 64 1 1 16 2 1 1 1 16 16 16 16 16 3 0 0.146183 0.00218301 0.00198531 0.00581202 0.00395262 0.041478 0.000487473 0.0207984 0.00373988
0 8 64 1 1 16 8 1 1 1 16 16 16 16 16 1 0 0.172006 0.00291361 0.00298291 0.0069012 0.00382396 0.0837613 0.000588527 0.0602093 0.0121779
0 8 64 1 1 8 4 1 1 1 64 8 16 16 16 4 0 0.167169 0.00171804 0.00240924 0.00311624 0.0396572 0.0870121 0.000372745 0.0322805 0.0042985
0 8 64 1 0 16 2 1 1 1 8 32 16 16 16 1 0 0.171616 0.00118892 0.00227226 0.00499546 0.00339045 0.0404542 0.00146113 0.0203785 0.00389379
0 8 64 1 2 8 2 2 2 2 64 8 16 16 16 2 0 0.19797 0.00478513 0.00777704 0.0222644 0.0245805 0.119564 0.00108637 0.0543278 0.0158071
0 8 64 1 0 8 1 1 1 1 32 16 16 16 16 3 0 0.186705 0.00184461 0.00401472 0.00303458 0.008334 0.0439089 0.000867464 0.0189256 0.00287356
0 8 64 1 5 16 1 1 1 1 16 16 16 16 16 4 0 0.197946 0.00143619 0.00183931 0.0050078 0.00383482 0.033415 8.4717e-05 0.0166433 0.00290091
0 8 64 1 1 24 4 1 1 1 8 24 24 24 24 0 1 0.216223 0.00245363 0.00201622 0.0192277 0.00258295 0.0708164 0.000492112 0.0387799 0.0117795
0 8 64 1 4 24 4 1 1 1 32 24 24 24 24 0 1 0.222291 0.00251416 0.00266784 0.016493 0.00354886 0.103411 0.000880294 0.0715613 0.0266367
0 8 64 1 4 16 1 1 1 1 8 32 16 16 16 3 1 0.230622 0.00161419 0.00227109 0.00289812 0.00235005 0.0300873 0.00101558 0.0138042 0.00549315
0 8 64 1 1 8 8 2 2 2 8 8 16 16 16 2 0 0.289979 0.00629647 0.00648454 0.0185907 0.0166748 0.271335 0.000682764 0.218975 0.0444705
0 8 64 1 5 8 1 2 2 2 40 16 16 16 16 0 1 0.131921 0.00138209 0.0013419 0.00809449 0.0028399 0.0495084 0.000131816 0.0305152 0.00844665
0 8 64 1 3 8 4 1 1 1 48 32 8 8 8 1 0 0.136843 0.00124447 0.0013458 0.00366205 0.0028547 0.0396848 0.000948782 0.02242 0.0036871
0 8 64 1 2 16 4 1 1 1 8 32 16 16 16 2 0 0.147653 0.00249986 0.00217077 0.00491153 0.00308804 0.0507921 0.00182705 0.0302658 0.00666289
0 8 64 1 2 8 2 2 2 2 16 16 16 16 16 0 0 0.169657 0.00313928 0.00259713 0.0189887 0.00324556 0.0885122 0.00152686 0.0535801 0.0125956
0 8 64 1 5 24 2 1 1 1 8 24 24 24 24 2 0 0.164595 0.00172975 0.0024439 0.00882209 0.00292526 0.0497263 8.4315e-05 0.0292135 0.00969277
0 8 64 1 1 24 2 1 1 1 8 24 24 24 24 1 0 0.176381 0.00208918 0.00220057 0.0081977 0.00276568 0.0468127 0.000520991 0.0258053 0.00623546
0 8 64 1 5 16 4 1 1 1 48 16 16 16 16 1 1 0.182879 0.00160655 0.00193377 0.0112567 0.00505219 0.0566473 9.6725e-05 0.0319513 0.0116511
0 8 64 1 0 24 4 1 1 1 8 24 24 24 24 3 1 0.194836 0.00243379 0.00352609 0.0192416 0.00436635 0.0741762 0.00093441 0.0382305 0.0110413
0 8 64 1 4 16 8 1 1 1 32 32 16 16 16 0 0 0.223142 0.00241681 0.00291691 0.00777793 0.00345303 0.0926717 0.000947539 0.0692933 0.0200375
0 8 64 1 3 24 1 1 1 1 24 24 24 24 24 1 1 0.216128 0.00256509 0.00564167 0.00776727 0.00521997 0.0515178 0.00134171 0.02352 0.0117639
0 8 64 1 4 24 8 1 1 1 32 24 24 24 24 4 1 0.247826 0.0140599 0.0258973 0.0521941 0.0472375 0.276647 0.000296999 0.132674 0.0428937
0 8 64 1 5 8 2 1 1 1 24 16 16 16 16 1 1 0.232085 0.000976507 0.00106219 0.003655 0.00262164 0.0267366 9.5923e-05 0.013477 0.0056086
0 8 64 1 2 8 8 2 2 2 32 24 16 16 16 1 0 0.185041 0.0083724 0.00798385 0.0211407 0.0188019 0.289708 0.00105181 0.228572 0.0491621
0 8 64 1 2 8 2 2 2 2 8 32 16 16 16 2 0 0.146351 0.00444042 0.00440324 0.019666 0.00357764 0.089937 0.00145943 0.0507878 0.013521
0 8 64 1 5 16 2 1 1 1 16 16 16 16 16 1 0 0.147473 0.000949535 0.00128066 0.0045381 0.0022377 0.0369303 6.3849e-05 0.0224605 0.00578434
0 8 64 1 2 8 1 2 2 2 32 16 16 16 16 3 1 0.160284 0.00541951 0.00771457 0.00876666 0.0109281 0.0677876 0.00177119 0.0276035 0.00960699
0 8 64 1 0 8 4 1 1 1 48 8 16 16 16 2 1 0.168961 0.00195805 0.00293448 0.00796665 0.0103784 0.0471296 0.00100446 0.0173525 0.00629969
0 8 64 1 0 16 8 1 1 1 64 16 16 16 16 0 1 0.190793 0.0023368 0.00331789 0.0271618 0.00510869 0.106677 0.000666507 0.0632331 0.0152831
0 8 64 1 0 16 2 1 1 1 24 16 16 16 16 0 0 0.183871 0.00120672 0.00215551 0.00578679 0.0035168 0.0408481 0.000906664 0.0213626 0.00432818
0 8 64 1 4 24 2 1 1 1 64 24 24 24 24 2 0 0.195121 0.00421813 0.00579345 0.0133453 0.0414107 0.115213 0.000523717 0.0436645 0.0192144
0 8 64 1 2 24 1 1 1 1 24 24 24 24 24 2 1 0.204395 0.00279382 0.00292087 0.00667146 0.00724128 0.0485847 0.00134929 0.0210307 0.00917451
0 8 64 1 4 8 1 2 2 2 24 8 16 16 16 1 1 0.214217 0.00170439 0.00191959 0.00479375 0.00331777 0.0418126 0.00101206 0.0237859 0.00817355
0 8 64 1 3 16 8 1 1 1 16 16 16 16 16 2 0 0.235041 0.00227705 0.00313647 0.00679135 0.00382308 0.0835281 0.000942989 0.0605081 0.0128005
0 8 64 1 4 16 4 1 1 1 8 16 16 16 16 4 0 0.229824 0.00302216 0.0039615 0.00578492 0.00322207 0.0568234 0.000914723 0.0343961 0.00917657
0 8 64 1 5 16 8 1 1 1 48 32 16 16 16 0 1 0.247834 0.00239312 0.00219539 0.0215141 0.00430275 0.112728 0.000126785 0.0778762 0.022068
0 8 64 1 1 8 2 2 2 2 56 8 16 16 16 1 1 0.142049 0.00224805 0.00219245 0.0124405 0.00717618 0.0776502 0.000669194 0.04757 0.0115078
0 8 64 1 3 8 2 2 2 2 32 16 16 16 16 1 1 0.1501 0.00255218 0.00268756 0.00723926 0.00451729 0.0787065 0.000941535 0.0554534 0.0138912
0 8 64 1 1 8 8 1 1 1 8 16 8 8 8 3 0 0.147136 0.00184811 0.00172739 0.00429113 0.00345639 0.0500274 0.000507097 0.0318224 0.00593145
0 8 64 1 3 16 2 1 1 1 16 32 16 16 16 4 0 0.151916 0.00254559 0.0045939 0.00611045 0.00491583 0.0462256 0.000778418 0.0214286 0.00490747
0 8 64 1 3 8 8 1 1 1 8 24 8 8 8 2 0 0.163866 0.00153794 0.00151942 0.00366799 0.00294632 0.0502882 0.00101252 0.0324028 0.0057107
0 8 64 1 1 16 4 1 1 1 16 16 16 16 16 2 0 0.17528 0.0022681 0.00210615 0.00592047 0.00340629 0.0524455 0.000532787 0.0322091 0.00637835
0 8 64 1 0 8 1 2 2 2 8 8 16 16 16 0 1 0.19024 0.00158877 0.00239573 0.00793689 0.00299162 0.0409163 0.000969291 0.0190995 0.00636254
0 8 64 1 4 8 8 1 1 1 8 32 8 8 8 0 0 0.198354 0.00159364 0.00204921 0.00364406 0.00270839 0.0504669 0.00101788 0.0334001 0.00730848
0 8 64 1 2 8 2 1 1 1 32 16 8 8 8 3 0 0.204076 0.00241142 0.00217691 0.00273223 0.00333085 0.0352225 0.00136609 0.0161816 0.00211977
0 8 64 1 3 8 8 2 2 2 16 24 16 16 16 0 1 0.274385 0.00525467 0.00606715 0.0758205 0.015873 0.368919 0.000757367 0.26214 0.0426848
0 8 64 1 1 24 4 1 1 1 8 24 24 24 24 4 1 0.230364 0.00700995 0.0113644 0.0202592 0.00711186 0.0868651 0.000439661 0.0359741 0.0117869
0 8 64 1 0 8 2 1 1 1 16 16 8 8 8 2 0 0.227232 0.00121465 0.00223209 0.00263919 0.00291229 0.0331016 0.00101468 0.0163063 0.00197141
0 8 64 1 0 24 8 1 1 1 56 24 24 24 24 1 1 0.257387 0.00362092 0.00576439 0.0527785 0.0167117 0.26605 0.000257356 0.183386 0.036041
0 8 64 1 4 24 2 1 1 1 24 24 24 24 24 3 1 0.129069 0.00433344 0.00620023 0.00574605 0.0141658 0.0731993 0.00100198 0.0364301 0.0166562
0 8 64 1 4 24 8 1 1 1 32 24 24 24 24 1 0 0.155987 0.00523065 0.00870147 0.0110221 0.00937364 0.15431 0.000790033 0.113706 0.041368
0 8 64 1 3 16 4 1 1 1 24 16 16 16 16 0 0 0.143934 0.0015531 0.00171435 0.00512763 0.00281463 0.0538878 0.001327 0.0341718 0.00764461
0 8 64 1 5 8 2 2 2 2 16 8 16 16 16 0 1 0.165449 0.00171131 0.00181113 0.0123044 0.00263803 0.0623374 0.000186502 0.0393034 0.0123759
0 8 64 1 0 8 4 1 1 1 16 32 24 24 24 0 0 0.157463 0.00144526 0.002264 0.00375189 0.00321382 0.0502798 0.00102566 0.031373 0.00877865
0 8 64 1 3 16 2 1 1 1 32 16 16 16 16 1 1 0.167238 0.00163687 0.00218975 0.00681028 0.00347798 0.0393898 0.000972367 0.0178986 0.00620936
0 8 64 1 3 8 2 2 2 2 8 8 16 16 16 0 0 0.191661 0.00208852 0.00218671 0.0183789 0.00312632 0.0856439 0.00102347 0.0535115 0.0113955
0 8 64 1 4 8 2 1 1 1 8 8 24 24 24 3 0 0.182266 0.00170014 0.00261159 0.00260072 0.00344298 0.03705 0.000924917 0.0191255 0.00335589
0 8 64 1 1 8 1 2 2 2 24 8 16 16 16 4 0 0.198011 0.00155131 0.00188247 0.0183306 0.0067949 0.0640017 0.000449412 0.0300076 0.00613871
0 8 64 1 2 8 2 1 1 1 8 16 8 8 8 3 1 0.209924 0.00213701 0.00178688 0.00272824 0.00254638 0.0285191 0.00138789 0.0115678 0.00412532
0 8 64 1 5 8 2 2 2 2 24 24 16 16 16 3 1 0.235992 0.00293721 0.00324695 0.0145295 0.0050901 0.083843 0.000195113 0.0541013 0.0139698
0 8 64 1 4 8 8 1 1 1 56 16 24 24 24 4 1 0.234583 0.0127793 0.0173602 0.00647877 0.143537 0.240076 0.000369176 0.0554981 0.0247614
0 8 64 1 4 8 1 2 2 2 8 16 16 16 16 2 0 0.221274 0.00161736 0.00205473 0.0189948 0.00235858 0.0613598 0.00100654 0.0297345 0.0065171
0 8 64 1 0 8 4 2 2 2 32 16 16 16 16 3 1 0.164661 0.00634097 0.0108075 0.0376209 0.0140232 0.191066 0.000437516 0.118412 0.0244519
0 8 64 1 2 16 1 1 1 1 16 16 16 16 16 2 0 0.149315 0.00215371 0.0019035 0.00462684 0.00301877 0.0351532 0.001414 0.01602 0.00265538
0 8 64 1 5 16 4 1 1 1 64 32 16 16 16 4 1 0.165062 0.00815805 0.0093216 0.0207311 0.0372347 0.12508 0.000116821 0.0448014 0.014685
0 8 64 1 2 16 1 1 1 1 32 16 16 16 16 4 0 0.167428 0.00279278 0.00430893 0.00486747 0.01268 0.0498003 0.00114893 0.0176718 0.00399949
0 8 64 1 4 24 8 1 1 1 16 24 24 24 24 1 0 0.202995 0.00475952 0.00642473 0.0124984 0.00593354 0.147037 0.000933597 0.111742 0.0375027
0 8 64 1 5 8 1 2 2 2 16 24 16 16 16 0 0 0.189364 0.0013847 0.00135657 0.0210112 0.00219218 0.0638788 0.000125962 0.0325046 0.00779667
0 8 64 1 4 16 8 1 1 1 16 16 16 16 16 2 0 0.211173 0.00273683 0.00378586 0.00672998 0.00462789 0.090621 0.000927823 0.0666113 0.0188946
0 8 64 1 5 24 8 1 1 1 32 24 24 24 24 4 1 0.230171 0.01242 0.0188188 0.0323668 0.0369228 0.250657 0.000217084 0.145562 0.0462004
0 8 64 1 2 24 8 1 1 1 8 24 24 24 24 0 1 0.238899 0.00298965 0.00334751 0.0404665 0.00299743 0.135902 0.00138201 0.0789425 0.0195425
0 8 64 1 0 24 8 1 1 1 32 24 24 24 24 1 1 0.245436 0.0038478 0.00504473 0.0357194 0.00808166 0.191612 0.000495702 0.134616 0.0300479
0 8 64 1 5 8 2 2 2 2 32 16 16 16 16 3 0 0.249284 0.00325457 0.00391953 0.0212447 0.00860048 0.0954001 0.000248577 0.0538082 0.0145216
0 8 64 1 4 16 1 1 1 1 16 32 16 16 16 2 1 0.220376 0.00138757 0.00213322 0.00335582 0.00293353 0.0302575 0.000996303 0.0135037 0.00578341
0 8 64 1 3 8 8 1 1 1 32 24 8 8 8 1 1 0.133485 0.00160085 0.001679 0.00811576 0.00310935 0.0459699 0.00102676 0.0250054 0.00649743
0 8 64 1 0 8 2 2 2 2 24 32 16 16 16 2 1 0.156043 0.00544852 0.0076387 0.0160833 0.00614221 0.102276 0.00072409 0.0616837 0.0163711
0 8 64 1 5 24 1 1 1 1 48 24 24 24 24 4 0 0.148488 0.0139907 0.0218143 0.0131737 0.0686381 0.158109 0.000117312 0.0352715 0.0129619
0 8 64 1 3 24 8 1 1 1 64 24 24 24 24 1 0 0.181011 0.00613882 0.0150121 0.0143095 0.0244397 0.192489 0.000264514 0.128596 0.0407717
0 8 64 1 3 16 8 1 1 1 16 32 16 16 16 3 1 0.184412 0.00329012 0.00452133 0.0218039 0.00444059 0.0932754 0.000898265 0.0534191 0.0138078
0 8 64 1 4 8 8 1 1 1 32 16 8 8 8 3 1 0.177141 0.00171511 0.00210868 0.0104413 0.00336922 0.0461995 0.000992906 0.021807 0.00662924
0 8 64 1 4 16 8 1 1 1 56 32 16 16 16 4 1 0.200973 0.00842193 0.0113871 0.0307058 0.0413539 0.179315 0.000779559 0.0819462 0.0235569
0 8 64 1 1 8 2 2 2 2 24 8 16 16 16 2 0 0.211269 0.00219566 0.00221996 0.0174028 0.00495019 0.0862812 0.000647935 0.0536949 0.0114168
0 8 64 1 1 8 8 1 1 1 8 8 16 16 16 4 1 0.204196 0.00248469 0.0030328 0.0128883 0.00479446 0.0506599 0.000558407 0.0208567 0.00611278
0 8 64 1 4 8 4 2 2 2 16 16 16 16 16 0 1 0.239109 0.00343731 0.00414577 0.0397603 0.00503255 0.152559 0.00109891 0.0944328 0.0246036
0 8 64 1 0 8 4 2 2 2 64 16 16 16 16 0 1 0.246963 0.00383045 0.00515237 0.0438602 0.00762532 0.225741 0.000525932 0.161322 0.0279081
0 16 64 1 5 8 1 1 1 1 8 8 16 16 16 4 1 0.189498 0.00117059 0.000930353 0.00543132 0.00204239 0.0253107 5.4726e-05 0.00945849 0.00356618
0 16 64 1 2 8 1 1 1 1 40 24 16 16 16 2 1 0.19713 0.00278564 0.0023084 0.00558752 0.00461436 0.0340008 0.00139594 0.0120561 0.0050254
0 16 64 1 4 8 2 1 1 1 16 32 16 16 16 3 1 0.221023 0.00161269 0.0023845 0.00511027 0.00286687 0.0311755 0.000950739 0.0120742 0.00472629
0 16 64 1 4 16 8 1 1 1 8 16 16 16 16 3 0 0.202536 0.00283575 0.00348202 0.00744521 0.00273218 0.0994191 0.000980608 0.0769525 0.0154809
0 16 64 1 0 16 2 1 1 1 16 32 16 16 16 4 0 0.211712 0.00222686 0.00346357 0.00701252 0.00405068 0.0509707 0.000951791 0.0275406 0.00417478
0 16 64 1 0 16 8 1 1 1 16 32 16 16 16 2 0 0.208047 0.00239412 0.00334717 0.00696639 0.00397114 0.0951764 0.00101088 0.072058 0.0123527
0 16 64 1 5 16 8 1 1 1 48 32 16 16 16 1 1 0.239994 0.00225421 0.00236611 0.0293872 0.00415142 0.10623 0.00013428 0.0639851 0.0178463
0 16 64 1 2 16 2 1 1 1 16 16 16 16 16 1 0 0.213929 0.00176711 0.00186647 0.00467512 0.00267117 0.0427812 0.00177745 0.0234945 0.0039723
0 16 64 1 5 16 1 1 1 1 8 16 16 16 16 3 1 0.222335 0.000845275 0.000983235 0.00404915 0.00215492 0.025088 9.7647e-05 0.0117403 0.0045403
0 16 64 1 2 16 2 1 1 1 16 16 16 16 16 2 0 0.267523 0.00191913 0.00204358 0.00483789 0.00277276 0.0412681 0.00136448 0.0230805 0.0039492
0 16 64 1 4 16 8 1 1 1 24 16 16 16 16 0 0 0.256107 0.00201638 0.00262098 0.00707739 0.00292797 0.0926365 0.000916228 0.071503 0.017396
0 16 64 1 2 8 8 1 1 1 8 24 16 16 16 1 0 0.231517 0.00247723 0.00195049 0.00295616 0.00303871 0.0558462 0.00146882 0.0372848 0.00607825
0 16 64 1 0 16 8 1 1 1 32 16 16 16 16 0 0 0.213321 0.00193314 0.00286013 0.00585103 0.00356311 0.0893767 0.000908471 0.0680374 0.0128411
0 16 64 1 1 16 2 1 1 1 24 16 16 16 16 4 1 0.193936 0.00166282 0.00186366 0.00796329 0.00488599 0.0373048 0.000478126 0.014342 0.00379656
0 16 64 1 1 16 2 1 1 1 64 32 16 16 16 1 1 0.21183 0.00154216 0.00154093 0.0102522 0.00465159 0.0451395 0.000470818 0.0211608 0.00564387
0 16 64 1 4 16 8 1 1 1 8 16 16 16 16 2 0 0.256206 0.00217205 0.00312123 0.00660255 0.00290172 0.0909012 0.000833479 0.0694462 0.0157963
0 16 64 1 4 8 4 1 1 1 8 16 16 16 16 4 0 0.229736 0.0016301 0.00221128 0.00312654 0.00263624 0.0437466 0.00138149 0.026729 0.00420555
0 16 64 1 4 16 8 1 1 1 16 16 16 16 16 3 0 0.219511 0.00268659 0.00393817 0.00667357 0.00440161 0.0934839 0.000888326 0.0689054 0.0171139
0 16 64 1 2 16 2 1 1 1 56 32 16 16 16 1 0 0.206119 0.00257868 0.00282022 0.00658078 0.0040013 0.0533756 0.00133856 0.0308557 0.00783891
0 16 64 1 3 8 8 1 1 1 24 24 16 16 16 2 1 0.219516 0.00175466 0.00199636 0.0112199 0.00374429 0.0509273 0.000978293 0.0251273 0.00719813
0 16 64 1 3 16 4 1 1 1 24 16 16 16 16 3 1 0.233903 0.00197317 0.00262329 0.0120957 0.00386604 0.049877 0.00092512 0.0232809 0.00698343
0 16 64 1 0 16 4 1 1 1 40 16 16 16 16 4 1 0.229343 0.00273209 0.00432221 0.0142329 0.0093544 0.06144 0.000875324 0.0247595 0.00750172
0 16 64 1 5 16 1 1 1 1 48 16 16 16 16 2 0 0.2216 0.000967668 0.00161012 0.00471195 0.0053508 0.0414333 8.5486e-05 0.0237917 0.00311888
0 16 64 1 3 8 2 1 1 1 16 24 16 16 16 1 0 0.230309 0.00105948 0.00138582 0.00336475 0.00266201 0.0379095 0.000935013 0.0219869 0.00264075
0 16 64 1 0 16 2 1 1 1 32 32 16 16 16 0 0 0.18333 0.00115739 0.00217694 0.00528867 0.00338323 0.0493493 0.00139642 0.0292102 0.00560104
0 16 64 1 3 16 1 1 1 1 56 16 16 16 16 2 1 0.199927 0.00162465 0.00301648 0.00686043 0.00750646 0.0386502 0.000928939 0.0133684 0.00502911
0 16 64 1 0 16 2 1 1 1 48 32 16 16 16 2 0 0.20814 0.00247615 0.0032992 0.00664403 0.00582913 0.0562829 0.000893828 0.0319956 0.00683743
0 16 64 1 0 8 4 1 1 1 24 16 16 16 16 4 0 0.235393 0.00181456 0.00332591 0.0032044 0.004805 0.0489847 0.000885318 0.0279839 0.00398906
0 16 64 1 2 16 2 1 1 1 8 32 16 16 16 3 1 0.234076 0.0028355 0.00210665 0.007747 0.00246113 0.03672 0.00144653 0.0139327 0.00388707
0 16 64 1 4 16 4 1 1 1 16 16 16 16 16 1 0 0.216749 0.0015052 0.00198263 0.00482845 0.0026285 0.0582468 0.000915738 0.040443 0.00814026
0 16 64 1 4 16 2 1 1 1 64 16 16 16 16 1 1 0.230951 0.00133342 0.00175146 0.00747712 0.00389935 0.0393126 0.00103688 0.0181954 0.00621339
0 16 64 1 0 16 8 1 1 1 24 16 16 16 16 4 1 0.264776 0.00289184 0.00507561 0.0230343 0.00599875 0.0879388 0.00094276 0.0447306 0.0115117
0 16 64 1 2 16 2 1 1 1 8 16 16 16 16 3 1 0.193025 0.00245032 0.00249114 0.0050615 0.00266472 0.0340516 0.00137391 0.0147725 0.00477909
0 16 64 1 3 8 1 1 1 1 8 24 16 16 16 2 1 0.232951 0.00116592 0.00114303 0.00207389 0.00246837 0.024476 0.000910606 0.00936267 0.00298558
0 16 64 1 0 8 1 1 1 1 8 8 16 16 16 2 0 0.211529 0.000930833 0.00227947 0.00221939 0.00311676 0.0343773 0.000958547 0.0175287 0.00109249
0 16 64 1 0 16 8 1 1 1 16 16 16 16 16 1 0 0.221621 0.00209071 0.00292269 0.00709234 0.00357271 0.0887872 0.000954057 0.0667605 0.0115828
0 16 64 1 1 16 2 1 1 1 8 32 16 16 16 2 0 0.204684 0.0017816 0.00163655 0.00576522 0.00263602 0.0424622 0.000485463 0.0244285 0.00355843
0 16 64 1 5 16 4 1 1 1 8 16 16 16 16 0 1 0.238734 0.00111718 0.00116533 0.00989439 0.00206846 0.0434531 0.000101303 0.0244178 0.00892977
0 16 64 1 3 16 2 1 1 1 8 32 16 16 16 1 1 0.226292 0.00133035 0.0014254 0.00825599 0.00235652 0.0349346 0.00097679 0.0143586 0.00409753
0 32 64 1 2 16 1 1 1 1 16 16 16 16 16 1 1 0.229614 0.00198997 0.00199765 0.00519995 0.00243582 0.0298523 0.00140658 0.0108716 0.00372528
0 32 64 1 5 8 2 1 1 1 8 16 16 16 16 1 1 0.245044 0.000727552 0.00064403 0.00409714 0.00229781 0.0253972 7.7199e-05 0.011773 0.00436254
0 32 64 1 3 16 2 1 1 1 56 16 16 16 16 0 0 0.240539 0.00130456 0.00132086 0.00475209 0.00276221 0.0517373 0.000910104 0.0336999 0.00420703
0 32 64 1 0 16 1 1 1 1 16 16 16 16 16 4 1 0.244117 0.00157916 0.00263536 0.00581644 0.00321897 0.0321525 0.000968289 0.0118459 0.00458869
0 32 64 1 3 16 2 1 1 1 40 16 16 16 16 2 0 0.231587 0.00136378 0.00183982 0.00537942 0.00359965 0.0503349 0.000946008 0.0304226 0.00385039
0 32 64 1 4 8 1 1 1 1 16 8 16 16 16 2 1 0.228242 0.00105044 0.00145806 0.00348268 0.00194767 0.0249134 0.00095957 0.0100502 0.00350262
0 32 64 1 5 16 4 1 1 1 8 32 16 16 16 3 1 0.259269 0.00130462 0.001241 0.016261 0.00194066 0.0478337 9.7165e-05 0.0224889 0.00775403
0 32 64 1 4 16 4 1 1 1 24 16 16 16 16 3 0 0.282617 0.00170072 0.00214459 0.00847644 0.00304209 0.0714046 0.000920157 0.0492048 0.00760232
0 32 64 1 2 16 4 1 1 1 8 16 16 16 16 4 1 0.282405 0.00263235 0.00236949 0.0172804 0.00291293 0.0527346 0.00139198 0.0202158 0.00540902
0 32 64 1 1 16 8 1 1 1 8 16 16 16 16 2 0 0.30799 0.00250751 0.00227327 0.00655061 0.00337781 0.103912 0.000587569 0.0820398 0.011165
0 32 64 1 2 16 1 1 1 1 16 16 16 16 16 2 0 0.253423 0.00195608 0.00197019 0.00322684 0.00319243 0.0432228 0.00140655 0.0247047 0.00231844
0 32 64 1 5 16 4 1 1 1 40 16 16 16 16 2 1 0.283553 0.00129958 0.00146341 0.0203902 0.00315028 0.0557142 8.9066e-05 0.0249837 0.00847628
0 32 64 1 4 16 8 1 1 1 24 16 16 16 16 0 0 0.352964 0.0019943 0.00234999 0.0072503 0.0025176 0.105869 0.000905745 0.0849759 0.014344
0 32 64 1 2 16 4 1 1 1 40 16 16 16 16 2 0 0.26531 0.0026832 0.0025629 0.00400444 0.00373607 0.0667244 0.00139588 0.0458862 0.00678704
0 32 64 1 0 16 4 1 1 1 32 16 16 16 16 2 1 0.272012 0.00190556 0.00303023 0.0269661 0.00437291 0.066816 0.000987023 0.0229913 0.00675276
0 32 64 1 2 16 2 1 1 1 16 16 16 16 16 3 1 0.265076 0.00234231 0.00212429 0.00987573 0.00264338 0.0375441 0.00143214 0.013031 0.00353669
0 32 64 1 5 8 4 1 1 1 8 8 16 16 16 4 1 0.248782 0.00084774 0.000859568 0.0124376 0.00250714 0.0357055 0.000113612 0.0143113 0.00514119
0 32 64 1 1 16 1 1 1 1 8 32 16 16 16 2 1 0.243854 0.00160984 0.00132451 0.00443387 0.00230404 0.0286375 0.000527038 0.011512 0.00400971
0 32 64 1 3 8 4 1 1 1 8 24 16 16 16 0 0 0.256817 0.00107103 0.00154126 0.00308555 0.00242351 0.0469348 0.00095965 0.0310373 0.00316229
0 32 64 1 4 16 1 1 1 1 40 16 16 16 16 2 0 0.263845 0.00108071 0.00164664 0.00537491 0.00266638 0.0435194 0.000987594 0.0255971 0.00236529
0 32 64 1 0 16 8 1 1 1 56 16 16 16 16 2 1 0.27714 0.0027263 0.00402349 0.0486797 0.00631855 0.113882 0.000971036 0.0466257 0.0116978
0 32 64 1 2 16 2 1 1 1 16 16 16 16 16 1 0 0.268237 0.00208351 0.00180161 0.00426185 0.00256832 0.0472372 0.00148226 0.0286705 0.0033586
0 32 64 1 0 16 4 1 1 1 16 32 16 16 16 3 0 0.220318 0.00204989 0.00306251 0.00518084 0.00327881 0.0642142 0.000930482 0.0433522 0.00626348
0 32 64 1 5 8 1 1 1 1 48 32 16 16 16 1 0 0.210928 0.000862695 0.00143533 0.00251422 0.00276259 0.0407004 6.6774e-05 0.0272631 0.0022512
0 32 64 1 5 16 8 1 1 1 40 32 16 16 16 3 1 0.255501 0.00249764 0.00244063 0.0248446 0.00447211 0.0947185 0.000143473 0.0552781 0.0159248
0 32 64 1 0 16 2 1 1 1 32 32 16 16 16 0 0 0.253041 0.00124058 0.00221855 0.00539128 0.00297192 0.0505576 0.000960843 0.0309431 0.00516621
0 32 64 1 2 16 1 1 1 1 32 16 16 16 16 4 1 0.236742 0.00270637 0.00294804 0.00464495 0.00474908 0.0341108 0.0013375 0.0116118 0.00451737
0 32 64 1 3 16 1 1 1 1 8 16 16 16 16 4 1 0.215491 0.00112468 0.0014273 0.00487644 0.00276266 0.0273403 0.000882842 0.0102821 0.00398527
0 32 64 1 2 16 4 1 1 1 32 16 16 16 16 0 0 0.252062 0.00262287 0.00192198 0.00493637 0.00301058 0.0605343 0.00142585 0.0412164 0.0061457
0 32 64 1 1 16 4 1 1 1 56 16 16 16 16 0 1 0.223402 0.00149404 0.00151631 0.0124977 0.00272821 0.0491421 0.00053573 0.0244561 0.00663572
