m,n,p,avg,std
4281,29302,31,1,0.0116801,0.551793
4282,33509,31,1,0.0124347,0.551296
4283,38320,31,1,0.0137403,0.484848
4284,43822,31,1,0.0149817,0.421685
4285,50113,31,1,0.0167875,0.374385
4286,57308,31,1,0.0189524,0.336692
4287,65536,31,1,0.0209685,0.232707
4288,1024,36,1,0.00414258,1.33905
4289,1171,36,1,0.00390344,1.31048
4290,1339,36,1,0.00429922,1.35989
4291,1531,36,1,0.00422477,1.34876
4292,1751,36,1,0.00446693,1.35343
4293,2003,36,1,0.00463436,1.2268
4294,2290,36,1,0.00458736,1.20113
4295,2619,36,1,0.00462856,1.21256
4296,2995,36,1,0.00479057,1.22062
4297,3425,36,1,0.00482098,1.20231
4298,3917,36,1,0.00522691,1.08773
4299,4479,36,1,0.00515693,1.02867
4300,5122,36,1,0.00483371,0.849303
4301,5858,36,1,0.00592622,0.99013
4302,6699,36,1,0.0056814,0.879016
4303,7661,36,1,0.00615357,0.993509
4304,8760,36,1,0.00651182,0.87289
4305,10018,36,1,0.00670909,0.832013
4306,11456,36,1,0.00716286,0.692453
4307,13101,36,1,0.00754502,0.536854
4308,14982,36,1,0.00820493,0.674263
4309,17133,36,1,0.0085706,0.469936
4310,19593,36,1,0.00923502,0.623007
4311,22406,36,1,0.0100001,0.564395
4312,25623,36,1,0.0108935,0.527733
4313,29302,36,1,0.0115361,0.347542
4314,33509,36,1,0.0126982,0.320701
4315,38320,36,1,0.014711,0.333919
4316,43822,36,1,0.0163852,0.314519
4317,50113,36,1,0.0179432,0.245001
4318,57308,36,1,0.0203477,0.243835
4319,65536,36,1,0.0229627,0.243676
4320,1024,41,1,0.00431761,1.41205
4321,1171,41,1,0.00388405,1.09453
4322,1339,41,1,0.0045998,1.34183
4323,1531,41,1,0.00477998,1.3411
4324,1751,41,1,0.00475816,1.34212
4325,2003,41,1,0.00503668,1.25646
4326,2290,41,1,0.00519329,1.21661
4327,2619,41,1,0.00553726,1.1715
4328,2995,41,1,0.00529637,1.09572
4329,3425,41,1,0.00542613,1.10099
4330,3917,41,1,0.005857,1.14349
4331,4479,41,1,0.00583845,0.997186
4332,5122,41,1,0.00626101,1.07998
4333,5858,41,1,0.00645751,1.04478
4334,6699,41,1,0.00656408,1.03027
4335,7661,41,1,0.00700817,0.965393
4336,8760,41,1,0.00704669,0.819992
4337,10018,41,1,0.00777289,0.802314
4338,11456,41,1,0.00778435,0.693595
4339,13101,41,1,0.00826855,0.678962
4340,14982,41,1,0.00935699,0.797503
4341,17133,41,1,0.00959684,0.602055
4342,19593,41,1,0.0103592,0.568948
4343,22406,41,1,0.0114234,0.560603
4344,25623,41,1,0.0124596,0.547938
4345,29302,41,1,0.0136274,0.445009
4346,33509,41,1,0.0148741,0.355152
4347,38320,41,1,0.0161066,0.341588
4348,43822,41,1,0.0181576,0.273351
4349,50113,41,1,0.0201558,0.280369
4350,57308,41,1,0.0223816,0.239624
4351,65536,41,1,0.0254059,0.191503
4352,1024,47,1,0.00453751,1.35017
4353,1171,47,1,0.00444167,1.35491
4354,1339,47,1,0.0046029,1.35061
4355,1531,47,1,0.00485114,1.19004
4356,1751,47,1,0.00524276,1.23144
4357,2003,47,1,0.00544922,1.22955
4358,2290,47,1,0.0054654,1.15828
4359,2619,47,1,0.0059521,1.18642
4360,2995,47,1,0.00590004,1.11244
4361,3425,47,1,0.00593984,1.02634
4362,3917,47,1,0.00631466,1.13273
4363,4479,47,1,0.006529,1.01118
4364,5122,47,1,0.00696024,1.03749
4365,5858,47,1,0.00661365,0.917239
4366,6699,47,1,0.00700552,0.913004
4367,7661,47,1,0.0072759,0.869155
4368,8760,47,1,0.0078948,0.931127
4369,10018,47,1,0.00780139,0.72379
4370,11456,47,1,0.00822375,0.61789
4371,13101,47,1,0.00937642,0.746246
4372,14982,47,1,0.0102551,0.693965
4373,17133,47,1,0.0104695,0.536827
4374,19593,47,1,0.0115186,0.563714
4375,22406,47,1,0.0122028,0.518537
4376,25623,47,1,0.0135698,0.460366
4377,29302,47,1,0.0152233,0.429055
4378,33509,47,1,0.0162904,0.450176
4379,38320,47,1,0.0178077,0.349998
4380,43822,47,1,0.0198734,0.289196
4381,50113,47,1,0.0217162,0.243817
4382,57308,47,1,0.0244135,0.202997
4383,65536,47,1,0.0272358,0.197471
4384,1024,54,1,0.00452664,1.02127
4385,1171,54,1,0.00498925,1.19597
4386,1339,54,1,0.00500419,1.01654
4387,1531,54,1,0.0051566,1.19789
4388,1751,54,1,0.00528854,1.10928
4389,2003,54,1,0.00592258,1.07292
4390,2290,54,1,0.00577039,1.02955
4391,2619,54,1,0.00592289,1.06949
4392,2995,54,1,0.00640936,0.928611
4393,3425,54,1,0.00697153,0.92857
4394,3917,54,1,0.0068609,0.866225
4395,4479,54,1,0.00711328,0.766533
4396,5122,54,1,0.00756258,0.789764
4397,5858,54,1,0.00794439,0.855084
4398,6699,54,1,0.0081095,0.813952
4399,7661,54,1,0.00881486,0.768768
4400,8760,54,1,0.00869012,0.62111
4401,10018,54,1,0.00953588,0.758644
4402,11456,54,1,0.00984989,0.697816
4403,13101,54,1,0.0104612,0.579731
4404,14982,54,1,0.0113119,0.567948
4405,17133,54,1,0.0119222,0.528005
4406,19593,54,1,0.0131748,0.551674
4407,22406,54,1,0.0143523,0.44666
4408,25623,54,1,0.0149215,0.357096
4409,29302,54,1,0.0166216,0.375691
4410,33509,54,1,0.0181747,0.360272
4411,38320,54,1,0.0196157,0.281906
4412,43822,54,1,0.0219408,0.300843
4413,50113,54,1,0.0242354,0.210339
4414,57308,54,1,0.02695,0.176143
4415,65536,54,1,0.0303623,0.191012
4416,1024,61,1,0.00447598,0.796141
4417,1171,61,1,0.00524178,1.01446
4418,1339,61,1,0.00509558,1.0229
4419,1531,61,1,0.00550216,1.14356
4420,1751,61,1,0.00538393,0.885086
4421,2003,61,1,0.00604955,1.07736
4422,2290,61,1,0.00651729,1.01675
4423,2619,61,1,0.00660231,1.0401
4424,2995,61,1,0.00711516,0.862688
4425,3425,61,1,0.00773265,0.968941
4426,3917,61,1,0.00747192,0.892492
4427,4479,61,1,0.00749359,0.93214
4428,5122,61,1,0.00795211,0.949201
4429,5858,61,1,0.00852119,0.85873
4430,6699,61,1,0.00853717,0.840394
4431,7661,61,1,0.00863944,0.780614
4432,8760,61,1,0.00932881,0.767197
4433,10018,61,1,0.010121,0.746692
4434,11456,61,1,0.0103783,0.638514
4435,13101,61,1,0.0114084,0.620434
4436,14982,61,1,0.0120523,0.633403
4437,17133,61,1,0.0130207,0.510376
4438,19593,61,1,0.0141615,0.527451
4439,22406,61,1,0.0152692,0.474132
4440,25623,61,1,0.0160433,0.34916
4441,29302,61,1,0.0178815,0.339884
4442,33509,61,1,0.019741,0.284529
4443,38320,61,1,0.0218829,0.272045
4444,43822,61,1,0.0240961,0.236824
4445,50113,61,1,0.0266662,0.208282
4446,57308,61,1,0.0298966,0.18462
4447,65536,61,1,0.0338793,0.156334
4448,1024,70,1,0.00433806,0.148334
4449,1171,70,1,0.00579867,0.948767
4450,1339,70,1,0.00585576,0.839972
4451,1531,70,1,0.00612651,0.973769
4452,1751,70,1,0.00631578,1.01443
4453,2003,70,1,0.00612167,0.877486
4454,2290,70,1,0.00681629,0.898349
4455,2619,70,1,0.00729276,0.927
4456,2995,70,1,0.00760945,0.900691
4457,3425,70,1,0.00776782,0.864055
4458,3917,70,1,0.00847932,0.732683
4459,4479,70,1,0.00906854,0.854476
4460,5122,70,1,0.00927441,0.720602
4461,5858,70,1,0.00968443,0.666773
4462,6699,70,1,0.010052,0.655185
4463,7661,70,1,0.0105328,0.60862
4464,8760,70,1,0.0109728,0.671401
4465,10018,70,1,0.0114582,0.670175
4466,11456,70,1,0.0124118,0.467014
4467,13101,70,1,0.0125137,0.454993
4468,14982,70,1,0.0139893,0.506335
4469,17133,70,1,0.0147775,0.407983
4470,19593,70,1,0.0158472,0.377816
4471,22406,70,1,0.0169119,0.34619
4472,25623,70,1,0.0183817,0.329548
4473,29302,70,1,0.0208499,0.309739
4474,33509,70,1,0.0230597,0.334411
4475,38320,70,1,0.0250544,0.307209
4476,43822,70,1,0.0275879,0.253219
4477,50113,70,1,0.0296605,0.192749
4478,57308,70,1,0.0339114,0.209995
4479,65536,70,1,0.0378907,0.13934
4480,1024,80,1,0.00446814,0.183385
4481,1171,80,1,0.00452564,0.170599
4482,1339,80,1,0.00557562,0.640812
4483,1531,80,1,0.0067613,0.902693
4484,1751,80,1,0.00643697,0.732446
4485,2003,80,1,0.00664755,0.765063
4486,2290,80,1,0.00718714,0.867236
4487,2619,80,1,0.00752369,0.733546
4488,2995,80,1,0.0082705,0.766384
4489,3425,80,1,0.00845329,0.728649
4490,3917,80,1,0.00856884,0.747259
4491,4479,80,1,0.00936602,0.671589
4492,5122,80,1,0.00962688,0.670483
4493,5858,80,1,0.0100346,0.679876
4494,6699,80,1,0.0105692,0.583107
4495,7661,80,1,0.0111256,0.604022
4496,8760,80,1,0.0114255,0.505861
4497,10018,80,1,0.0118496,0.569635
4498,11456,80,1,0.0128909,0.542463
4499,13101,80,1,0.0136066,0.423337
4500,14982,80,1,0.0142638,0.41126
4501,17133,80,1,0.0156882,0.403074
4502,19593,80,1,0.0167133,0.31648
4503,22406,80,1,0.0183344,0.273192
4504,25623,80,1,0.019933,0.258269
4505,29302,80,1,0.0223423,0.228278
4506,33509,80,1,0.0253088,0.196504
4507,38320,80,1,0.0270775,0.189295
4508,43822,80,1,0.029893,0.172467
4509,50113,80,1,0.0332231,0.146871
4510,57308,80,1,0.0368856,0.154331
4511,65536,80,1,0.0420306,0.130497
4512,1024,92,1,0.00581081,0.144775
4513,1171,92,1,0.00590781,0.143191
4514,1339,92,1,0.00587085,0.136744
4515,1531,92,1,0.00718725,0.531375
4516,1751,92,1,0.00824139,0.717794
4517,2003,92,1,0.0080863,0.572005
4518,2290,92,1,0.00867301,0.731001
4519,2619,92,1,0.00837736,0.580906
4520,2995,92,1,0.00917538,0.653217
4521,3425,92,1,0.010427,0.63771
4522,3917,92,1,0.0105252,0.62677
4523,4479,92,1,0.0107118,0.620829
4524,5122,92,1,0.0116266,0.590118
4525,5858,92,1,0.0123443,0.524759
4526,6699,92,1,0.0126734,0.424238
4527,7661,92,1,0.013393,0.489407
4528,8760,92,1,0.0137731,0.4858
4529,10018,92,1,0.0146813,0.449582
4530,11456,92,1,0.015065,0.435713
4531,13101,92,1,0.0157749,0.330354
4532,14982,92,1,0.0176211,0.324703
4533,17133,92,1,0.019134,0.354119
4534,19593,92,1,0.0203943,0.24901
4535,22406,92,1,0.0220761,0.310378
4536,25623,92,1,0.0246554,0.219402
4537,29302,92,1,0.0264853,0.19083
4538,33509,92,1,0.0301153,0.230423
4539,38320,92,1,0.0324403,0.164914
4540,43822,92,1,0.0361576,0.16042
4541,50113,92,1,0.0403782,0.155663
4542,57308,92,1,0.0453431,0.135985
4543,65536,92,1,0.0497849,0.106173
4544,1024,105,1,0.00694982,0.127783
4545,1171,105,1,0.00701697,0.119873
4546,1339,105,1,0.00700182,0.125219
4547,1531,105,1,0.00701921,0.115777
4548,1751,105,1,0.0086711,0.39936
4549,2003,105,1,0.00980608,0.629723
4550,2290,105,1,0.00996535,0.625124
4551,2619,105,1,0.00996215,0.579363
4552,2995,105,1,0.0102185,0.560384
4553,3425,105,1,0.0110555,0.554996
4554,3917,105,1,0.0123404,0.504411
4555,4479,105,1,0.0127126,0.498098
4556,5122,105,1,0.0128766,0.49855
4557,5858,105,1,0.0143576,0.412553
4558,6699,105,1,0.0147715,0.373686
4559,7661,105,1,0.0151299,0.327452
4560,8760,105,1,0.0165511,0.389438
4561,10018,105,1,0.01697,0.375565
4562,11456,105,1,0.0179352,0.388666
4563,13101,105,1,0.0186772,0.307525
4564,14982,105,1,0.0205375,0.374473
4565,17133,105,1,0.0226714,0.232296
4566,19593,105,1,0.0235757,0.284113
4567,22406,105,1,0.0260134,0.21758
4568,25623,105,1,0.0282704,0.245807
4569,29302,105,1,0.0315317,0.206083
4570,33509,105,1,0.0338371,0.193785
4571,38320,105,1,0.0376577,0.161987
4572,43822,105,1,0.0422758,0.149258
4573,50113,105,1,0.0455202,0.118258
4574,57308,105,1,0.0515786,0.122823
4575,65536,105,1,0.0579592,0.0932952
4576,1024,120,1,0.00814002,0.124411
4577,1171,120,1,0.00812975,0.095792
4578,1339,120,1,0.00829902,0.103828
4579,1531,120,1,0.00829734,0.100381
4580,1751,120,1,0.00817171,0.0973889
4581,2003,120,1,0.0102338,0.347613
4582,2290,120,1,0.0112928,0.467155
4583,2619,120,1,0.0112177,0.329609
4584,2995,120,1,0.0116474,0.333403
4585,3425,120,1,0.0119126,0.54079
4586,3917,120,1,0.0129689,0.477615
4587,4479,120,1,0.0150005,0.440519
4588,5122,120,1,0.0152397,0.449564
4589,5858,120,1,0.0155111,0.428382
4590,6699,120,1,0.0171203,0.363642
4591,7661,120,1,0.0177296,0.406244
4592,8760,120,1,0.0181087,0.301369
4593,10018,120,1,0.0198395,0.374001
4594,11456,120,1,0.0205436,0.323795
4595,13101,120,1,0.0219616,0.337413
4596,14982,120,1,0.0226442,0.297518
4597,17133,120,1,0.0240013,0.251058
4598,19593,120,1,0.0275478,0.216212
4599,22406,120,1,0.0289165,0.220975
4600,25623,120,1,0.0315175,0.178077
4601,29302,120,1,0.0347195,0.163167
4602,33509,120,1,0.038799,0.167611
4603,38320,120,1,0.0405851,0.151364
4604,43822,120,1,0.0469945,0.146986
4605,50113,120,1,0.052492,0.114636
4606,57308,120,1,0.0598266,0.119217
4607,65536,120,1,0.065095,0.0917193
4608,1024,137,1,0.01151,0.0982177
4609,1171,137,1,0.0119479,0.090149
4610,1339,137,1,0.0121322,0.124932
4611,1531,137,1,0.0120476,0.0795872
4612,1751,137,1,0.0121174,0.0916926
4613,2003,137,1,0.014125,0.278057
4614,2290,137,1,0.0152601,0.268257
4615,2619,137,1,0.0155287,0.280156
4616,2995,137,1,0.0161903,0.273136
4617,3425,137,1,0.0161984,0.248645
4618,3917,137,1,0.0171065,0.372371
4619,4479,137,1,0.0197283,0.327099
4620,5122,137,1,0.0199622,0.324122
4621,5858,137,1,0.0206696,0.325225
4622,6699,137,1,0.023253,0.334675
4623,7661,137,1,0.0237179,0.25723
4624,8760,137,1,0.0241122,0.24107
4625,10018,137,1,0.0262025,0.222001
4626,11456,137,1,0.0273542,0.227962
4627,13101,137,1,0.0292689,0.25171
4628,14982,137,1,0.030036,0.194716
4629,17133,137,1,0.0324525,0.171376
4630,19593,137,1,0.0358603,0.149327
4631,22406,137,1,0.0379986,0.154051
4632,25623,137,1,0.0409851,0.175416
4633,29302,137,1,0.0456087,0.155144
4634,33509,137,1,0.048769,0.105085
4635,38320,137,1,0.0540401,0.111481
4636,43822,137,1,0.0602577,0.108761
4637,50113,137,1,0.0662059,0.0871724
4638,57308,137,1,0.0739882,0.0821499
4639,65536,137,1,0.0821089,0.0828635
4640,1024,157,1,0.0116907,0.0941403
4641,1171,157,1,0.0137454,0.0807443
4642,1339,157,1,0.014027,0.0995413
4643,1531,157,1,0.0140049,0.0832434
4644,1751,157,1,0.0141469,0.0786046
4645,2003,157,1,0.0141642,0.0706028
4646,2290,157,1,0.0175115,0.262544
4647,2619,157,1,0.0178948,0.253266
4648,2995,157,1,0.0178709,0.232002
4649,3425,157,1,0.0187078,0.240841
4650,3917,157,1,0.0185949,0.236068
4651,4479,157,1,0.0229123,0.288905
4652,5122,157,1,0.023398,0.303592
4653,5858,157,1,0.0236087,0.314247
4654,6699,157,1,0.0259982,0.284092
4655,7661,157,1,0.0277117,0.244265
4656,8760,157,1,0.0287369,0.262825
4657,10018,157,1,0.0288951,0.20468
4658,11456,157,1,0.0319883,0.267371
4659,13101,157,1,0.0338121,0.201043
4660,14982,157,1,0.0343855,0.162008
4661,17133,157,1,0.0369723,0.149996
4662,19593,157,1,0.0415487,0.159551
4663,22406,157,1,0.0438974,0.114397
4664,25623,157,1,0.0464041,0.131095
4665,29302,157,1,0.0515272,0.114396
4666,33509,157,1,0.055448,0.0999972
4667,38320,157,1,0.0625025,0.0845154
4668,43822,157,1,0.067004,0.0839961
4669,50113,157,1,0.0743232,0.0798081
4670,57308,157,1,0.083128,0.0582939
4671,65536,157,1,0.09291,0.0610548
4672,1024,179,1,0.0131347,0.0585755
4673,1171,179,1,0.0155632,0.0582522
4674,1339,179,1,0.0159956,0.0868747
4675,1531,179,1,0.0155556,0.0737688
4676,1751,179,1,0.0158647,0.0596656
4677,2003,179,1,0.016102,0.0753436
4678,2290,179,1,0.0199781,0.319844
4679,2619,179,1,0.0198858,0.212693
4680,2995,179,1,0.0202787,0.238567
4681,3425,179,1,0.0212002,0.207169
4682,3917,179,1,0.021039,0.205601
4683,4479,179,1,0.0261596,0.287874
4684,5122,179,1,0.0263981,0.274104
4685,5858,179,1,0.0271891,0.25348
4686,6699,179,1,0.0298198,0.268343
4687,7661,179,1,0.0307377,0.211414
4688,8760,179,1,0.0321656,0.204078
4689,10018,179,1,0.0334593,0.230688
4690,11456,179,1,0.0365113,0.175082
4691,13101,179,1,0.0381189,0.204504
4692,14982,179,1,0.0396727,0.20313
4693,17133,179,1,0.0414925,0.143548
4694,19593,179,1,0.0467407,0.138953
4695,22406,179,1,0.050202,0.147833
4696,25623,179,1,0.0528697,0.143575
4697,29302,179,1,0.0588215,0.129804
4698,33509,179,1,0.0629343,0.0917599
4699,38320,179,1,0.0705168,0.0951777
4700,43822,179,1,0.0779934,0.0711973
4701,50113,179,1,0.0850475,0.0718091
4702,57308,179,1,0.0956732,0.0616153
4703,65536,179,1,0.107224,0.0581261
4704,1024,205,1,0.0153629,0.0772091
4705,1171,205,1,0.0180384,0.0469364
4706,1339,205,1,0.0182418,0.0594556
4707,1531,205,1,0.0182331,0.0592757
4708,1751,205,1,0.0183869,0.0590883
4709,2003,205,1,0.0183931,0.0754606
4710,2290,205,1,0.0222998,0.196986
4711,2619,205,1,0.0231094,0.276354
4712,2995,205,1,0.0230333,0.168257
4713,3425,205,1,0.0248785,0.255373
4714,3917,205,1,0.0245937,0.164503
4715,4479,205,1,0.0290793,0.233922
4716,5122,205,1,0.0301354,0.245313
4717,5858,205,1,0.0311909,0.220385
4718,6699,205,1,0.0342979,0.203694
4719,7661,205,1,0.0355111,0.185262
4720,8760,205,1,0.0370212,0.199577
4721,10018,205,1,0.0381143,0.162406
4722,11456,205,1,0.0425692,0.189526
4723,13101,205,1,0.0445339,0.136195
4724,14982,205,1,0.0455261,0.151122
4725,17133,205,1,0.047936,0.127594
4726,19593,205,1,0.053608,0.112439
4727,22406,205,1,0.0576147,0.130226
4728,25623,205,1,0.0604576,0.100499
4729,29302,205,1,0.0684811,0.0896881
4730,33509,205,1,0.0726625,0.0820858
4731,38320,205,1,0.0836641,0.0895539
4732,43822,205,1,0.0904618,0.0804453
4733,50113,205,1,0.0981801,0.0678862
4734,57308,205,1,0.108852,0.0575578
4735,65536,205,1,0.121382,0.0535061
4736,1024,234,1,0.0178097,0.0615242
4737,1171,234,1,0.0207359,0.048069
4738,1339,234,1,0.0209111,0.0443119
4739,1531,234,1,0.0208238,0.0537798
4740,1751,234,1,0.0209265,0.0551756
4741,2003,234,1,0.0210862,0.0682895
4742,2290,234,1,0.0250756,0.173091
4743,2619,234,1,0.0264936,0.2473
4744,2995,234,1,0.0265651,0.148245
4745,3425,234,1,0.0282806,0.146208
4746,3917,234,1,0.0286452,0.15707
4747,4479,234,1,0.0340914,0.187746
4748,5122,234,1,0.035404,0.220526
4749,5858,234,1,0.0362561,0.199693
4750,6699,234,1,0.0400357,0.180668
4751,7661,234,1,0.0412396,0.167288
4752,8760,234,1,0.0430149,0.14686
4753,10018,234,1,0.045264,0.137916
4754,11456,234,1,0.0487785,0.144735
4755,13101,234,1,0.0515903,0.118316
4756,14982,234,1,0.0525892,0.113083
4757,17133,234,1,0.0558746,0.112238
4758,19593,234,1,0.0625702,0.136381
4759,22406,234,1,0.0675891,0.119302
4760,25623,234,1,0.0712371,0.0848604
