m,n,node,ppn,ob,ib,pc,avg,std
1131,153280,214,16,64,160,16,1,0.254562,0.00588613
1194,45826,548,16,64,192,64,2,0.156078,0.0150215
1200,78373,64,16,64,64,56,1,0.0997118,0.0062022
1202,7005,2395,16,64,512,40,4,1.20591,0.00230436
1215,10476,1400,16,64,256,56,4,0.405449,0.00355837
1221,175286,479,16,64,224,24,2,0.280558,0.00770538
1262,9161,84,16,64,64,32,1,0.0138636,0.0195779
1266,134036,96,16,64,96,24,1,0.106268,0.0313274
1270,175286,1225,16,64,224,64,4,0.612749,0.00402038
1274,200453,936,16,64,256,32,1,0.847351,0.00727426
1275,134036,1831,16,64,96,32,16,1.40726,0.000935049
1282,59929,1071,16,64,192,8,4,0.446949,0.00576958
1308,8011,280,16,64,224,32,1,0.0447517,0.0105546
1321,8011,125,16,64,64,16,1,0.0166258,0.0163342
1341,153280,3132,16,64,224,16,4,2.29268,0.00262376
1354,89625,64,16,64,64,40,1,0.100861,0.0309174
1357,153280,2094,16,64,416,32,2,1.91401,0.00534755
1360,134036,84,16,64,64,32,1,0.263435,0.00112168
1362,8011,280,16,64,96,24,1,0.0447546,0.00643403
1383,153280,3132,16,64,160,56,4,2.19398,0.000911551
1389,11980,214,16,64,96,40,1,0.03876,0.00356447
1410,175286,2094,16,64,256,48,1,2.92785,0.00274945
1447,117208,3132,16,64,320,24,8,2.02603,0.00280668
1460,262144,2395,16,64,128,24,2,2.97628,0.00256242
1489,200453,3132,16,64,160,24,1,8.36383,0.00317439
1499,229232,109,16,64,96,24,1,0.271286,0.00653263
1525,52405,84,16,64,64,56,1,0.169629,0.0150232
1529,52405,125,16,64,96,64,1,0.0898626,0.00235317
1535,5357,4096,16,64,352,56,8,1.28905,0.00177424
1554,78373,1400,16,64,288,64,2,0.761429,0.0069644
1556,23431,1071,16,64,64,48,8,0.308883,0.000482182
1563,89625,125,16,64,64,32,1,0.260737,0.00287983
1567,23431,2739,16,64,384,32,2,2.00572,0.00486219
1577,175286,143,16,64,128,8,1,0.274132,0.00748883
1603,175286,936,16,64,416,16,2,0.68531,0.00560987
1607,9161,1071,16,64,160,40,1,0.344269,0.0029043
1648,200453,3132,16,64,480,8,1,9.12897,0.000824652
1650,5357,1225,16,64,64,40,2,0.389077,0.00653521
1660,30642,1225,16,64,64,64,8,0.408365,0.00109582
1668,20489,2395,16,64,224,56,2,1.21254,0.00247373
1694,6126,73,16,64,64,32,1,0.00907363,0.0339559
1703,68533,626,16,64,256,40,1,0.253701,0.00975916
1705,52405,320,16,64,320,56,1,0.074884,0.044056
1724,4684,109,16,64,96,8,1,0.0117933,0.00666975
1739,4096,280,16,64,96,56,1,0.0343674,0.00805104
1776,117208,109,16,64,64,32,1,0.263735,0.00992846
1780,78373,4096,16,64,128,40,2,5.70153,0.00382837
1802,68533,125,16,64,64,32,1,0.258168,0.000775332
1809,153280,73,16,64,64,64,1,0.263689,0.000792343
1822,5357,479,16,64,256,32,1,0.095138,0.0146665
1823,4684,936,16,64,160,16,1,0.246869,0.00287614
1824,13700,187,16,64,64,48,2,0.0439714,0.00712759
1831,45826,2094,16,64,96,32,16,0.737077,0.00116185
1845,102493,1601,16,64,160,56,4,0.786319,0.0040068
1885,78373,716,16,64,96,48,2,0.592543,0.00177616
1898,10476,1225,16,64,128,56,4,0.284665,0.00189061
1913,45826,214,16,64,128,48,1,0.0648596,0.0116197
1928,26795,187,16,64,64,24,2,0.103608,0.00371695
1942,30642,64,16,64,64,8,1,0.0265882,0.00960096
1945,8011,73,16,64,64,56,1,0.0112779,0.0192939
1980,30642,3132,16,64,448,16,2,3.51319,0.00240567
2012,175286,3132,16,64,448,64,4,2.8722,0.00676262
2022,23431,4096,16,64,512,8,1,15.0142,0.000340438
2036,10476,419,16,64,256,32,1,0.0885431,0.013924
2051,134036,936,16,64,224,24,1,0.754414,0.00462396
2077,78373,1400,16,64,288,24,4,0.660356,0.00982548
2078,30642,419,16,64,288,56,1,0.101615,0.0104454
2092,7005,125,16,64,64,24,1,0.01499,0.0152214
2117,26795,2739,16,64,128,56,16,0.750716,0.00102951
2119,11980,819,16,64,256,32,2,0.236033,0.00993323
2126,262144,2094,16,64,256,64,4,1.49172,0.00340227
2130,8011,4096,16,64,416,24,8,1.84918,0.00264895
2137,9161,245,16,64,96,32,2,0.0360828,0.00987861
2161,35041,548,16,64,480,16,1,0.233791,0.0167055
2164,68533,1831,16,64,448,24,2,1.52411,0.0108162
2189,40072,819,16,64,224,56,1,0.298088,0.00978517
2202,10476,479,16,64,160,32,2,0.0827225,0.00982301
2221,23431,164,16,64,160,56,1,0.0328527,0.0227806
2233,20489,936,16,64,128,56,4,0.252328,0.00374715
2252,10476,280,16,64,128,8,1,0.0551092,0.00854848
2269,4096,1831,16,64,64,48,16,0.269213,0.000943537
2281,5357,2739,16,64,256,8,2,1.6615,0.00112943
2289,117208,125,16,64,64,56,1,0.265456,0.00483446
2297,40072,716,16,64,256,56,1,0.257082,0.0117012
2385,26795,479,16,64,160,56,1,0.118698,0.00943209
2398,30642,109,16,64,64,32,1,0.0674728,0.00785235
2404,23431,366,16,64,96,16,2,0.109359,0.00136531
2426,13700,1831,16,64,480,24,1,1.32089,0.00168035
2436,134036,214,16,64,128,40,1,0.28155,0.00615691
2446,6126,143,16,64,64,32,1,0.0207425,0.0126454
2448,175286,2094,16,64,224,8,8,1.56608,0.00926115
2457,17917,626,16,64,128,56,2,0.156142,0.00954615
2483,30642,125,16,64,64,40,1,0.0693691,0.00980351
2486,117208,280,16,64,128,40,1,0.412841,0.00156596
2495,52405,626,16,64,192,56,2,0.233073,0.0105854
2501,102493,64,16,64,64,24,1,0.100862,0.0245635
2510,10476,4096,16,64,480,48,8,2.00021,0.00285579
2511,4684,164,16,64,128,24,1,0.0186744,0.00968513
2517,6126,1601,16,64,416,32,2,0.62312,0.00301809
2519,15667,1225,16,64,224,24,4,0.350765,0.00607734
2534,9161,2094,16,64,416,40,2,1.09153,0.00346478
2550,6126,73,16,64,64,16,1,0.00978885,0.034421
2569,153280,716,16,64,64,8,8,0.548712,0.00564124
2580,229232,125,16,64,96,8,1,0.275288,0.000449699
2600,8011,3132,16,64,160,24,8,0.770965,0.00191224
2604,134036,1601,16,64,480,24,2,1.44468,0.0121138
2608,102493,3132,16,64,416,32,1,4.78182,0.00267557
2622,45826,109,16,64,64,48,1,0.134051,0.00185303
2624,89625,419,16,64,416,32,1,0.172152,0.00972995
2643,134036,109,16,64,64,64,1,0.300795,0.097911
2684,23431,109,16,64,96,32,1,0.0282768,0.00504116
2697,30642,1601,16,64,448,48,1,1.12315,0.00324259
2703,23431,366,16,64,256,56,1,0.0812886,0.0182671
2712,78373,716,16,64,256,8,1,0.395369,0.00981336
2734,89625,96,16,64,96,40,1,0.0880376,0.00300596
2750,5357,214,16,64,160,8,1,0.0290363,0.0194423
2753,262144,936,16,64,480,8,1,1.01439,0.00995355
2760,45826,187,16,64,64,8,2,0.146979,0.00413487
2806,26795,1831,16,64,416,32,4,0.88022,0.00942539
2810,4096,214,16,64,128,32,1,0.0217168,0.00648004
2874,52405,819,16,64,192,48,1,0.37372,0.00313987
2875,153280,1831,16,64,416,8,2,2.22712,0.00367337
2887,200453,280,16,64,64,64,4,0.198032,0.00216988
2902,45826,280,16,64,64,24,4,0.117589,0.00269898
2922,68533,187,16,64,64,16,2,0.154349,0.00263904
2936,15667,2739,16,64,256,24,2,1.66192,0.0024819
2939,15667,125,16,64,96,24,1,0.0222817,0.00677438
2962,68533,143,16,64,64,8,2,0.14867,0.000799326
2971,6126,4096,16,64,128,24,16,0.765717,0.00203045
2987,13700,245,16,64,160,32,1,0.0389222,0.00970371
2993,17917,2395,16,64,512,32,4,1.63045,0.0051479
2994,102493,1601,16,64,448,8,1,2.13198,0.00057676
3025,15667,125,16,64,96,40,1,0.0222366,0.0070248
3036,6126,245,16,64,64,56,1,0.0427132,0.00827315
3047,10476,4096,16,64,160,8,1,5.13937,0.00197423
3048,23431,1225,16,64,512,48,2,0.726954,0.00987976
3059,68533,280,16,64,64,40,1,0.903294,0.00453595
3091,8011,419,16,64,128,64,2,0.0692898,0.0041448
3096,13700,143,16,64,96,8,1,0.0254385,0.00872741
3112,35041,4096,16,64,256,24,4,2.7562,0.00135793
3116,30642,214,16,64,64,24,2,0.181542,0.00918141
3117,13700,3132,16,64,160,40,2,1.81951,0.00374747
3177,15667,366,16,64,288,40,1,0.0716301,0.0298775
3200,7005,366,16,64,352,8,1,0.100725,0.00710041
3220,200453,548,16,64,96,24,1,1.26383,0.00350067
3224,134036,96,16,64,64,32,1,0.263067,0.00127203
3225,20489,1831,16,64,128,48,2,0.849511,0.0069202
3232,102493,214,16,64,96,48,2,0.162264,0.00413857
3293,20489,73,16,64,64,48,1,0.0343262,0.00621036
3305,4096,3132,16,64,96,48,4,0.850713,0.00115653
3322,102493,84,16,64,64,64,1,0.257919,0.00202861
3348,10476,366,16,64,96,56,1,0.0732252,0.00595118
3358,52405,109,16,64,64,64,1,0.169621,0.00303386
3360,52405,280,16,64,160,8,1,0.0841418,0.011168
3372,8011,214,16,64,64,56,2,0.038417,0.00380229
3377,52405,548,16,64,192,40,1,0.187159,0.00992974
3379,15667,84,16,64,64,64,1,0.0234216,0.00707603
3392,89625,716,16,64,288,48,2,0.299452,0.00761862
3394,229232,96,16,64,96,48,1,0.106929,0.00332373
3399,6126,1225,16,64,288,32,1,0.462894,0.00103096
3403,11980,187,16,64,96,16,1,0.028716,0.0273118
3409,17917,479,16,64,128,24,1,0.121824,0.00994007
3419,5357,109,16,64,64,8,1,0.0132334,0.0209794
3427,7005,73,16,64,64,24,1,0.0103552,0.0214552
3434,7005,84,16,64,64,64,1,0.0106261,0.0395342
3464,4096,366,16,64,64,56,2,0.0533597,0.00894405
3472,8011,187,16,64,96,56,1,0.0236705,0.015708
3478,30642,125,16,64,96,8,1,0.04447,0.00430352
3484,117208,109,16,64,96,48,1,0.260337,0.00087652
3492,200453,2739,16,64,512,24,4,3.48202,0.000964293
3526,89625,626,16,64,64,64,8,0.280387,0.00109146
3530,11980,4096,16,64,128,48,16,0.899797,0.0010718
3551,175286,125,16,64,96,16,1,0.269468,0.000403743
3561,229232,1225,16,64,384,8,1,1.63492,0.00203663
3575,35041,1071,16,64,256,64,4,0.395993,0.0050376
3576,117208,84,16,64,64,24,1,0.261621,0.0123745
3604,7005,936,16,64,64,24,8,0.185081,0.00313319
3608,5357,84,16,64,64,40,1,0.00913106,0.0277083
3614,52405,366,16,64,96,32,2,0.240089,0.00360537
3644,45826,280,16,64,96,56,2,0.144724,0.0158898
3646,7005,1400,16,64,416,64,1,0.594223,0.00140622
3657,59929,245,16,64,192,48,1,0.0697679,0.0160383
3694,5357,125,16,64,64,32,1,0.0123696,0.0230198
3705,78373,366,16,64,352,40,1,0.116022,0.0245442
3715,5357,1400,16,64,448,32,1,0.611415,0.000551151
3723,10476,4096,16,64,416,56,1,4.89995,0.000228937
3730,4096,4096,16,64,64,16,4,1.70877,0.00763665
3735,89625,187,16,64,96,32,1,0.231878,0.00608308
3747,89625,3132,16,64,64,64,1,14.9058,0.00619486
3756,102493,716,16,64,160,40,4,0.264991,0.00368608
3760,8011,1225,16,64,128,16,2,0.35581,0.00465968
3774,11980,548,16,64,96,8,1,0.167281,0.00350683
3793,20489,1831,16,64,416,64,2,0.982311,0.00298984
3795,30642,125,16,64,64,32,1,0.0692214,0.00672602
3801,89625,109,16,64,96,16,1,0.221165,0.00918636
3807,262144,4096,16,64,128,8,1,14.9375,0.00662206
3837,4096,84,16,64,64,64,1,0.00677569,0.016507
3855,6126,164,16,64,128,64,1,0.0187972,0.00948364
3869,59929,245,16,64,96,24,2,0.158826,0.00218508
3887,78373,819,16,64,352,48,2,0.361792,0.00996903
3927,7005,479,16,64,96,8,1,0.114398,0.00516041
3932,102493,187,16,64,64,8,1,0.485892,0.00932771
3943,102493,936,16,64,96,16,2,0.882963,0.00189917
3972,175286,187,16,64,64,40,2,0.176046,0.00168438
3992,30642,1601,16,64,128,48,1,1.03569,0.00429302
4003,5357,548,16,64,416,40,1,0.124574,0.00857005
4021,11980,419,16,64,192,24,2,0.0801302,0.00598411
4037,102493,1831,16,64,160,8,8,0.928606,0.00256547
4081,23431,2094,16,64,256,64,4,0.824485,0.00319988
4094,9161,366,16,64,128,48,1,0.0640259,0.0108416
5,68533,2739,16,16,448,40,2,1.85913,0.0157111
11,4684,96,16,16,64,40,1,0.0102837,0.152419
19,40072,479,16,16,160,32,2,0.119562,0.0740246
39,30642,2094,16,16,64,40,4,0.699569,0.0377581
43,6126,4096,16,16,224,40,16,0.853326,0.0440006
60,52405,164,16,16,64,8,2,0.0614145,0.217472
63,102493,1400,16,16,96,48,1,0.726937,0.0142568
65,4684,716,16,16,320,16,2,0.175127,0.0159166
75,45826,2395,16,16,64,64,4,1.01841,0.0200787
85,17917,1071,16,16,64,24,16,0.370853,0.248401
89,15667,245,16,16,64,64,2,0.0445234,0.220939
91,134036,2395,16,16,128,40,16,4.00808,0.0207752
99,153280,716,16,16,480,8,1,0.552533,0.0206711
105,52405,936,16,16,352,64,1,0.376849,0.00864702
112,4684,479,16,16,384,24,1,0.101582,0.0291475
113,11980,320,16,16,160,24,1,0.0531634,0.0337977
117,4684,1400,16,16,480,8,2,0.767534,0.00985134
118,23431,2094,16,16,384,56,2,0.882546,0.0179759
131,13700,1225,16,16,256,48,2,0.336947,0.0112312
162,23431,4096,16,16,448,40,8,2.44704,0.0200872
166,68533,143,16,16,96,56,1,0.0477832,0.144658
178,8011,936,16,16,192,56,1,0.185896,0.00987884
196,262144,1400,16,16,320,40,1,0.971664,0.00572085
199,200453,164,16,16,64,48,2,0.122999,0.10774
226,262144,84,16,16,64,16,1,0.0776559,0.0752605
252,4096,819,16,16,352,24,1,0.201457,0.00896442
307,229232,143,16,16,128,24,1,0.0759453,0.08696
331,175286,1601,16,16,64,8,4,1.84795,0.0137287
333,45826,84,16,16,64,32,1,0.037201,0.15083
335,45826,936,16,16,64,32,8,0.473458,0.117107
349,89625,548,16,16,64,8,1,0.334081,0.0285438
387,8011,3582,16,16,128,16,2,1.02524,0.00594951
398,13700,164,16,16,160,24,1,0.0254759,0.0436406
399,200453,419,16,16,192,48,2,0.220876,0.0480934
427,4096,4096,16,16,320,8,1,2.00017,0.00538611
443,117208,187,16,16,96,8,1,0.0737843,0.0927779
444,175286,1601,16,16,192,8,2,1.01401,0.018584
446,6126,187,16,16,96,56,1,0.0200402,0.0479146
462,10476,419,16,16,128,64,1,0.0692861,0.0112478
469,200453,143,16,16,96,40,1,0.0711325,0.0908307
480,78373,1071,16,16,64,16,8,0.800072,0.0598006
484,117208,214,16,16,160,48,1,0.0732589,0.090367
492,134036,280,16,16,160,56,1,0.103359,0.06057
497,175286,3582,16,16,160,48,16,8.78652,0.00948131
501,20489,245,16,16,96,48,1,0.0509054,0.036176
510,35041,214,16,16,128,32,1,0.050705,0.123415
525,8011,716,16,16,96,8,2,0.13098,0.00319578
530,117208,1601,16,16,384,40,2,1.11618,0.0225774
546,4684,626,16,16,128,56,4,0.0910585,0.016685
563,59929,73,16,16,64,8,1,0.0438684,0.143266
567,20489,96,16,16,64,24,1,0.029556,0.244544
569,102493,187,16,16,64,64,2,0.0819186,0.0998107
581,59929,1601,16,16,512,32,1,1.22272,0.0164487
599,23431,1831,16,16,352,24,4,0.812792,0.0143865
622,13700,3132,16,16,192,48,2,0.85758,0.00994448
632,15667,320,16,16,128,16,2,0.0594562,0.0245024
635,23431,3132,16,16,384,56,1,1.57071,0.0167591
646,9161,1831,16,16,352,64,1,0.584889,0.00460991
653,262144,64,16,16,64,8,1,0.0326234,0.181838
659,35041,819,16,16,480,64,1,0.35585,0.0126422
661,17917,64,16,16,64,16,1,0.0150521,0.401583
722,8011,164,16,16,96,48,1,0.0198346,0.0946007
783,117208,716,16,16,288,8,2,0.430738,0.0309308
794,9161,479,16,16,96,48,2,0.0735138,0.0135854
802,229232,2094,16,16,448,16,2,2.22965,0.0121161
808,5357,1071,16,16,192,40,2,0.186417,0.00788868
857,59929,1400,16,16,192,56,2,0.524571,0.0287587
859,8011,280,16,16,64,56,1,0.0445346,0.02864
893,11980,1225,16,16,192,40,4,0.25968,0.00533697
910,13700,1400,16,16,224,56,2,0.32142,0.00910474
919,8011,1831,16,16,384,8,2,0.993297,0.00862073
925,134036,84,16,16,64,24,1,0.0562529,0.118473
945,229232,3582,16,16,256,64,2,2.63019,0.0116144
948,229232,1400,16,16,64,40,16,4.85262,0.0171413
975,153280,125,16,16,64,64,1,0.0671209,0.0840034
984,10476,2395,16,16,64,24,2,0.73715,0.0116476
1018,35041,548,16,16,512,24,1,0.278154,0.0133566
1023,262144,1400,16,16,224,56,1,0.830965,0.0189911
1031,229232,187,16,16,64,8,1,0.145709,0.0399774
1036,175286,109,16,16,96,16,1,0.0630143,0.100996
1058,35041,245,16,16,96,24,2,0.0616704,0.20127
1073,4096,819,16,16,64,40,1,0.126432,0.0151042
1122,117208,73,16,16,64,16,1,0.0526686,0.113171
1124,35041,419,16,16,384,24,1,0.135605,0.023556
1128,52405,125,16,16,64,16,1,0.0499959,0.143492
1129,8011,1831,16,16,64,40,8,0.354763,0.141879
1133,175286,819,16,16,480,32,1,0.492289,0.0213612
1138,15667,626,16,16,320,48,1,0.172925,0.00700335
1191,20489,4096,16,16,288,16,2,2.00842,0.012404
1193,262144,125,16,16,64,32,1,0.0851803,0.0678342
1205,45826,479,16,16,192,32,2,0.133462,0.0733596
1247,7005,716,16,16,64,56,2,0.11877,0.00534659
1257,35041,4096,16,16,352,64,1,2.75374,0.02016
1267,7005,3582,16,16,64,24,1,2.06568,0.0132737
1273,6126,4096,16,16,448,48,4,1.48999,0.00958752
1290,30642,3132,16,16,224,8,4,1.25917,0.0148161
1300,52405,96,16,16,64,8,1,0.0454148,0.154883
1303,30642,73,16,16,64,32,1,0.0277711,0.209861
1310,89625,3582,16,16,320,40,4,2.47948,0.0153816
1323,52405,1071,16,16,96,48,2,0.358592,0.035487
1328,26795,280,16,16,128,16,1,0.0681164,0.0697529
1372,40072,2094,16,16,352,32,1,0.962247,0.012201
1400,7005,366,16,16,256,56,1,0.0624199,0.0216886
1401,15667,1225,16,16,288,48,4,0.360189,0.0138213
1404,15667,280,16,16,64,64,1,0.0700753,0.0121763
1414,229232,1225,16,16,96,64,8,2.08857,0.0216838
1431,229232,187,16,16,128,32,1,0.0851743,0.0790723
1435,153280,1071,16,16,512,48,2,1.01621,0.0295124
1436,6126,187,16,16,64,32,2,0.0217922,0.0929898
1508,15667,1225,16,16,480,64,2,0.505593,0.015358
1557,229232,1831,16,16,64,64,16,7.2006,0.010558
1573,4096,2395,16,16,416,64,4,0.701915,0.00725423
1575,117208,143,16,16,64,32,1,0.0952135,0.0611011
1583,59929,245,16,16,128,8,1,0.0660662,0.097292
1590,59929,1225,16,16,128,16,8,0.614206,0.0694512
1600,11980,819,16,16,160,16,1,0.182332,0.00374915
1602,78373,1225,16,16,96,32,2,0.476311,0.025403
1621,262144,1400,16,16,128,32,2,0.919697,0.0201808
1649,10476,1400,16,16,288,56,1,0.404338,0.00820215
1661,7005,1071,16,16,320,32,2,0.29563,0.0160629
1662,52405,548,16,16,96,40,1,0.188878,0.0404737
1688,26795,366,16,16,256,64,1,0.0829875,0.0133991
1721,9161,84,16,16,64,48,1,0.0142972,0.106713
1732,102493,64,16,16,64,56,1,0.0252377,0.27634
1756,10476,164,16,16,160,8,1,0.0257112,0.0282903
1763,6126,819,16,16,512,64,1,0.284665,0.0140623
1791,262144,366,16,16,192,8,1,0.196224,0.0377638
1796,40072,419,16,16,64,40,1,0.168019,0.0436024
1797,102493,4096,16,16,128,56,16,5.5577,0.0175202
1812,200453,2739,16,16,256,64,2,1.86755,0.0109003
1830,17917,320,16,16,96,56,2,0.0649003,0.123461
1838,175286,84,16,16,64,32,1,0.0636441,0.0783036
1859,78373,96,16,16,64,32,1,0.0475595,0.112168
1863,35041,64,16,16,64,56,1,0.0188305,0.332197
1867,68533,419,16,16,288,48,1,0.118159,0.0170645
1877,13700,143,16,16,64,48,1,0.0343901,0.0602117
1933,59929,479,16,16,256,8,1,0.171372,0.0140449
1947,117208,4096,16,16,352,48,8,4.72299,0.012909
1948,11980,64,16,16,64,64,1,0.00776036,0.0686015
1952,200453,626,16,16,352,16,1,0.37861,0.034639
1977,15667,245,16,16,160,64,1,0.0397903,0.0228034
1992,117208,320,16,16,96,64,1,0.153109,0.0421559
2007,200453,64,16,16,64,32,1,0.0282411,0.183688
2017,89625,84,16,16,64,40,1,0.049675,0.134876
2038,30642,626,16,16,224,40,2,0.167924,0.0443716
2048,200453,479,16,16,128,64,2,0.254864,0.041834
2060,117208,3582,16,16,512,48,1,3.46865,0.0150265
2063,52405,73,16,16,64,8,1,0.0422821,0.144692
2068,20489,125,16,16,96,16,1,0.0279611,0.0730581
2075,5357,2739,16,16,192,32,2,0.559517,0.00411988
2116,30642,109,16,16,64,24,1,0.0322326,0.233565
2123,4684,96,16,16,64,40,1,0.0104942,0.180041
2139,35041,64,16,16,64,32,1,0.017838,0.292569
2146,20489,214,16,16,128,24,1,0.0366629,0.0371981
2149,10476,366,16,16,128,48,2,0.0577102,0.0273597
2183,117208,1831,16,16,352,8,1,1.44919,0.0153431
2199,134036,716,16,16,128,56,4,0.406278,0.0605581
2207,35041,84,16,16,64,40,1,0.0358531,0.174116
2210,6126,187,16,16,96,40,1,0.0206648,0.0888085
2235,229232,1071,16,16,352,32,1,0.764291,0.0326666
2236,20489,3582,16,16,320,64,4,1.28814,0.00814318
2238,9161,419,16,16,128,56,2,0.0703583,0.0132595
2240,8011,366,16,16,160,16,1,0.0614215,0.0217965
2253,6126,84,16,16,64,24,1,0.0107997,0.137006
2284,78373,1225,16,16,512,40,1,0.865033,0.00853399
2295,89625,1400,16,16,320,48,2,0.744761,0.0143553
2311,262144,320,16,16,96,32,1,0.210681,0.029688
2335,13700,64,16,16,64,64,1,0.00883129,0.0540628
2345,9161,419,16,16,64,8,1,0.087114,0.0271283
2347,134036,1831,16,16,192,16,2,1.01601,0.0479043
2362,89625,626,16,16,128,8,4,0.296541,0.0781465
2378,6126,320,16,16,64,40,1,0.0426013,0.0165167
2407,17917,1831,16,16,64,48,4,0.481905,0.05843
2411,8011,1071,16,16,192,56,2,0.214924,0.00933266
2416,11980,1831,16,16,192,8,2,0.46635,0.00618031
2455,8011,1831,16,16,480,56,1,0.706458,0.007425
2467,117208,366,16,16,160,64,1,0.139181,0.0495953
2469,175286,245,16,16,64,32,2,0.170204,0.0646932
2475,89625,214,16,16,64,48,1,0.128845,0.0501484
2487,13700,716,16,16,128,64,1,0.130017,0.00618476
2493,11980,936,16,16,224,16,2,0.233497,0.00921311
2506,17917,245,16,16,64,64,2,0.0511327,0.234163
2513,175286,1071,16,16,64,8,16,2.71424,0.032135
2516,11980,3582,16,16,160,32,8,0.846545,0.0545483
2529,6126,819,16,16,288,40,2,0.19407,0.0127241
2559,7005,1831,16,16,96,56,4,0.290237,0.0464111
2575,11980,1831,16,16,160,8,1,0.579677,0.00930991
2610,52405,164,16,16,96,24,1,0.0481726,0.141324
2614,134036,3582,16,16,224,16,1,2.87933,0.0146442
2702,11980,716,16,16,160,24,4,0.148933,0.105888
2731,17917,366,16,16,128,24,2,0.071766,0.104455
2745,7005,1071,16,16,64,40,1,0.240812,0.00980056
2764,134036,1225,16,16,448,48,1,0.773772,0.0150769
2769,102493,4096,16,16,128,32,2,2.32034,0.00894969
2789,175286,84,16,16,64,16,1,0.0651865,0.10199
2809,262144,1601,16,16,160,40,4,1.58802,0.014292
2817,30642,64,16,16,64,16,1,0.0161971,0.368055
2823,68533,419,16,16,128,32,2,0.145445,0.0933555
2839,153280,366,16,16,96,8,1,0.193891,0.036474
2863,11980,187,16,16,64,16,2,0.0338428,0.244406
2884,262144,214,16,16,96,40,2,0.148892,0.0836122
2886,7005,626,16,16,128,64,2,0.0930239,0.00768464
2889,45826,320,16,16,96,56,2,0.0990017,0.149887
2906,11980,214,16,16,192,40,1,0.0318604,0.0288918
2986,117208,109,16,16,64,32,1,0.0575342,0.102911
3009,229232,320,16,16,128,16,2,0.185703,0.0542388
3046,89625,4096,16,16,256,56,8,3.46983,0.0169659
3056,5357,125,16,16,96,64,1,0.0130468,0.0614975
3081,30642,4096,16,16,320,56,1,2.65461,0.00840433
3082,7005,366,16,16,256,32,1,0.0599051,0.0232236
3097,59929,96,16,16,64,32,1,0.0452693,0.130468
3107,78373,187,16,16,160,64,1,0.0560265,0.118263
3108,4096,1831,16,16,512,32,2,0.738334,0.00826342
3115,78373,214,16,16,128,56,1,0.0654186,0.10787
3160,8011,1400,16,16,224,8,2,0.373184,0.00996839
3191,4684,819,16,16,96,24,1,0.125484,0.00702555
3214,52405,84,16,16,64,16,1,0.0440875,0.161634
3222,89625,109,16,16,96,48,1,0.0509743,0.128429
3239,40072,419,16,16,64,64,1,0.164826,0.0494362
3242,52405,214,16,16,96,32,1,0.0756299,0.0752273
3248,23431,4096,16,16,128,24,2,1.52771,0.00963438
3264,134036,1601,16,16,128,24,2,0.766288,0.0212146
3266,9161,1601,16,16,448,32,2,0.66134,0.011786
3272,40072,320,16,16,64,48,4,0.104141,0.246111
3297,45826,1225,16,16,256,48,1,0.424716,0.00630766
3363,59929,125,16,16,64,40,1,0.0499286,0.143283
3367,4684,4096,16,16,480,56,2,1.3459,0.00543245
3374,262144,245,16,16,224,64,1,0.119601,0.0583627
3382,5357,96,16,16,96,24,1,0.00790617,0.118354
3424,35041,419,16,16,192,8,2,0.126998,0.0732646
3425,20489,280,16,16,96,24,1,0.0564559,0.0120392
3436,7005,84,16,16,64,32,1,0.0106918,0.107462
3454,9161,2739,16,16,448,24,2,1.30637,0.0127956
3465,153280,280,16,16,64,64,2,0.194933,0.0700208
3467,8011,64,16,16,64,16,1,0.00705228,0.0749982
3477,89625,548,16,16,256,32,1,0.216576,0.0222909
3482,52405,2094,16,16,224,8,2,0.882859,0.013796
3490,17917,109,16,16,96,48,1,0.0217968,0.0622935
