m,n,node,ppn,ob,ib,pc,avg,std
1924,89625,2739,16,8,64,32,8,3.0405,0.0130424
1954,5357,280,16,8,128,24,1,0.0382901,0.0621128
1960,175286,109,16,8,64,64,1,0.0532303,0.109743
1964,78373,716,16,8,128,24,1,0.231768,0.0370875
1983,89625,626,16,8,96,24,4,0.354543,0.0801973
1990,6126,109,16,8,96,48,1,0.0136518,0.15954
2024,4684,2739,16,8,480,8,1,1.56706,0.00685055
2035,200453,2094,16,8,224,48,2,1.45871,0.0149416
2061,4096,366,16,8,64,56,4,0.0443827,0.441397
2083,9161,64,16,8,64,24,1,0.00881554,0.411848
2085,20489,479,16,8,192,48,1,0.0970324,0.0166661
2095,26795,164,16,8,128,64,1,0.0316026,0.21541
2103,11980,84,16,8,64,64,1,0.0148695,0.358699
2108,5357,2395,16,8,96,64,8,0.387298,0.130856
2125,40072,320,16,8,96,64,2,0.0951071,0.184922
2129,262144,1831,16,8,256,40,1,1.28813,0.01048
2147,200453,366,16,8,96,32,1,0.171045,0.084214
2151,134036,280,16,8,160,32,1,0.0933277,0.107835
2152,23431,1601,16,8,160,16,1,0.433353,0.00716654
2163,78373,1400,16,8,352,16,2,0.948468,0.0192405
2220,15667,3582,16,8,320,32,8,1.62293,0.0297773
2237,89625,1225,16,8,480,64,1,0.724185,0.0184271
2279,4096,214,16,8,64,32,1,0.0228872,0.055742
2320,134036,84,16,8,64,16,1,0.0424,0.181561
2332,4684,3132,16,8,224,40,4,0.599823,0.00731913
2336,26795,479,16,8,288,16,1,0.132154,0.0503224
2344,229232,2094,16,8,224,32,2,1.50935,0.019194
2346,68533,96,16,8,64,32,1,0.0322175,0.233005
2380,59929,626,16,8,384,64,1,0.247828,0.02801
2393,68533,1225,16,8,512,48,1,0.853135,0.017587
2440,68533,96,16,8,64,32,1,0.0320178,0.229891
2445,13700,3582,16,8,128,64,2,0.874722,0.00991537
2471,78373,1601,16,8,352,56,2,0.96107,0.0227171
2472,117208,164,16,8,96,56,1,0.0555371,0.16376
2477,200453,164,16,8,96,48,1,0.0655355,0.139473
2504,52405,716,16,8,96,8,2,0.263673,0.0644087
2533,102493,109,16,8,64,64,1,0.040823,0.142097
2538,45826,4096,16,8,96,8,4,1.87452,0.0142968
2547,26795,2395,16,8,512,24,4,2.02918,0.0136349
2567,153280,64,16,8,64,16,1,0.0214574,0.328489
2574,78373,73,16,8,64,8,1,0.0336991,0.256907
2578,59929,4096,16,8,416,56,8,4.09588,0.0307013
2583,89625,143,16,8,64,24,2,0.0741932,0.221359
2584,30642,84,16,8,64,16,1,0.0227223,0.360663
2592,5357,419,16,8,192,64,2,0.0688381,0.0508457
2596,200453,936,16,8,384,40,2,0.769061,0.0241852
2637,20489,125,16,8,64,8,1,0.0258212,0.352803
2638,59929,84,16,8,64,8,1,0.0309341,0.267299
2640,52405,143,16,8,64,16,1,0.0496224,0.166834
2648,102493,419,16,8,256,56,1,0.153037,0.0644668
2653,200453,280,16,8,64,16,2,0.253106,0.0641481
2660,229232,125,16,8,96,8,1,0.0651378,0.120848
2668,8011,320,16,8,128,16,1,0.0465695,0.0404624
2679,17917,2094,16,8,96,8,1,0.689527,0.00989521
2694,30642,819,16,8,352,40,2,0.327309,0.0336429
2733,23431,143,16,8,96,8,1,0.0281196,0.221888
2759,20489,419,16,8,224,64,1,0.0901491,0.0378685
2777,229232,366,16,8,64,64,4,0.506313,0.0444568
2811,134036,96,16,8,64,16,1,0.0443996,0.186345
2840,89625,1400,16,8,416,64,1,0.79124,0.0266904
2844,153280,2395,16,8,256,8,1,1.8349,0.0132436
2868,30642,626,16,8,480,40,1,0.219847,0.0258428
2883,102493,73,16,8,64,8,1,0.036741,0.227338
2898,40072,716,16,8,192,8,2,0.254776,0.0519665
2900,13700,548,16,8,128,24,4,0.124626,0.196128
2918,7005,479,16,8,128,56,2,0.070759,0.0324653
2990,45826,1400,16,8,512,40,1,0.929906,0.00311306
2999,45826,164,16,8,160,64,1,0.0422039,0.186764
3008,153280,1071,16,8,64,32,2,0.857398,0.0156582
3012,262144,936,16,8,384,40,2,0.925272,0.0329009
3019,117208,245,16,8,64,48,2,0.135101,0.12169
3027,9161,1071,16,8,96,48,8,0.242348,0.227049
3029,89625,1601,16,8,512,32,2,1.54651,0.0228816
3050,200453,1831,16,8,416,56,1,1.39648,0.0146178
3067,4096,187,16,8,128,16,1,0.021532,0.149396
3079,4684,2739,16,8,224,16,1,0.723242,0.020099
3101,7005,2739,16,8,256,56,8,0.727786,0.0329358
3121,134036,366,16,8,64,40,1,0.189116,0.0530435
3141,153280,2739,16,8,192,24,8,3.91491,0.0143204
3153,4684,716,16,8,96,56,4,0.0978503,0.177933
3155,68533,164,16,8,128,40,1,0.0440538,0.213085
3161,11980,4096,16,8,96,48,8,1.00149,0.0613971
3168,5357,125,16,8,96,16,1,0.016118,0.199213
3174,40072,936,16,8,160,64,1,0.230282,0.0253981
3175,102493,73,16,8,64,48,1,0.0361049,0.239414
3189,262144,2739,16,8,416,64,4,4.66081,0.0176002
3195,68533,187,16,8,96,48,1,0.0493031,0.186653
3210,102493,2395,16,8,192,64,2,1.27631,0.0125959
3231,8011,1400,16,8,224,16,1,0.333368,0.0114446
3277,4096,3582,16,8,416,32,2,1.09163,0.0149715
3304,17917,548,16,8,96,64,4,0.136739,0.215613
3310,117208,64,16,8,64,48,1,0.0191767,0.411929
3321,5357,187,16,8,160,64,1,0.0261032,0.083932
3329,153280,1831,16,8,320,56,4,1.74365,0.0200873
3335,13700,2094,16,8,512,32,4,1.35853,0.0141299
3340,26795,164,16,8,64,40,2,0.0421506,0.386155
3343,175286,936,16,8,192,64,4,0.822333,0.0337685
3359,6126,1071,16,8,64,56,1,0.215498,0.016067
3391,134036,2395,16,8,224,24,1,1.32424,0.0163688
3414,15667,4096,16,8,128,16,8,1.19461,0.0568182
3418,8011,1831,16,8,64,40,4,0.320283,0.0814568
3421,23431,4096,16,8,512,8,4,5.20303,0.00724369
3428,13700,1225,16,8,192,32,2,0.275091,0.0254167
3431,20489,280,16,8,192,16,1,0.0551059,0.0872796
3441,153280,819,16,8,320,8,1,0.561214,0.0278985
3462,17917,109,16,8,64,16,1,0.0227826,0.361958
3489,200453,1225,16,8,256,24,4,1.24211,0.0241457
3507,30642,1601,16,8,128,56,1,0.413787,0.0108847
3536,17917,280,16,8,256,48,1,0.0605671,0.0709376
3539,78373,366,16,8,320,64,1,0.124667,0.0537418
3546,13700,96,16,8,96,8,1,0.013785,0.260162
3581,4684,819,16,8,320,16,1,0.198835,0.0183857
3582,52405,548,16,8,384,56,1,0.20026,0.0508466
3601,229232,1400,16,8,96,32,2,1.11869,0.0164192
3606,9161,1225,16,8,64,48,2,0.222785,0.0529604
3610,20489,73,16,8,64,40,1,0.0181698,0.432885
3632,4684,73,16,8,64,8,1,0.0111466,0.171487
3651,78373,479,16,8,192,24,1,0.153343,0.0569482
3676,68533,3132,16,8,416,8,1,2.80717,0.00954566
3677,15667,280,16,8,224,16,1,0.0568662,0.0690569
3679,117208,1831,16,8,352,16,4,1.90509,0.018865
3716,229232,819,16,8,96,16,2,0.661978,0.024384
3810,153280,96,16,8,64,56,1,0.0495988,0.163731
3822,134036,1400,16,8,480,48,2,1.20481,0.0204804
3828,134036,320,16,8,96,40,2,0.16601,0.0810047
3891,102493,419,16,8,192,40,1,0.148894,0.0582846
3915,9161,64,16,8,64,32,1,0.00886124,0.537615
3925,68533,819,16,8,128,64,2,0.309545,0.0536326
3926,229232,280,16,8,256,56,1,0.133374,0.0849911
3931,11980,626,16,8,352,64,1,0.177295,0.0334141
3949,5357,84,16,8,64,56,1,0.011985,0.200174
3991,229232,280,16,8,128,32,2,0.185989,0.0818708
4010,8011,143,16,8,96,24,1,0.0193306,0.159002
4018,200453,4096,16,8,480,64,1,3.89932,0.0196795
4040,200453,96,16,8,96,24,1,0.0300748,0.227109
4051,11980,1071,16,8,160,40,4,0.241544,0.0975088
4074,15667,1071,16,8,480,56,2,0.46306,0.0227722
13,26795,2739,16,32,128,8,4,0.920935,0.00969943
25,35041,2094,16,32,416,32,4,1.10944,0.00878005
30,15667,548,16,32,64,24,2,0.151967,0.0057719
57,4096,96,16,32,64,32,1,0.00747217,0.0418392
70,89625,1831,16,32,128,48,1,1.46579,0.00980159
76,200453,3132,16,32,384,24,2,2.84945,0.00992179
78,13700,2739,16,32,416,40,2,1.20457,0.00680289
92,26795,936,16,32,96,8,4,0.24039,0.0618694
96,78373,626,16,32,384,16,1,0.28702,0.00998287
119,17917,73,16,32,64,64,1,0.0242696,0.0140754
121,13700,2395,16,32,64,8,16,0.535314,0.108415
132,45826,1225,16,32,128,64,1,0.509114,0.00468747
161,117208,936,16,32,384,48,1,0.444912,0.0132668
190,200453,1225,16,32,128,32,2,0.637791,0.00992531
230,20489,320,16,32,288,40,1,0.0785418,0.0147396
238,45826,4096,16,32,416,8,1,6.94744,0.00551898
299,52405,3132,16,32,192,48,1,2.32171,0.0013262
334,17917,164,16,32,96,8,1,0.0285308,0.0136969
345,229232,716,16,32,128,8,2,0.356579,0.0306227
347,59929,1601,16,32,192,8,4,0.653563,0.0278977
358,78373,187,16,32,160,24,1,0.082114,0.00812818
391,6126,626,16,32,96,64,2,0.0859366,0.0060692
397,26795,419,16,32,192,24,1,0.0945714,0.0105462
415,20489,245,16,32,96,16,2,0.0536005,0.00989839
417,8011,125,16,32,96,40,1,0.0146584,0.026548
436,175286,936,16,32,352,40,2,0.509832,0.0133191
463,117208,819,16,32,160,24,4,0.343739,0.0453349
468,10476,548,16,32,160,8,2,0.111766,0.00528991
472,26795,187,16,32,160,64,1,0.0380709,0.0109579
485,4096,2395,16,32,224,32,4,0.439404,0.00800464
512,134036,109,16,32,64,24,1,0.0924995,0.0566674
519,200453,626,16,32,128,56,2,0.267202,0.0335628
526,20489,64,16,32,64,48,1,0.0150231,0.0220243
551,153280,1400,16,32,96,24,4,0.701578,0.0125895
566,102493,96,16,32,64,16,1,0.088405,0.0539588
570,13700,1400,16,32,64,8,8,0.305001,0.0908187
594,20489,1071,16,32,416,16,2,0.509622,0.00974536
610,7005,1400,16,32,320,40,4,0.374452,0.00969211
611,35041,419,16,32,64,24,2,0.170769,0.0286067
641,20489,2094,16,32,224,40,2,0.631522,0.00686298
644,35041,4096,16,32,512,8,2,6.86529,0.0046478
701,175286,548,16,32,64,40,1,0.640515,0.0098769
726,68533,479,16,32,288,16,1,0.159923,0.0114484
729,200453,716,16,32,352,40,2,0.426348,0.0199982
740,68533,1225,16,32,256,64,4,0.502468,0.0226512
742,175286,143,16,32,96,16,1,0.0995021,0.0587378
756,9161,1831,16,32,384,24,4,0.703038,0.00344042
771,6126,245,16,32,128,32,1,0.0291116,0.0142005
780,9161,320,16,32,128,8,2,0.0532086,0.00416812
791,117208,3132,16,32,512,64,4,2.85458,0.00933546
810,117208,716,16,32,96,24,2,0.317322,0.00688961
831,17917,280,16,32,128,16,2,0.0550725,0.0034914
884,35041,73,16,32,64,56,1,0.0791328,0.0533495
911,35041,2094,16,32,288,24,4,0.789632,0.00691783
952,20489,1601,16,32,256,64,1,0.576508,0.00287794
958,4684,1071,16,32,64,24,16,0.165554,0.392275
960,4684,125,16,32,96,24,1,0.0118423,0.0490254
965,175286,320,16,32,128,16,1,0.17568,0.0214846
967,40072,1225,16,32,96,64,4,0.34152,0.0295344
982,11980,3582,16,32,224,32,2,1.37626,0.0170845
997,117208,2739,16,32,256,40,4,1.41307,0.0098077
1010,5357,819,16,32,128,8,2,0.141542,0.00386151
1012,9161,1225,16,32,96,64,8,0.21833,0.137182
1014,35041,4096,16,32,384,24,2,3.02021,0.00992882
1019,9161,4096,16,32,256,32,2,1.79748,0.00575336
1032,200453,548,16,32,320,56,1,0.279492,0.00976816
1041,13700,366,16,32,64,56,4,0.0780114,0.252274
1088,15667,4096,16,32,352,64,2,2.0118,0.00778563
1089,4096,626,16,32,224,32,1,0.104214,0.0132166
1093,78373,73,16,32,64,48,1,0.081814,0.0605982
1096,175286,479,16,32,96,32,1,0.337764,0.00437332
1104,15667,187,16,32,64,40,1,0.041879,0.0733951
1116,11980,366,16,32,64,48,1,0.0777548,0.00542792
1139,13700,1225,16,32,128,8,2,0.280774,0.00574832
1161,262144,2739,16,32,352,40,1,2.62239,0.00444752
1170,175286,164,16,32,128,56,1,0.103375,0.0654634
1207,262144,143,16,32,64,8,1,0.162085,0.0304201
1249,229232,419,16,32,96,8,2,0.233198,0.0419806
1292,117208,214,16,32,160,56,1,0.110488,0.019454
1314,20489,320,16,32,160,56,1,0.0585702,0.00582957
1319,134036,164,16,32,64,8,2,0.0912259,0.0849122
1327,89625,1400,16,32,512,40,1,1.00686,0.00993098
1368,262144,64,16,32,64,24,1,0.0513401,0.0683547
1380,26795,479,16,32,256,40,1,0.124839,0.00217545
1385,102493,96,16,32,64,24,1,0.0877636,0.0542433
1429,89625,187,16,32,64,40,2,0.0783221,0.142857
1446,40072,936,16,32,160,56,4,0.261259,0.0650479
1482,102493,548,16,32,64,64,1,0.555008,0.00105882
1493,40072,2395,16,32,288,16,4,1.05117,0.00913538
1496,102493,548,16,32,64,64,2,0.305333,0.0232682
1505,13700,320,16,32,288,64,1,0.0639036,0.0222831
1507,30642,419,16,32,64,64,2,0.147675,0.026016
1513,13700,479,16,32,192,16,2,0.101568,0.00974681
1520,10476,64,16,32,64,24,1,0.00770526,0.0367678
1526,4684,548,16,32,64,48,1,0.090376,0.0120473
1540,4684,4096,16,32,352,64,2,1.28492,0.00477258
1552,102493,2094,16,32,416,8,4,1.99884,0.00995033
1559,15667,626,16,32,64,48,8,0.128593,0.281559
1566,4096,626,16,32,352,64,1,0.135803,0.00309448
1592,20489,125,16,32,64,32,1,0.0342638,0.00994632
1596,11980,1400,16,32,64,56,2,0.397504,0.00232553
1639,134036,3582,16,32,192,56,1,3.81753,0.00310878
1643,7005,280,16,32,128,48,1,0.0347184,0.0444209
1652,52405,3582,16,32,96,56,4,1.45865,0.00859778
1658,89625,73,16,32,64,40,1,0.0826385,0.0606268
1677,30642,419,16,32,96,64,2,0.124902,0.0836518
1692,52405,1071,16,32,256,56,2,0.388584,0.00879834
1704,5357,2094,16,32,224,8,1,0.812585,0.00695456
1743,200453,2094,16,32,96,56,8,1.69413,0.020632
1749,262144,64,16,32,64,64,1,0.0491783,0.064751
1752,35041,716,16,32,64,16,1,0.689627,0.00984636
1754,200453,73,16,32,64,40,1,0.0953517,0.0506924
1757,8011,936,16,32,352,40,1,0.25126,0.00464667
1760,262144,125,16,32,64,24,1,0.108472,0.0462362
1785,175286,64,16,32,64,64,1,0.0467306,0.0678416
1825,134036,2094,16,32,96,16,1,2.36651,0.00349988
1836,40072,2739,16,32,160,64,4,0.873812,0.0112984
1865,15667,143,16,32,96,40,1,0.0227831,0.0240688
1872,8011,1400,16,32,320,64,2,0.401622,0.00967859
1892,102493,716,16,32,128,16,4,0.264561,0.0625612
1902,68533,143,16,32,64,8,2,0.0689279,0.150872
1920,35041,109,16,32,64,16,1,0.0802878,0.0270949
1956,68533,3132,16,32,192,24,8,1.26204,0.0209256
1961,9161,1601,16,32,288,32,2,0.42711,0.010054
1967,78373,819,16,32,160,48,1,0.360818,0.003997
1982,102493,164,16,32,64,24,2,0.0805509,0.138544
1996,30642,280,16,32,160,8,1,0.0606458,0.0113169
2015,15667,4096,16,32,384,48,8,1.68354,0.00604234
2018,68533,2739,16,32,96,16,8,1.1236,0.0229588
2020,4684,245,16,32,96,64,2,0.0263084,0.0111001
2047,35041,2395,16,32,160,8,8,0.795089,0.0426566
2050,262144,366,16,32,160,40,1,0.214397,0.00976439
2080,20489,4096,16,32,448,64,8,1.99992,0.00416146
2098,89625,936,16,32,224,8,4,0.452048,0.0330125
2099,262144,280,16,32,224,8,1,0.162837,0.0258188
2110,59929,109,16,32,96,16,1,0.0825176,0.0263928
2120,23431,2395,16,32,96,16,1,1.56231,0.00302317
2142,13700,716,16,32,160,56,4,0.139196,0.00745152
2158,229232,936,16,32,64,56,1,1.32842,0.00842175
2171,26795,366,16,32,192,8,1,0.0915397,0.00967377
2177,200453,84,16,32,64,8,1,0.0970376,0.047371
2182,6126,819,16,32,64,64,2,0.124536,0.00247092
2203,8011,164,16,32,64,64,1,0.0216093,0.036
2205,117208,1601,16,32,384,8,1,1.46023,0.00472261
2218,40072,366,16,32,96,40,1,0.134443,0.00497094
2226,7005,2395,16,32,256,8,4,0.795848,0.00634007
2227,262144,143,16,32,96,24,1,0.10506,0.0465676
2228,15667,2094,16,32,96,32,1,1.04934,0.00221533
2239,13700,3582,16,32,96,8,8,0.896672,0.0298099
2249,4096,125,16,32,96,16,1,0.0123831,0.0676197
2266,11980,2094,16,32,160,24,1,0.953963,0.00644757
2287,5357,1831,16,32,224,16,1,0.559916,0.00291783
2302,52405,96,16,32,64,32,1,0.0788449,0.0470787
2309,40072,366,16,32,288,16,1,0.105379,0.00969288
2326,7005,1400,16,32,256,48,2,0.334488,0.00918087
2328,45826,2094,16,32,256,64,1,1.00164,0.00100251
2341,175286,3582,16,32,320,64,1,4.02233,0.00511572
2359,59929,187,16,32,96,56,1,0.0944176,0.0258918
2383,4096,548,16,32,224,48,2,0.0914914,0.0136148
2447,40072,4096,16,32,192,40,1,3.67062,0.00142607
2465,89625,819,16,32,128,8,2,0.334861,0.00989966
2484,102493,1225,16,32,384,16,1,0.836261,0.00967758
2489,200453,548,16,32,384,56,1,0.300865,0.00253813
2508,15667,1071,16,32,512,16,2,0.722372,0.00975203
2515,102493,548,16,32,160,48,2,0.207916,0.0440356
2522,9161,96,16,32,64,40,1,0.0136893,0.039535
2536,35041,84,16,32,64,16,1,0.0778605,0.0288499
2540,175286,280,16,32,128,48,1,0.162294,0.0290759
2555,78373,1071,16,32,128,8,1,0.743797,0.0107962
2576,4096,73,16,32,64,16,1,0.00698818,0.0427837
2587,20489,96,16,32,64,40,1,0.0316407,0.0234801
2611,26795,280,16,32,64,40,2,0.0964806,0.0946192
2627,8011,419,16,32,288,56,1,0.0788913,0.0111962
2644,9161,2094,16,32,160,40,2,0.487531,0.0036981
2649,7005,2395,16,32,192,32,1,0.895769,0.00330449
2662,30642,2395,16,32,320,24,4,1.03847,0.00623446
2665,200453,3582,16,32,256,16,1,5.65487,0.00257204
2675,8011,366,16,32,160,56,1,0.0550466,0.0132201
2676,117208,4096,16,32,224,56,4,1.95865,0.00326474
2683,175286,1601,16,32,96,56,1,1.62891,0.00206119
2708,5357,1400,16,32,96,40,1,0.371878,0.00362867
2715,4684,2739,16,32,192,56,4,0.508876,0.00965812
2722,45826,109,16,32,96,48,1,0.0597272,0.00660323
2725,30642,2739,16,32,64,56,16,0.938911,0.0599406
2726,59929,109,16,32,64,56,1,0.0817053,0.0629269
2741,6126,1601,16,32,160,16,8,0.29327,0.00641058
2748,102493,214,16,32,64,40,1,0.191804,0.0121673
2815,78373,73,16,32,64,24,1,0.0816383,0.0709832
2841,30642,936,16,32,192,48,2,0.24838,0.00453917
2850,23431,187,16,32,64,64,2,0.0523088,0.163266
2854,20489,280,16,32,256,64,1,0.0633769,0.0152154
2878,175286,3132,16,32,224,48,8,2.29124,0.0114529
2893,78373,1071,16,32,448,56,2,0.550239,0.0096388
2910,175286,1400,16,32,288,8,2,0.986791,0.0139724
2919,68533,164,16,32,128,48,1,0.0900967,0.0302798
2928,102493,936,16,32,192,8,1,0.516968,0.0058543
2943,200453,2094,16,32,64,16,1,3.80463,0.0048213
2946,17917,936,16,32,288,16,2,0.295426,0.0034894
2965,23431,819,16,32,64,64,2,0.309462,0.0203806
2970,59929,84,16,32,64,56,1,0.0798326,0.0664562
3043,13700,125,16,32,64,32,1,0.0212311,0.0166108
3058,4096,716,16,32,128,16,4,0.0993487,0.00791492
3077,40072,2395,16,32,128,64,2,0.965619,0.00419179
3085,35041,84,16,32,64,56,1,0.0796445,0.0501769
3092,8011,96,16,32,96,40,1,0.00910846,0.0811986
3143,8011,366,16,32,192,16,1,0.0649716,0.0100786
3146,17917,320,16,32,288,32,1,0.0672413,0.00948836
3157,175286,96,16,32,64,48,1,0.0951234,0.053355
3164,45826,4096,16,32,256,48,1,4.0024,0.00281876
3166,17917,109,16,32,64,40,1,0.0281731,0.0190929
3187,117208,320,16,32,64,40,1,0.290004,0.00504473
3193,229232,716,16,32,320,56,1,0.448438,0.00998552
3194,11980,1601,16,32,128,64,1,0.518428,0.00623109
3234,6126,2094,16,32,352,16,1,0.887867,0.00626644
3235,20489,96,16,32,96,8,1,0.0142622,0.0258369
3241,200453,4096,16,32,288,8,8,4.85607,0.00267264
3244,4684,164,16,32,64,32,1,0.0183009,0.0303203
3253,26795,716,16,32,352,48,1,0.257576,0.0169013
3280,153280,3582,16,32,288,16,1,4.84265,0.00241607
3290,30642,64,16,32,64,24,1,0.0267681,0.00951768
3313,59929,84,16,32,64,8,1,0.0810871,0.0643269
3315,102493,64,16,32,64,40,1,0.0470628,0.0553623
3345,15667,96,16,32,64,40,1,0.0219633,0.029794
3376,52405,109,16,32,96,32,1,0.0809239,0.0530271
3383,6126,1071,16,32,416,56,1,0.297855,0.00711948
3389,9161,214,16,32,96,8,2,0.034528,0.00682472
3407,45826,1831,16,32,160,40,1,0.843404,0.00136524
3447,4684,73,16,32,64,40,1,0.00759518,0.043819
3469,23431,187,16,32,160,24,1,0.0363438,0.00527112
3504,35041,125,16,32,64,32,1,0.0828338,0.0500554
3543,11980,2395,16,32,416,32,1,1.1521,0.00929569
3591,134036,280,16,32,160,48,1,0.129406,0.0320312
3618,15667,1400,16,32,320,56,1,0.443352,0.00803444
3619,68533,2739,16,32,160,16,16,1.46504,0.040681
3634,26795,1071,16,32,160,48,4,0.291832,0.0443517
3647,175286,3132,16,32,128,24,1,3.79967,0.00653142
3661,17917,548,16,32,384,16,1,0.177313,0.00983772
3687,59929,1071,16,32,448,32,1,0.558627,0.00486669
3693,23431,214,16,32,160,32,1,0.0405005,0.00541819
3719,102493,366,16,32,96,24,1,0.215318,0.0155124
3722,59929,1225,16,32,160,24,2,0.44242,0.00998949
3725,8011,280,16,32,96,24,2,0.0378438,0.00891184
3739,40072,626,16,32,224,64,2,0.164084,0.00909435
3746,8011,819,16,32,64,16,4,0.145109,0.00556189
3763,20489,187,16,32,64,24,2,0.0543762,0.128861
3787,78373,366,16,32,64,24,4,0.144672,0.115611
3826,102493,214,16,32,160,24,1,0.109447,0.0213547
3827,8011,109,16,32,64,32,1,0.0125551,0.0230088
3864,9161,84,16,32,64,56,1,0.0131289,0.0323567
3901,117208,64,16,32,64,16,1,0.0468078,0.0741992
3913,89625,936,16,32,64,48,4,0.429666,0.0249249
3928,5357,84,16,32,64,24,1,0.0089738,0.0445836
3936,262144,214,16,32,96,64,2,0.123284,0.0766727
3951,35041,320,16,32,288,56,1,0.0814818,0.00845482
3952,102493,1400,16,32,416,64,1,0.738332,0.00407269
3954,6126,626,16,32,128,16,4,0.0963392,0.0078732
4005,40072,2395,16,32,480,48,2,1.5587,0.00625699
4013,8011,96,16,32,64,32,1,0.011131,0.0275404
4014,68533,84,16,32,64,40,1,0.0811337,0.0585134
4034,52405,214,16,32,96,40,2,0.0749271,0.115485
4058,52405,419,16,32,128,48,2,0.138458,0.0841888
4072,35041,84,16,32,64,56,1,0.0794259,0.0333771
4079,6126,125,16,32,64,40,1,0.0125397,0.0252994
4086,4684,125,16,32,64,48,1,0.0122073,0.0427959
12,13700,419,16,64,96,16,4,0.091648,0.0051327
16,175286,245,16,64,192,32,1,0.243753,0.00713982
27,10476,3582,16,64,352,48,1,3.49308,0.00412753
31,26795,548,16,64,160,56,1,0.154715,0.00967125
68,7005,1601,16,64,192,32,2,0.506995,0.00435987
101,13700,2094,16,64,288,64,4,0.767304,0.00708289
102,35041,3132,16,64,416,32,2,2.83212,0.00373614
108,175286,125,16,64,96,32,1,0.267007,0.00974804
129,20489,479,16,64,128,8,2,0.125448,0.00988815
134,9161,936,16,64,512,40,1,0.435991,0.00992474
137,20489,3132,16,64,384,64,4,1.68336,0.00297085
148,78373,2395,16,64,160,16,8,1.07828,0.0023204
149,35041,4096,16,64,224,8,8,2.03103,0.00260405
174,30642,187,16,64,64,48,2,0.125936,0.00969644
195,59929,214,16,64,64,24,1,0.581321,0.00830772
215,10476,3132,16,64,160,24,1,2.78609,0.000461417
217,23431,1831,16,64,448,56,4,0.931925,0.00355296
236,229232,1071,16,64,352,56,2,0.789693,0.00998058
237,35041,2395,16,64,128,8,4,1.29661,0.000926534
257,5357,716,16,64,160,32,4,0.112296,0.00727018
261,78373,280,16,64,128,40,1,0.222399,0.00637161
295,102493,1071,16,64,320,56,1,0.640544,0.00585782
296,68533,84,16,64,64,16,1,0.25675,0.00982346
326,8011,143,16,64,64,16,2,0.0246583,0.0112252
341,7005,1400,16,64,96,40,1,0.686134,0.000430634
368,15667,64,16,64,64,8,1,0.0105584,0.0188549
374,153280,1071,16,64,256,56,1,0.899291,0.00234218
376,262144,4096,16,64,320,32,4,4.0351,0.00435464
392,11980,1831,16,64,96,64,2,0.782866,0.00413149
401,78373,214,16,64,160,32,1,0.0931545,0.00997758
429,8011,64,16,64,64,64,1,0.00521144,0.0336233
448,8011,143,16,64,64,32,2,0.0226397,0.0109951
455,262144,164,16,64,64,48,2,0.192874,0.00307705
456,78373,187,16,64,128,56,1,0.120757,0.0184557
498,4096,143,16,64,128,32,1,0.0134799,0.0240057
507,59929,3582,16,64,416,16,4,3.41838,0.00254583
520,134036,2739,16,64,160,24,2,3.04154,0.00374238
588,229232,84,16,64,64,32,1,0.272143,0.00660385
617,23431,479,16,64,64,8,2,0.316869,0.000998141
623,6126,936,16,64,448,40,2,0.311609,0.00863569
631,59929,245,16,64,192,16,1,0.0743223,0.0113663
637,45826,1071,16,64,320,8,1,0.78335,0.00235765
647,102493,2395,16,64,64,48,2,4.44079,0.0027203
651,8011,96,16,64,96,40,1,0.00868729,0.0193625
660,4096,4096,16,64,384,32,4,1.56781,0.00268036
678,200453,73,16,64,64,64,1,0.26747,0.00367655
680,26795,2739,16,64,512,56,1,3.26733,0.000276965
690,11980,419,16,64,64,64,4,0.103385,0.00338235
712,9161,936,16,64,96,24,2,0.24601,0.00337863
730,45826,1601,16,64,128,16,8,0.522351,0.00141647
736,134036,109,16,64,96,8,1,0.265129,0.00104252
759,35041,479,16,64,64,56,2,0.493712,0.00129052
774,175286,96,16,64,96,8,1,0.10695,0.00259138
795,30642,245,16,64,64,32,1,0.187932,0.00981255
824,30642,2395,16,64,320,8,2,2.1458,0.00205638
830,13700,1071,16,64,224,8,2,0.348962,0.00466164
864,153280,3132,16,64,224,24,8,1.96982,0.00333228
874,7005,214,16,64,160,40,1,0.0268838,0.00770904
882,5357,2395,16,64,320,16,1,1.72859,0.00320588
883,175286,125,16,64,64,40,1,0.273048,0.00542661
890,10476,716,16,64,320,48,2,0.192352,0.0122071
921,153280,1601,16,64,96,8,4,1.17443,0.00070973
922,68533,125,16,64,96,32,1,0.138135,0.00381544
938,4096,2395,16,64,128,48,1,1.14819,0.00497928
939,35041,64,16,64,64,16,1,0.0331597,0.0268854
941,175286,819,16,64,256,56,2,0.515967,0.00991325
951,13700,819,16,64,288,32,1,0.264212,0.00163628
972,45826,1225,16,64,160,56,4,0.456811,0.0041973
993,10476,3582,16,64,224,24,4,1.48472,0.00141144
996,117208,125,16,64,96,16,1,0.264971,0.000948113
998,17917,125,16,64,96,8,1,0.0262433,0.00858271
1022,20489,1225,16,64,64,48,4,0.619643,0.00131082
1030,23431,320,16,64,160,56,1,0.0622645,0.0329683
1038,59929,245,16,64,64,64,1,0.576398,0.00262564
1100,15667,96,16,64,64,32,1,0.0245799,0.00981257
1102,45826,819,16,64,64,56,8,0.291723,0.00121311
1125,17917,1400,16,64,96,48,2,0.58818,0.0027204
