m,n,avg,std
37111,7251,237,0.0850839,0.00555262
37127,2473,124,0.011103,0.00445945
37143,1426,1048,0.1506,0.00858964
37159,4408,134,0.0191488,0.00546044
37175,1728,161,0.0110879,0.00729889
37191,878,773,0.0632298,0.00517424
37207,4450,120,0.0170316,0.00973519
37223,192,119,0.00100076,0.0406994
37239,3430,155,0.0205817,0.00401787
37255,8106,164,0.0514805,0.0042388
37271,1205,469,0.0424635,0.00769531
37287,149,103,0.000774317,0.035206
37303,633,165,0.004559,0.0182063
37319,1147,69,0.001664,0.0313518
37335,6753,140,0.0320998,0.00675827
37351,4453,132,0.0187263,0.0070374
37367,1514,111,0.00576831,0.00989798
37383,2635,228,0.0290432,0.00875827
37399,1410,224,0.0153562,0.00570674
37415,272,93,0.000878746,0.0418502
37431,955,117,0.00402568,0.0186625
37447,1921,211,0.0197862,0.00627512
37463,13760,149,0.091588,0.00299707
37479,17884,70,0.0347096,0.00523894
37495,3354,96,0.00804884,0.0130585
37511,1416,831,0.113677,0.00936289
37527,582,71,0.000922461,0.0496472
37543,4866,247,0.062769,0.00221164
37559,10191,125,0.0514731,0.00387916
37575,275,233,0.0032626,0.0188022
37591,3734,71,0.00589071,0.00997233
37607,1670,448,0.0516445,0.00979712
37623,597,69,0.000878697,0.0381778
37639,532,155,0.00350697,0.0198871
37655,9936,117,0.0434935,0.00415453
37671,6271,252,0.0795986,0.00628021
37687,1513,185,0.012781,0.00996083
37703,6100,186,0.0477644,0.00838382
37719,392,101,0.00112922,0.029704
37735,652,104,0.00183182,0.0196212
37751,177,156,0.00129999,0.0371936
37767,241,117,0.00111464,0.0437816
37783,254,177,0.00204366,0.0220781
37799,1186,81,0.00241799,0.0314867
37815,3513,183,0.0278741,0.00544356
37831,786,255,0.0122721,0.00987444
37847,1374,700,0.0857318,0.00988368
37863,976,82,0.0020078,0.0240757
37879,7888,123,0.0350073,0.00175698
37895,1249,916,0.11362,0.00655022
37911,351,95,0.00111921,0.0420167
37927,733,186,0.00666661,0.00998529
37943,1762,110,0.00621407,0.00446487
37959,541,330,0.0121327,0.0120853
37975,356,70,0.000637365,0.0391857
37991,552,422,0.0171254,0.00845594
38007,18721,72,0.0360218,0.00969381
38023,1586,736,0.104122,0.00606223
38039,893,168,0.00631388,0.00889045
38055,4616,389,0.117412,0.00559565
38071,1322,213,0.0141986,0.00392964
38087,1810,216,0.0186269,0.00378492
38103,1069,123,0.00504476,0.00650332
38119,1882,258,0.0261926,0.00999925
38135,748,160,0.00469885,0.00658447
38151,5578,89,0.0139358,0.00997945
38167,9129,165,0.0621161,0.0028362
38183,1026,216,0.0125317,0.00390223
38199,16161,121,0.0806545,0.0164138
38215,3338,74,0.00551265,0.00603143
38231,883,289,0.0162235,0.0124514
38247,6792,108,0.0210586,0.00958409
38263,20796,65,0.0377211,0.00667424
38279,24811,79,0.0593914,0.00504674
38295,4169,101,0.0110275,0.00376862
38311,484,331,0.0109522,0.0186377
38327,3041,214,0.0304927,0.00238291
38343,482,180,0.00381528,0.0281625
38359,162,92,0.000695929,0.0401064
38375,7663,141,0.0395818,0.00998532
38391,3135,162,0.0193116,0.00358761
38407,1498,279,0.0251112,0.00530124
38423,202,197,0.00193418,0.0293546
38439,1704,184,0.0134935,0.003822
38455,3477,97,0.00908233,0.0154848
38471,20193,77,0.0450366,0.00770829
38487,424,187,0.0036611,0.0200256
38503,3946,251,0.0513461,0.00993629
38519,568,87,0.00137825,0.0294392
38535,4296,88,0.00982679,0.00290373
38551,23611,73,0.0485867,0.002841
38567,735,650,0.0413289,0.00946652
38583,199,182,0.00176682,0.0213855
38599,1822,630,0.0994751,0.00522609
38615,2562,189,0.0239009,0.00906466
38631,951,566,0.0435874,0.00994673
38647,1706,172,0.0124129,0.00613563
38663,1595,305,0.0290044,0.00569293
38679,8188,105,0.0380158,0.00568281
38695,701,92,0.00196753,0.0293351
38711,4920,73,0.00801436,0.00755397
38727,374,250,0.0050945,0.0150414
38743,3561,106,0.0110327,0.019001
38759,980,122,0.00443202,0.00996984
38775,1002,352,0.0225591,0.00931641
38791,1421,95,0.00450461,0.0156623
38807,574,118,0.00235073,0.0301707
38823,122,71,0.000380378,0.0633428
38839,3338,108,0.0106265,0.00533249
38855,925,89,0.00238887,0.0161771
38871,447,86,0.00111032,0.0291215
38887,3826,424,0.105073,0.00957206
38903,196,161,0.00140294,0.0416333
38919,3371,116,0.0132855,0.0064942
38935,1215,681,0.0781446,0.0278447
38951,7669,109,0.0276388,0.00943081
38967,712,423,0.0232144,0.158942
38983,1734,763,0.127145,0.00705292
38999,2963,125,0.0135021,0.00319052
39015,7211,114,0.0254129,0.00862527
39031,1007,114,0.0039637,0.022529
39047,185,103,0.000779121,0.0301458
39063,13522,133,0.0713695,0.00479224
39079,162,122,0.000946799,0.0320369
39095,7673,68,0.0116574,0.00503615
39111,3374,72,0.00510288,0.0179799
39127,233,211,0.00244291,0.0281277
39143,10139,76,0.0208537,0.00440999
39159,351,136,0.00165936,0.0213013
39175,1176,64,0.00151742,0.0449653
39191,624,199,0.0063172,0.0166177
39207,1265,461,0.042939,0.00977866
39223,1504,80,0.00285875,0.0234414
39239,1668,171,0.0124196,0.0133388
39255,101,96,0.000554969,0.0268055
39271,2890,262,0.0400296,0.010787
39287,3413,304,0.0594173,0.00970976
39303,1847,88,0.00457231,0.0229641
39319,3374,129,0.0138705,0.0170731
39335,312,168,0.00202458,0.0405427
39351,2752,250,0.0360896,0.00975922
39367,1365,461,0.048677,0.00984611
39383,707,568,0.0317119,0.0107476
39399,1398,66,0.00194971,0.0248622
39415,11043,113,0.0464929,0.00129355
39431,2418,212,0.0239272,0.0135122
39447,3459,339,0.0719902,0.00996008
39463,570,371,0.0150879,0.00991192
39479,26859,73,0.0542846,0.00762319
39495,628,118,0.00255265,0.0324141
39511,274,92,0.00084005,0.0308949
39527,167,74,0.000515617,0.041491
39543,1398,409,0.0390808,0.0133433
39559,2353,258,0.0323422,0.0120066
39575,101,81,0.000419352,0.0514456
39591,11451,92,0.0371522,0.0141655
39607,348,89,0.00095503,0.0426058
39623,112,74,0.000379634,0.0565592
39639,1543,77,0.00300887,0.0275377
39655,1577,115,0.00629695,0.00917002
39671,416,138,0.00202515,0.0314986
39687,1394,81,0.00286735,0.0162063
39703,102,78,0.000394625,0.0402383
39719,1764,148,0.0102139,0.00561744
39735,508,77,0.00100657,0.0345717
39751,1671,112,0.00600444,0.026133
39767,1600,114,0.00615715,0.00835016
39783,20308,93,0.0667263,0.00685941
39799,827,118,0.00351777,0.023655
39815,13021,97,0.0421148,0.00717414
39831,319,120,0.0013191,0.0334721
39847,1607,146,0.00934844,0.00997783
39863,289,165,0.00203792,0.0388809
39879,160,87,0.000636447,0.0517388
39895,1124,347,0.025987,0.00933083
39911,1850,382,0.0468499,0.00949002
39927,5763,103,0.0157352,0.0054014
39943,393,94,0.00121981,0.0310491
39959,5603,263,0.077448,0.00998104
39975,1603,359,0.0384612,0.00633
39991,3107,431,0.0944939,0.00831524
40007,1533,274,0.027156,0.0125092
40023,1932,704,0.119322,0.00381023
40039,2376,346,0.0502697,0.00594761
40055,5374,293,0.0902185,0.00671643
40071,1588,156,0.010342,0.00628457
40087,7259,115,0.0274903,0.00981952
40103,544,344,0.0121758,0.00922807
40119,1037,369,0.0268937,0.0111374
40135,18970,73,0.038904,0.00443363
40151,2101,101,0.00602535,0.00186377
40167,213,115,0.00101093,0.0369018
40183,2386,736,0.158682,0.00497265
40199,868,67,0.00124703,0.0259952
40215,456,304,0.00860585,0.0155091
40231,7674,134,0.0358187,0.00929724
40247,1506,102,0.00448299,0.0278833
40263,3178,391,0.0821917,0.0083676
40279,2202,373,0.0523907,0.00649237
40295,3080,69,0.0048028,0.0117452
40311,235,69,0.000553281,0.0413388
40327,2856,384,0.0688429,0.0116745
40343,503,77,0.000986593,0.0288875
40359,3077,390,0.0878899,0.00965343
40375,451,398,0.0135319,0.00853107
40391,1085,131,0.00522206,0.00454638
40407,11724,165,0.0848975,0.00760164
40423,4816,241,0.0567029,0.00211607
40439,577,97,0.00150496,0.0342062
40455,4553,190,0.0381507,0.00785482
40471,704,359,0.0178217,0.00990931
40487,3739,247,0.0481096,0.00249618
40503,1483,195,0.0136596,0.00485765
40519,1241,164,0.00841221,0.00524283
40535,266,187,0.0022957,0.0267403
40551,226,196,0.00194894,0.0212747
40567,538,408,0.0152614,0.00760579
40583,200,145,0.00126242,0.0466552
40599,410,356,0.00965832,0.0149474
40615,348,210,0.00352711,0.0262091
40631,1052,537,0.0440334,0.00666131
40647,966,84,0.00212739,0.0198025
40663,4935,236,0.0556973,0.00656603
40679,423,146,0.00239295,0.0209348
40695,797,136,0.00387547,0.01949
40711,1305,190,0.0121541,0.00948455
40727,3991,87,0.0096282,0.00241172
40743,4732,66,0.00640867,0.0164884
40759,420,357,0.010344,0.0349954
40775,117,80,0.000466836,0.0850186
40791,8871,76,0.0169599,0.0092056
40807,4213,391,0.109706,0.00871991
40823,986,126,0.0049299,0.0229181
40839,698,118,0.00288296,0.0165342
40855,3774,141,0.0188311,0.00965666
40871,1790,208,0.0177259,0.014346
40887,3001,296,0.049563,0.00986018
40903,2798,115,0.0104333,0.00600391
40919,1906,468,0.0638479,0.00981653
40935,5642,122,0.0232669,0.0099092
40951,8631,154,0.0537454,0.00840313
40967,1775,238,0.0222295,0.00487096
40983,1413,393,0.0381351,0.0143995
40999,3411,329,0.0668433,0.0124432
41015,1310,427,0.0400274,0.00991589
41031,598,65,0.000788876,0.0425789
41047,1799,718,0.121132,0.00760783
41063,928,101,0.0026723,0.0186689
41079,2910,194,0.0242169,0.00990866
41095,909,207,0.0107869,0.0194042
41111,191,85,0.000684087,0.0434052
41127,1257,208,0.0132228,0.0339635
41143,4305,114,0.0166897,0.00874734
41159,760,378,0.0206751,0.033937
41175,1456,738,0.0988374,0.0283891
41191,8998,146,0.0518108,0.00726438
41207,5870,188,0.0461446,0.00986482
41223,1478,149,0.00910229,0.0221656
41239,1336,485,0.0481855,0.0105559
41255,266,67,0.000498744,0.0612759
41271,23205,71,0.0458581,0.00971938
41287,439,88,0.00105072,0.0257672
41303,547,269,0.00931357,0.0199679
41319,3276,576,0.150038,0.0101757
41335,130,79,0.000480488,0.0245622
41351,1630,101,0.00476703,0.00572783
41367,161,87,0.000639126,0.0487239
41383,450,211,0.00492774,0.0219972
41399,8811,136,0.0426093,0.0086148
41415,4264,101,0.0112103,0.00369591
41431,4949,306,0.0859626,0.0116491
41447,5072,79,0.00976202,0.00244131
41463,2205,274,0.0342159,0.00941715
41479,1274,374,0.0320642,0.00873097
41495,1691,213,0.0180155,0.00599292
41511,716,75,0.00124179,0.0405847
41527,2407,78,0.0046265,0.0171122
41543,2067,244,0.0271515,0.0148509
41559,2089,756,0.149725,0.00881532
41575,4180,232,0.0448634,0.00615891
41591,372,195,0.00344075,0.0251089
41607,539,425,0.0171361,0.00980209
41623,2325,229,0.0265682,0.00390501
41639,949,87,0.00234499,0.0175559
41655,11247,114,0.0464437,0.00329211
41671,1210,226,0.014125,0.00574868
41687,1111,354,0.0259987,0.00676844
41703,4005,78,0.00714243,0.00660757
41719,2724,181,0.0217088,0.00437359
41735,865,144,0.0046575,0.01854
41751,278,65,0.0004692,0.0571318
41767,553,215,0.00652804,0.0195107
41783,907,719,0.0608007,0.00723531
41799,10217,184,0.0854031,0.00351016
41815,4043,182,0.0310711,0.00748893
41831,4904,117,0.0186085,0.0110543
41847,1131,681,0.0691394,0.00638923
41863,815,682,0.050201,0.00587265
41879,851,251,0.013034,0.0167777
41895,566,172,0.00422668,0.0190202
41911,4247,406,0.113481,0.00447606
41927,461,286,0.00857837,0.00922773
41943,3432,77,0.00618107,0.00993627
41959,110,65,0.000301661,0.0536398
41975,540,272,0.00851932,0.0224726
41991,12666,118,0.0588927,0.00602859
42007,7135,213,0.069686,0.00333763
42023,164,110,0.000803503,0.0299727
42039,1518,815,0.120787,0.0097507
42055,1913,274,0.0294956,0.00180981
42071,232,84,0.000644606,0.038756
42087,302,154,0.00183261,0.0241543
42103,171,90,0.000729774,0.0475801
42119,879,781,0.0656322,0.00789309
42135,1505,97,0.00407674,0.016947
42151,293,77,0.000656206,0.0401041
42167,135,119,0.000900135,0.0322599
42183,6978,123,0.0298832,0.00990327
42199,2775,392,0.0709056,0.00987195
42215,1489,110,0.005449,0.011189
42231,2998,229,0.0332296,0.00991021
42247,2983,223,0.0334912,0.00411774
42263,12041,163,0.0842705,0.0026918
42279,484,98,0.00128611,0.0438168
42295,3577,177,0.026818,0.00960476
42311,93,82,0.000406017,0.0425446
42327,735,67,0.00104806,0.0269997
42343,183,85,0.000672616,0.0470373
42359,202,71,0.000530978,0.0457891
42375,1918,83,0.0043478,0.0117034
42391,1046,132,0.00513083,0.0168287
42407,1643,922,0.157327,0.00306872
42423,1606,840,0.129535,0.00988416
42439,608,136,0.00283521,0.0229643
42455,26188,74,0.0544153,0.00871447
42471,753,175,0.00632371,0.014506
42487,8047,164,0.051226,0.00563337
42503,2405,631,0.133165,0.00983547
42519,138,113,0.000820993,0.0429702
42535,2816,457,0.0914949,0.00815715
42551,1866,240,0.0224082,0.0083273
42567,2209,175,0.0167555,0.00966501
42583,651,88,0.00156758,0.0390033
42599,13330,136,0.0697025,0.00561292
42615,1067,550,0.0472023,0.00546724
42631,975,170,0.00746315,0.0194082
42647,1774,266,0.0259014,0.00191106
42663,1893,724,0.127108,0.00608806
42679,153,145,0.0011001,0.0495394
42695,860,362,0.0211582,0.00809531
42711,2810,269,0.0415838,0.00816087
42727,568,252,0.00800129,0.0131145
42743,6253,195,0.0509254,0.0190709
42759,5421,326,0.101476,0.0099237
42775,15434,72,0.0311697,0.00190067
42791,2038,67,0.00307596,0.0203259
42807,313,81,0.000728948,0.057772
42823,1417,433,0.0435116,0.00993896
42839,208,98,0.000744061,0.0216979
42855,678,239,0.00955943,0.0196553
42871,2450,120,0.0098537,0.00356409
42887,4543,117,0.0171914,0.0205998
42903,3473,81,0.00709273,0.00418268
42919,4190,168,0.0261479,0.00936052
42935,109,94,0.000572917,0.0299642
42951,2562,446,0.0871216,0.0099668
42967,3010,191,0.0263246,0.00996407
42983,1544,598,0.0762355,0.0110143
42999,307,100,0.000899653,0.027679
43015,2158,74,0.00369836,0.00952795
43031,7370,129,0.0300687,0.00381974
43047,4406,344,0.0884378,0.00979358
43063,242,164,0.00174511,0.034052
43079,660,230,0.00884254,0.00568985
43095,2079,155,0.0144288,0.0257821
43111,4997,189,0.0429079,0.0272007
43127,19442,84,0.0520302,0.0299202
43143,3543,113,0.0126779,0.0173506
43159,6416,272,0.0902598,0.004523
43175,149,88,0.000594607,0.0404795
43191,101,94,0.000553371,0.0622593
43207,2566,355,0.0611279,0.00996054
43223,1872,822,0.14853,0.00325692
43239,1744,398,0.046523,0.0123801
43255,1996,277,0.0318364,0.00823566
43271,85,78,0.000363532,0.0807816
43287,16612,70,0.0316052,0.00209844
43303,958,201,0.00957625,0.0184587
43319,532,86,0.0012858,0.0331777
43335,1503,201,0.0142951,0.0129818
43351,2033,73,0.0034709,0.0228123
43367,8911,115,0.0363335,0.00598576
43383,515,94,0.00165387,0.0435946
43399,608,147,0.0036209,0.0301362
43415,2815,468,0.0959074,0.00640808
43431,1570,307,0.0295353,0.0105513
43447,2304,128,0.00970686,0.00156839
43463,1690,146,0.0095347,0.0099476
43479,9372,129,0.0439489,0.00554112
43495,1302,252,0.0185707,0.00999674
43511,1154,352,0.0256038,0.0141225
43527,3174,255,0.0441836,0.00872943
43543,3676,91,0.00996338,0.0096839
43559,6927,81,0.0143212,0.00461694
43575,2978,351,0.0644509,0.00977616
43591,3118,75,0.00537937,0.00987457
43607,2398,120,0.00969986,0.0031437
43623,1174,104,0.00344074,0.0178526
43639,338,168,0.00216713,0.0255145
43655,467,351,0.0116953,0.0145685
43671,406,82,0.00089396,0.0483057
43687,14343,89,0.0470673,0.00468897
43703,1038,317,0.0220122,0.00954976
43719,11183,131,0.0559616,0.00702697
43735,1010,256,0.0142741,0.00987749
43751,471,326,0.010701,0.0163808
43767,10586,174,0.0820488,0.00415045
43783,1124,135,0.00585531,0.0137925
43799,1968,430,0.0584497,0.00728728
43815,154,64,0.000375985,0.0542463
43831,323,182,0.00258364,0.0179891
43847,121,75,0.000407545,0.0377492
43863,13959,80,0.0345144,0.00824816
43879,5822,67,0.0086746,0.0242257
43895,156,73,0.000477241,0.0370378
43911,1041,194,0.00981859,0.0138882
43927,176,75,0.00051481,0.0501747
43943,1780,106,0.00583956,0.0226395
43959,378,183,0.00330854,0.0195816
43975,1815,194,0.0161388,0.0141975
43991,1135,254,0.0172115,0.00906508
44007,10430,102,0.0337618,0.00559625
44023,883,463,0.0318244,0.00966416
44039,16529,119,0.0782448,0.00995582
44055,1683,295,0.0307904,0.0101775
44071,5323,365,0.120718,0.00796322
44087,1310,101,0.00385024,0.0142458
44103,1043,204,0.0107207,0.00531632
44119,2184,339,0.0461085,0.00993757
44135,577,91,0.001597,0.0240257
44151,12499,67,0.0238992,0.00382224
44167,2685,323,0.0527071,0.00544745
44183,341,66,0.000552092,0.0523906
44199,1170,660,0.0681114,0.0185636
44215,23160,72,0.0445644,0.00172845
44231,9285,93,0.0291777,0.00808841
44247,382,94,0.00112848,0.0283829
44263,2191,146,0.0123497,0.00638602
44279,887,197,0.00885962,0.0177454
44295,4014,265,0.0551481,0.00376231
44311,392,290,0.00682428,0.0147488
44327,6728,137,0.030879,0.00927604
44343,4370,86,0.00993303,0.0161336
44359,11748,86,0.0325114,0.00308083
44375,2150,244,0.027015,0.00994978
44391,3158,75,0.00559971,0.0205419
44407,17833,74,0.0368115,0.00660811
44423,990,170,0.00776575,0.0327182
44439,107,84,0.000576908,0.0322147
44455,474,66,0.000681829,0.0440766
44471,1586,228,0.0178998,0.00635555
44487,3216,358,0.0704581,0.00766296
44503,8457,74,0.0149696,0.0122789
44519,215,87,0.000698523,0.0550753
44535,511,236,0.00808948,0.0262616
44551,1587,81,0.00331602,0.0127431
44567,2226,453,0.0710653,0.00714594
44583,8773,130,0.0401678,0.00961049
44599,2017,199,0.0186788,0.00775499
44615,505,231,0.0069648,0.00974277
44631,20419,87,0.0598806,0.00465823
44647,663,96,0.00151829,0.0282012
44663,1389,100,0.00390633,0.0121796
44679,3297,270,0.0493129,0.0261538
44695,2096,650,0.116655,0.0098189
44711,1921,151,0.0120716,0.0163298
44727,1711,423,0.0520015,0.00989359
44743,165,108,0.000764306,0.0275661
44759,1096,125,0.00535557,0.00998824
44775,3443,298,0.0596656,0.00519172
44791,1378,101,0.00402173,0.0171686
44807,142,76,0.000489916,0.0634266
44823,1866,861,0.159986,0.00762127
44839,2157,70,0.00343642,0.0340833
44855,1594,326,0.0320158,0.00989677
44871,770,218,0.00912118,0.00404408
44887,991,144,0.00544113,0.0086427
44903,12483,106,0.0464592,0.00435332
44919,6039,88,0.0144181,0.0225914
44935,2601,112,0.0089874,0.0099058
44951,1285,720,0.08373,0.00701218
44967,1655,287,0.0297322,0.00965849
44983,118,111,0.00074446,0.0161465
44999,8816,228,0.0997439,0.0072833
45015,878,729,0.0569632,0.00373459
45031,940,109,0.00327012,0.0198008
45047,8089,68,0.0130507,0.00533479
45063,4695,299,0.0819642,0.00676578
45079,3085,447,0.098563,0.00891122
45095,197,137,0.00115035,0.0395951
45111,4236,300,0.0723581,0.00946412
45127,1530,118,0.0065825,0.0240526
45143,699,118,0.00292965,0.0252707
45159,348,133,0.00164886,0.0347712
45175,744,232,0.00901418,0.003919
45191,9742,104,0.0332442,0.00732531
45207,13049,78,0.0306444,0.0280899
45223,6025,106,0.0202124,0.00560881
45239,2417,611,0.127804,0.0293118
45255,1894,218,0.0203062,0.00995646
45271,3395,88,0.00807216,0.00858642
45287,133,89,0.00060981,0.0564782
45303,297,297,0.00485075,0.00652191
45319,785,161,0.00524068,0.00971905
45335,533,424,0.0164829,0.00664392
45351,2295,95,0.00717725,0.00766464
45367,12844,71,0.0254524,0.0096304
45383,2122,200,0.0184981,0.00993639
45399,9010,157,0.0605053,0.00454038
45415,195,170,0.00155786,0.0425838
45431,6269,161,0.0365164,0.00848601
45447,6582,259,0.0874876,0.00641094
45463,1633,128,0.00728449,0.00823308
45479,3033,70,0.00490031,0.0394015
45495,404,301,0.00787579,0.0156302
45511,776,172,0.0059731,0.00453062
45527,339,207,0.00362607,0.0223067
45543,1583,939,0.154334,0.00860621
45559,191,110,0.000900308,0.0376231
45575,333,114,0.00128964,0.034619
45591,245,97,0.000764635,0.03152
45607,1023,69,0.00162999,0.0240406
45623,2054,142,0.0118666,0.00993744
45639,372,128,0.00155406,0.0516197
45655,185,68,0.000454257,0.0548104
45671,1706,930,0.156505,0.0068237
45687,2856,420,0.07938,0.00999781
45703,8793,206,0.0865917,0.00639112
45719,432,342,0.0103469,0.015494
45735,660,204,0.00663689,0.00957498
45751,4133,238,0.0503262,0.00939996
45767,3296,445,0.101994,0.00971176
45783,764,210,0.00823432,0.0188202
45799,3942,216,0.0377774,0.00987853
45815,12066,102,0.041095,0.0064561
45831,2413,219,0.0260352,0.00965731
45847,4038,140,0.0197142,0.00701868
45863,1232,384,0.0307585,0.00915831
45879,2124,179,0.0166553,0.00996803
45895,255,152,0.00152264,0.0335793
45911,1892,212,0.0191866,0.0128708
45927,1346,553,0.0580592,0.00553
45943,119,84,0.000501307,0.0326
45959,4684,179,0.0349398,0.00253844
45975,224,192,0.00188006,0.0190365
45991,760,710,0.0453812,0.00261758
46007,486,239,0.006694,0.00861656
46023,1272,417,0.0363658,0.00930769
46039,7704,161,0.0469081,0.00421627
