m,n,p,avg,std
8364,5122,31,1,0.00374497,1.61345
8365,5858,31,1,0.00378164,1.38786
8366,6699,31,1,0.00433258,1.36278
8367,7661,31,1,0.00450362,1.29971
8368,8760,31,1,0.0045493,1.2898
8369,10018,31,1,0.00410303,1.11987
8370,11456,31,1,0.00467378,1.25174
8371,13101,31,1,0.00475974,1.11388
8372,14982,31,1,0.00540745,1.10309
8373,17133,31,1,0.0057192,1.0425
8374,19593,31,1,0.00591118,0.942639
8375,22406,31,1,0.00619015,0.87817
8376,25623,31,1,0.00677444,0.770593
8377,29302,31,1,0.00684811,0.697655
8378,33509,31,1,0.00727732,0.779949
8379,38320,31,1,0.00834292,0.708311
8380,43822,31,1,0.0086683,0.67246
8381,50113,31,1,0.00925422,0.55923
8382,57308,31,1,0.0105102,0.40918
8383,65536,31,1,0.0120487,0.455934
8384,1024,36,1,0.00201497,0.295914
8385,1171,36,1,0.00290082,0.992378
8386,1339,36,1,0.00332472,1.36753
8387,1531,36,1,0.00346545,1.5004
8388,1751,36,1,0.00355476,1.56649
8389,2003,36,1,0.00369818,1.35238
8390,2290,36,1,0.00392221,1.42718
8391,2619,36,1,0.00426857,1.28423
8392,2995,36,1,0.00371919,1.02444
8393,3425,36,1,0.00390141,1.33648
8394,3917,36,1,0.00396897,1.07049
8395,4479,36,1,0.00400862,0.984768
8396,5122,36,1,0.00436435,1.28619
8397,5858,36,1,0.00407593,1.36329
8398,6699,36,1,0.00489784,1.10901
8399,7661,36,1,0.00548829,1.0177
8400,8760,36,1,0.00498739,1.11909
8401,10018,36,1,0.00503805,1.10555
8402,11456,36,1,0.00529618,1.05287
8403,13101,36,1,0.0052364,0.944065
8404,14982,36,1,0.00571607,0.976266
8405,17133,36,1,0.00586356,0.951148
8406,19593,36,1,0.00627621,0.898303
8407,22406,36,1,0.00666016,0.831643
8408,25623,36,1,0.00687574,0.765543
8409,29302,36,1,0.00762258,0.660224
8410,33509,36,1,0.00803685,0.692366
8411,38320,36,1,0.00829817,0.430576
8412,43822,36,1,0.00892053,0.538805
8413,50113,36,1,0.00970559,0.395016
8414,57308,36,1,0.0101504,0.318558
8415,65536,36,1,0.0116156,0.490122
8416,1024,41,1,0.00237268,0.24749
8417,1171,41,1,0.00231714,0.222895
8418,1339,41,1,0.00318223,0.985487
8419,1531,41,1,0.00371155,1.51087
8420,1751,41,1,0.00389044,1.25431
8421,2003,41,1,0.00391238,1.32515
8422,2290,41,1,0.00421371,1.40272
8423,2619,41,1,0.00386975,1.06768
8424,2995,41,1,0.00425962,1.25841
8425,3425,41,1,0.00461428,1.2385
8426,3917,41,1,0.00403081,1.23684
8427,4479,41,1,0.00461696,1.28531
8428,5122,41,1,0.00454724,1.2082
8429,5858,41,1,0.00460153,1.21248
8430,6699,41,1,0.00480852,1.06323
8431,7661,41,1,0.00472517,0.994506
8432,8760,41,1,0.00540873,1.07359
8433,10018,41,1,0.00501089,0.967371
8434,11456,41,1,0.00543442,0.964899
8435,13101,41,1,0.00553626,0.840701
8436,14982,41,1,0.00612754,0.925812
8437,17133,41,1,0.00622921,0.852528
8438,19593,41,1,0.0067083,0.835136
8439,22406,41,1,0.00746781,0.702926
8440,25623,41,1,0.00729911,0.81523
8441,29302,41,1,0.00762004,0.583929
8442,33509,41,1,0.00876874,0.526298
8443,38320,41,1,0.00903132,0.481389
8444,43822,41,1,0.00927106,0.465606
8445,50113,41,1,0.0102443,0.393966
8446,57308,41,1,0.0115854,0.348954
8447,65536,41,1,0.0128036,0.457685
8448,1024,47,1,0.00258973,0.242568
8449,1171,47,1,0.00285208,0.199507
8450,1339,47,1,0.00268883,0.202585
8451,1531,47,1,0.003572,1.02072
8452,1751,47,1,0.00424471,1.23158
8453,2003,47,1,0.00419248,1.20878
8454,2290,47,1,0.0043931,1.34843
8455,2619,47,1,0.0044791,1.16569
8456,2995,47,1,0.00467294,1.15478
8457,3425,47,1,0.00500425,1.11003
8458,3917,47,1,0.00471839,1.2704
8459,4479,47,1,0.00448838,1.04392
8460,5122,47,1,0.00501235,1.11143
8461,5858,47,1,0.00528827,1.13341
8462,6699,47,1,0.00483428,0.87235
8463,7661,47,1,0.00526608,0.877088
8464,8760,47,1,0.00552161,1.01325
8465,10018,47,1,0.00537747,1.01
8466,11456,47,1,0.0057958,1.01523
8467,13101,47,1,0.00563786,0.850779
8468,14982,47,1,0.00601417,0.7582
8469,17133,47,1,0.00632614,0.830697
8470,19593,47,1,0.00663108,0.670941
8471,22406,47,1,0.00703712,0.560547
8472,25623,47,1,0.00790758,0.751183
8473,29302,47,1,0.00829912,0.57292
8474,33509,47,1,0.00894057,0.458244
8475,38320,47,1,0.00988359,0.490355
8476,43822,47,1,0.0106683,0.489147
8477,50113,47,1,0.0110551,0.476976
8478,57308,47,1,0.0119909,0.358089
8479,65536,47,1,0.0133692,0.426138
8480,1024,54,1,0.00278476,0.144452
8481,1171,54,1,0.00311831,0.183844
8482,1339,54,1,0.00310354,0.177834
8483,1531,54,1,0.00331181,0.144813
8484,1751,54,1,0.00421724,1.08108
8485,2003,54,1,0.00463361,1.06785
8486,2290,54,1,0.00508183,1.17272
8487,2619,54,1,0.00515996,1.1593
8488,2995,54,1,0.00528839,0.88157
8489,3425,54,1,0.00505455,1.04347
8490,3917,54,1,0.00570737,0.942822
8491,4479,54,1,0.00567501,0.743667
8492,5122,54,1,0.00558137,0.990566
8493,5858,54,1,0.00523854,0.854349
8494,6699,54,1,0.00609666,0.832822
8495,7661,54,1,0.00603093,0.869615
8496,8760,54,1,0.00624511,0.956327
8497,10018,54,1,0.00640237,0.766396
8498,11456,54,1,0.00654906,0.807024
8499,13101,54,1,0.00648602,0.725035
8500,14982,54,1,0.00750647,0.5419
8501,17133,54,1,0.0076697,0.475358
8502,19593,54,1,0.00738381,0.590856
8503,22406,54,1,0.00812815,0.728831
8504,25623,54,1,0.00843145,0.638879
8505,29302,54,1,0.00897869,0.407168
8506,33509,54,1,0.00975215,0.424352
8507,38320,54,1,0.0105594,0.336275
8508,43822,54,1,0.0121095,0.347372
8509,50113,54,1,0.0127133,0.272455
8510,57308,54,1,0.0132888,0.271563
8511,65536,54,1,0.0145822,0.252445
8512,1024,61,1,0.00347798,0.150491
8513,1171,61,1,0.0032887,0.163058
8514,1339,61,1,0.00340654,0.177245
8515,1531,61,1,0.00342467,0.174544
8516,1751,61,1,0.00362773,0.124713
8517,2003,61,1,0.00452577,0.784157
8518,2290,61,1,0.00532888,0.986061
8519,2619,61,1,0.00520213,0.860438
8520,2995,61,1,0.00523924,0.976318
8521,3425,61,1,0.00568862,1.01779
8522,3917,61,1,0.00586125,1.02498
8523,4479,61,1,0.00541804,0.768758
8524,5122,61,1,0.00547024,0.771367
8525,5858,61,1,0.00565425,0.904048
8526,6699,61,1,0.00609444,0.982172
8527,7661,61,1,0.00656182,0.772694
8528,8760,61,1,0.00650922,0.942715
8529,10018,61,1,0.00672432,0.663376
8530,11456,61,1,0.00741011,0.752215
8531,13101,61,1,0.00714419,0.768652
8532,14982,61,1,0.00743276,0.610717
8533,17133,61,1,0.00817984,0.513082
8534,19593,61,1,0.00857749,0.624349
8535,22406,61,1,0.00892158,0.544849
8536,25623,61,1,0.00987355,0.632303
8537,29302,61,1,0.01049,0.534391
8538,33509,61,1,0.0110992,0.452961
8539,38320,61,1,0.0119473,0.374233
8540,43822,61,1,0.0127997,0.280079
8541,50113,61,1,0.0142821,0.290946
8542,57308,61,1,0.0157635,0.237468
8543,65536,61,1,0.0159131,0.239391
8544,1024,70,1,0.00374895,0.110994
8545,1171,70,1,0.00420554,0.12635
8546,1339,70,1,0.00424182,0.14335
8547,1531,70,1,0.0041622,0.121878
8548,1751,70,1,0.00417073,0.150728
8549,2003,70,1,0.00435629,0.110827
8550,2290,70,1,0.00540307,0.657058
8551,2619,70,1,0.00605217,0.834296
8552,2995,70,1,0.00567408,0.653299
8553,3425,70,1,0.00618291,0.636793
8554,3917,70,1,0.00666964,0.876905
8555,4479,70,1,0.00623347,0.80918
8556,5122,70,1,0.00645669,0.899734
8557,5858,70,1,0.0067215,0.740637
8558,6699,70,1,0.00718465,0.666071
8559,7661,70,1,0.0079334,0.672574
8560,8760,70,1,0.00698991,0.643796
8561,10018,70,1,0.00765126,0.628527
8562,11456,70,1,0.00767736,0.53817
8563,13101,70,1,0.00881411,0.666843
8564,14982,70,1,0.00880897,0.648317
8565,17133,70,1,0.00883939,0.458618
8566,19593,70,1,0.00881225,0.458567
8567,22406,70,1,0.00950664,0.483152
8568,25623,70,1,0.0100272,0.384349
8569,29302,70,1,0.0105623,0.358014
8570,33509,70,1,0.01146,0.377623
8571,38320,70,1,0.0140589,0.41791
8572,43822,70,1,0.0152787,0.393519
8573,50113,70,1,0.0167508,0.349731
8574,57308,70,1,0.0181543,0.209677
8575,65536,70,1,0.0197652,0.210961
8576,1024,80,1,0.00412827,0.140521
8577,1171,80,1,0.00414886,0.120043
8578,1339,80,1,0.00473262,0.111091
8579,1531,80,1,0.0046607,0.139547
8580,1751,80,1,0.00479505,0.119785
8581,2003,80,1,0.0048636,0.111201
8582,2290,80,1,0.00478697,0.12286
8583,2619,80,1,0.00595295,0.52024
8584,2995,80,1,0.00661086,0.807807
8585,3425,80,1,0.00687988,0.733485
8586,3917,80,1,0.00674987,0.594249
8587,4479,80,1,0.00679388,0.591994
8588,5122,80,1,0.00688834,0.757936
8589,5858,80,1,0.00739648,0.814427
8590,6699,80,1,0.00724,0.699874
8591,7661,80,1,0.00728122,0.571439
8592,8760,80,1,0.00802767,0.608157
8593,10018,80,1,0.00797224,0.609118
8594,11456,80,1,0.00826879,0.625279
8595,13101,80,1,0.00886662,0.443661
8596,14982,80,1,0.00880047,0.419187
8597,17133,80,1,0.00960196,0.487009
8598,19593,80,1,0.0100878,0.374682
8599,22406,80,1,0.0103676,0.408511
8600,25623,80,1,0.0113503,0.356828
8601,29302,80,1,0.0123656,0.294932
8602,33509,80,1,0.0139182,0.358048
8603,38320,80,1,0.0140882,0.23819
8604,43822,80,1,0.0161911,0.230662
8605,50113,80,1,0.0176084,0.190034
8606,57308,80,1,0.019178,0.187076
8607,65536,80,1,0.0219273,0.264221
8608,1024,92,1,0.0051306,0.0889515
8609,1171,92,1,0.00534294,0.0891684
8610,1339,92,1,0.00550197,0.0782587
8611,1531,92,1,0.00597296,0.0813034
8612,1751,92,1,0.00601673,0.0837384
8613,2003,92,1,0.00592569,0.063622
8614,2290,92,1,0.0059944,0.0920631
8615,2619,92,1,0.00624361,0.0958511
8616,2995,92,1,0.00719134,0.442133
8617,3425,92,1,0.00817132,0.622302
8618,3917,92,1,0.00782133,0.428711
8619,4479,92,1,0.0088713,0.572082
8620,5122,92,1,0.00867022,0.481252
8621,5858,92,1,0.00821959,0.518176
8622,6699,92,1,0.00883163,0.411858
8623,7661,92,1,0.00896606,0.412649
8624,8760,92,1,0.00905483,0.464495
8625,10018,92,1,0.00970197,0.410723
8626,11456,92,1,0.0103771,0.432685
8627,13101,92,1,0.0104428,0.43242
8628,14982,92,1,0.0109794,0.303934
8629,17133,92,1,0.0114886,0.351008
8630,19593,92,1,0.0122978,0.471206
8631,22406,92,1,0.0129532,0.255958
8632,25623,92,1,0.0137561,0.276295
8633,29302,92,1,0.0150641,0.233983
8634,33509,92,1,0.0168332,0.297008
8635,38320,92,1,0.018059,0.345706
8636,43822,92,1,0.0194127,0.176631
8637,50113,92,1,0.0218588,0.159796
8638,57308,92,1,0.0243373,0.137784
8639,65536,92,1,0.0263122,0.129765
8640,1024,105,1,0.00651859,0.0930927
8641,1171,105,1,0.00642352,0.0665925
8642,1339,105,1,0.00643985,0.0630418
8643,1531,105,1,0.00672212,0.0943167
8644,1751,105,1,0.00717425,0.0543393
8645,2003,105,1,0.00722615,0.0574346
8646,2290,105,1,0.00726135,0.0597337
8647,2619,105,1,0.00726995,0.0541821
8648,2995,105,1,0.00748802,0.0568199
8649,3425,105,1,0.00864908,0.373509
8650,3917,105,1,0.00950749,0.349266
8651,4479,105,1,0.00971065,0.351144
8652,5122,105,1,0.00974245,0.364652
8653,5858,105,1,0.00974785,0.358997
8654,6699,105,1,0.0102793,0.39706
8655,7661,105,1,0.0107878,0.534676
8656,8760,105,1,0.01105,0.374626
8657,10018,105,1,0.0108456,0.369138
8658,11456,105,1,0.0118655,0.311713
8659,13101,105,1,0.012132,0.332482
8660,14982,105,1,0.0127515,0.287908
8661,17133,105,1,0.0139961,0.312669
8662,19593,105,1,0.0150279,0.370333
8663,22406,105,1,0.0152074,0.244245
8664,25623,105,1,0.016486,0.201992
8665,29302,105,1,0.0173459,0.199121
8666,33509,105,1,0.0195594,0.271388
8667,38320,105,1,0.0212421,0.224495
8668,43822,105,1,0.0222242,0.151888
8669,50113,105,1,0.0242957,0.137938
8670,57308,105,1,0.0275048,0.122138
8671,65536,105,1,0.030326,0.112461
8672,1024,120,1,0.0075995,0.0771486
8673,1171,120,1,0.00754269,0.081025
8674,1339,120,1,0.00781864,0.0654087
8675,1531,120,1,0.00816562,0.0692182
8676,1751,120,1,0.00826085,0.0582624
8677,2003,120,1,0.00895541,0.0497235
8678,2290,120,1,0.0090861,0.0643028
8679,2619,120,1,0.00899663,0.0559962
8680,2995,120,1,0.00906435,0.0407886
8681,3425,120,1,0.00926663,0.0506998
8682,3917,120,1,0.0107698,0.339796
8683,4479,120,1,0.0119267,0.390122
8684,5122,120,1,0.0117642,0.326067
8685,5858,120,1,0.0121916,0.361418
8686,6699,120,1,0.0125113,0.484726
8687,7661,120,1,0.0121106,0.311586
8688,8760,120,1,0.0132245,0.292288
8689,10018,120,1,0.0133823,0.443764
8690,11456,120,1,0.0142774,0.423679
8691,13101,120,1,0.0150327,0.29315
8692,14982,120,1,0.01489,0.260476
8693,17133,120,1,0.0158609,0.252164
8694,19593,120,1,0.0171593,0.207384
8695,22406,120,1,0.0182393,0.201611
8696,25623,120,1,0.0185173,0.192657
8697,29302,120,1,0.0207973,0.170039
8698,33509,120,1,0.022188,0.173266
8699,38320,120,1,0.0246221,0.29064
8700,43822,120,1,0.0260325,0.145651
8701,50113,120,1,0.0273272,0.160799
8702,57308,120,1,0.0300405,0.128155
8703,65536,120,1,0.0340592,0.09592
8704,1024,137,1,0.0101261,0.0454278
8705,1171,137,1,0.0105693,0.0319356
8706,1339,137,1,0.0110489,0.0356583
8707,1531,137,1,0.0112203,0.0385967
8708,1751,137,1,0.0113104,0.039025
8709,2003,137,1,0.0125206,0.0217128
8710,2290,137,1,0.0127277,0.0190858
8711,2619,137,1,0.0128917,0.0185203
8712,2995,137,1,0.0130041,0.0212885
8713,3425,137,1,0.0133822,0.0338301
8714,3917,137,1,0.014909,0.208584
8715,4479,137,1,0.0162071,0.233438
8716,5122,137,1,0.0164012,0.216561
8717,5858,137,1,0.0167055,0.233749
8718,6699,137,1,0.0168564,0.214598
8719,7661,137,1,0.0170405,0.211041
8720,8760,137,1,0.0179552,0.207133
8721,10018,137,1,0.0184319,0.223982
8722,11456,137,1,0.0184451,0.209958
8723,13101,137,1,0.0202608,0.180725
8724,14982,137,1,0.0208125,0.184181
8725,17133,137,1,0.0221285,0.281951
8726,19593,137,1,0.0232355,0.155727
8727,22406,137,1,0.0244148,0.143293
8728,25623,137,1,0.0257462,0.146648
8729,29302,137,1,0.0286167,0.200753
8730,33509,137,1,0.0299935,0.151065
8731,38320,137,1,0.0331546,0.165085
8732,43822,137,1,0.0362527,0.13237
8733,50113,137,1,0.0375016,0.0995718
8734,57308,137,1,0.0419285,0.146094
8735,65536,137,1,0.0447676,0.115456
8736,1024,157,1,0.0105537,0.0512205
8737,1171,157,1,0.0125633,0.0431546
8738,1339,157,1,0.0125246,0.0426938
8739,1531,157,1,0.0126045,0.0349381
8740,1751,157,1,0.012758,0.0436143
8741,2003,157,1,0.0127356,0.0305432
8742,2290,157,1,0.0146149,0.0309717
8743,2619,157,1,0.0147672,0.0261098
8744,2995,157,1,0.014735,0.0237614
8745,3425,157,1,0.0150083,0.0266976
8746,3917,157,1,0.0150908,0.0262171
8747,4479,157,1,0.0185301,0.201579
8748,5122,157,1,0.0186496,0.198994
8749,5858,157,1,0.0190802,0.19651
8750,6699,157,1,0.0193518,0.19491
8751,7661,157,1,0.0197546,0.208424
8752,8760,157,1,0.0207651,0.197454
8753,10018,157,1,0.020922,0.184983
8754,11456,157,1,0.0212015,0.187807
8755,13101,157,1,0.0230334,0.166204
8756,14982,157,1,0.0238125,0.165689
8757,17133,157,1,0.0244666,0.148918
8758,19593,157,1,0.0251067,0.148216
8759,22406,157,1,0.0276602,0.133818
8760,25623,157,1,0.0289217,0.134986
8761,29302,157,1,0.03116,0.125096
8762,33509,157,1,0.0342878,0.107475
8763,38320,157,1,0.0384135,0.129663
8764,43822,157,1,0.0399707,0.087576
8765,50113,157,1,0.0436157,0.0856625
8766,57308,157,1,0.0475185,0.0726714
8767,65536,157,1,0.0518976,0.0670453
8768,1024,179,1,0.0123277,0.0582252
8769,1171,179,1,0.0144711,0.0325134
8770,1339,179,1,0.0146606,0.0342942
8771,1531,179,1,0.0146293,0.0271347
8772,1751,179,1,0.0148561,0.0315031
8773,2003,179,1,0.014828,0.0265036
8774,2290,179,1,0.0170144,0.023099
8775,2619,179,1,0.0172709,0.0176228
8776,2995,179,1,0.0174881,0.0194173
8777,3425,179,1,0.0175793,0.0191152
8778,3917,179,1,0.017702,0.0170887
8779,4479,179,1,0.0212836,0.17445
8780,5122,179,1,0.0215737,0.168415
8781,5858,179,1,0.0217147,0.174687
8782,6699,179,1,0.0224973,0.1758
8783,7661,179,1,0.022609,0.175277
8784,8760,179,1,0.0236969,0.160629
8785,10018,179,1,0.0242431,0.157853
8786,11456,179,1,0.0244243,0.171635
8787,13101,179,1,0.0268815,0.219268
8788,14982,179,1,0.0272682,0.138253
8789,17133,179,1,0.0284996,0.136948
8790,19593,179,1,0.0291536,0.127275
8791,22406,179,1,0.0318889,0.133423
8792,25623,179,1,0.0332162,0.122394
8793,29302,179,1,0.0360663,0.111924
8794,33509,179,1,0.0391377,0.0936861
8795,38320,179,1,0.043366,0.0864521
8796,43822,179,1,0.0463673,0.123228
8797,50113,179,1,0.0500919,0.0713545
8798,57308,179,1,0.0544895,0.0574251
8799,65536,179,1,0.059668,0.0584588
8800,1024,205,1,0.0141219,0.0282301
8801,1171,205,1,0.0169031,0.0259756
8802,1339,205,1,0.0170831,0.0335818
8803,1531,205,1,0.0170949,0.0232065
8804,1751,205,1,0.017267,0.0279127
8805,2003,205,1,0.0172781,0.0278285
8806,2290,205,1,0.0199249,0.0195841
8807,2619,205,1,0.0200339,0.0153813
8808,2995,205,1,0.0200577,0.0130475
8809,3425,205,1,0.020232,0.0135709
8810,3917,205,1,0.02052,0.0168793
8811,4479,205,1,0.0242347,0.151241
8812,5122,205,1,0.0245949,0.159543
8813,5858,205,1,0.0248338,0.161995
8814,6699,205,1,0.0260605,0.144389
8815,7661,205,1,0.0264641,0.215353
8816,8760,205,1,0.0272439,0.138907
8817,10018,205,1,0.0279151,0.199278
8818,11456,205,1,0.0280985,0.144555
8819,13101,205,1,0.0305221,0.124855
8820,14982,205,1,0.0321031,0.193255
8821,17133,205,1,0.0326098,0.109463
8822,19593,205,1,0.0337481,0.184541
8823,22406,205,1,0.0362954,0.161068
8824,25623,205,1,0.0382257,0.106555
8825,29302,205,1,0.0409948,0.0946856
8826,33509,205,1,0.0451157,0.0910913
8827,38320,205,1,0.0503552,0.0666149
8828,43822,205,1,0.0528042,0.0723917
8829,50113,205,1,0.0581177,0.0576367
8830,57308,205,1,0.0645347,0.091425
8831,65536,205,1,0.068872,0.0452657
8832,1024,234,1,0.016553,0.0266232
8833,1171,234,1,0.0195113,0.0280602
8834,1339,234,1,0.0200964,0.0186305
8835,1531,234,1,0.0199435,0.0226109
8836,1751,234,1,0.0199977,0.0246379
8837,2003,234,1,0.0202532,0.0169092
8838,2290,234,1,0.0235325,0.0287998
8839,2619,234,1,0.0236852,0.00932729
8840,2995,234,1,0.0235397,0.0151429
8841,3425,234,1,0.0236417,0.0160637
8842,3917,234,1,0.0238322,0.012255
8843,4479,234,1,0.0276574,0.130175
8844,5122,234,1,0.0281828,0.128788
8845,5858,234,1,0.0283808,0.137738
8846,6699,234,1,0.0301714,0.121362
8847,7661,234,1,0.0301683,0.122633
8848,8760,234,1,0.0321398,0.186698
8849,10018,234,1,0.0319481,0.117328
8850,11456,234,1,0.0325507,0.115015
8851,13101,234,1,0.0346906,0.10847
8852,14982,234,1,0.0368947,0.107383
8853,17133,234,1,0.0379479,0.103482
