m,n,p,avg,std
75,4479,21,1,0.0053746,1.00376
76,5122,21,1,0.00544461,1.00608
77,5858,21,1,0.00600705,1.06089
78,6699,21,1,0.00567104,0.983131
79,7661,21,1,0.00558732,0.756998
80,8760,21,1,0.00743483,1.33853
81,10018,21,1,0.00676169,0.826099
82,11456,21,1,0.00740981,1.03617
83,13101,21,1,0.00717822,0.632608
84,14982,21,1,0.00792254,0.67101
85,17133,21,1,0.00828192,0.614922
86,19593,21,1,0.00935589,0.743931
87,22406,21,1,0.0111174,0.9401
88,25623,21,1,0.0110037,0.599034
89,29302,21,1,0.012026,0.549289
90,33509,21,1,0.0128683,0.531466
91,38320,21,1,0.0137649,0.412672
92,43822,21,1,0.0165529,0.698801
93,50113,21,1,0.0175728,0.415107
94,57308,21,1,0.0189679,0.29823
95,65536,21,1,0.0204122,0.189427
96,1024,24,1,0.0055334,2.29215
97,1171,24,1,0.00545415,1.84055
98,1339,24,1,0.00455453,1.64728
99,1531,24,1,0.00566609,1.9858
100,1751,24,1,0.00590998,2.06007
101,2003,24,1,0.00603831,2.02032
102,2290,24,1,0.00513171,1.42903
103,2619,24,1,0.00582281,1.87307
104,2995,24,1,0.00548749,1.47276
105,3425,24,1,0.006185,1.77064
106,3917,24,1,0.00619879,1.62347
107,4479,24,1,0.00681983,1.75835
108,5122,24,1,0.00637922,1.40264
109,5858,24,1,0.0062077,1.22426
110,6699,24,1,0.00632037,1.19511
111,7661,24,1,0.00738906,1.51059
112,8760,24,1,0.00773051,1.38528
113,10018,24,1,0.00769261,1.38579
114,11456,24,1,0.00738018,0.95226
115,13101,24,1,0.00972561,1.65715
116,14982,24,1,0.00815035,0.912867
117,17133,24,1,0.00937144,1.07744
118,19593,24,1,0.0145376,2.04761
119,22406,24,1,0.00976272,0.631112
120,25623,24,1,0.010852,0.677123
121,29302,24,1,0.0115023,0.558493
122,33509,24,1,0.0141995,0.845849
123,38320,24,1,0.0138145,0.570643
124,43822,24,1,0.0165485,0.771164
125,50113,24,1,0.0165836,0.418371
126,57308,24,1,0.0197613,0.443867
127,65536,24,1,0.0207002,0.310984
128,1024,27,1,0.0052286,2.12005
129,1171,27,1,0.00459955,1.54586
130,1339,27,1,0.00562172,1.91419
131,1531,27,1,0.005809,1.90035
132,1751,27,1,0.00499128,1.41675
133,2003,27,1,0.0056116,1.58729
134,2290,27,1,0.0060774,1.78634
135,2619,27,1,0.00613062,1.71929
136,2995,27,1,0.00608858,1.64608
137,3425,27,1,0.00594871,1.58389
138,3917,27,1,0.00583165,1.34923
139,4479,27,1,0.00676107,1.62715
140,5122,27,1,0.00707331,1.70298
141,5858,27,1,0.00741458,1.55949
142,6699,27,1,0.00729635,1.47253
143,7661,27,1,0.00687318,1.079
144,8760,27,1,0.00786401,1.45831
145,10018,27,1,0.00980698,1.81258
146,11456,27,1,0.00777946,1.00417
147,13101,27,1,0.00926446,1.33113
148,14982,27,1,0.0085091,0.854816
149,17133,27,1,0.0100111,1.1488
150,19593,27,1,0.0111906,1.23119
151,22406,27,1,0.0110503,0.916225
152,25623,27,1,0.0113992,0.647413
153,29302,27,1,0.0130423,0.847272
154,33509,27,1,0.0145174,0.857867
155,38320,27,1,0.0147745,0.479972
156,43822,27,1,0.0164018,0.596416
157,50113,27,1,0.0185707,0.692463
158,57308,27,1,0.020533,0.48395
159,65536,27,1,0.0228955,0.45394
160,1024,31,1,0.00501356,1.86493
161,1171,31,1,0.00518442,1.74182
162,1339,31,1,0.00511521,1.41074
163,1531,31,1,0.00521388,1.60097
164,1751,31,1,0.00516461,1.46972
165,2003,31,1,0.00682312,2.00873
166,2290,31,1,0.00814929,2.2672
167,2619,31,1,0.00823612,2.1934
168,2995,31,1,0.00609596,1.35735
169,3425,31,1,0.007736,1.78485
170,3917,31,1,0.00671706,1.46761
171,4479,31,1,0.00873753,2.15297
172,5122,31,1,0.00634406,1.12545
173,5858,31,1,0.00659863,1.1377
174,6699,31,1,0.00747434,1.28617
175,7661,31,1,0.00732785,1.1125
176,8760,31,1,0.00759107,0.977096
177,10018,31,1,0.0076957,0.961835
178,11456,31,1,0.00872679,1.26422
179,13101,31,1,0.00910112,1.14811
180,14982,31,1,0.0101063,1.16485
181,17133,31,1,0.0101898,0.887376
182,19593,31,1,0.0117679,1.01587
183,22406,31,1,0.0118039,0.898432
184,25623,31,1,0.0123491,0.783387
185,29302,31,1,0.013085,0.561748
186,33509,31,1,0.0157518,0.959591
187,38320,31,1,0.0162943,0.738532
188,43822,31,1,0.0177175,0.528495
189,50113,31,1,0.0188234,0.34715
190,57308,31,1,0.0199541,0.336868
191,65536,31,1,0.0220938,0.266748
192,1024,36,1,0.00467441,1.09123
193,1171,36,1,0.00430881,0.926167
194,1339,36,1,0.00462368,1.09767
195,1531,36,1,0.00561421,1.50161
196,1751,36,1,0.0077984,2.24401
197,2003,36,1,0.00621678,1.32057
198,2290,36,1,0.00631546,1.21804
199,2619,36,1,0.00608501,0.849359
200,2995,36,1,0.0068436,1.40882
201,3425,36,1,0.00672894,1.09015
202,3917,36,1,0.00681459,0.996385
203,4479,36,1,0.00657783,0.911678
204,5122,36,1,0.0084186,1.53002
205,5858,36,1,0.00731153,0.743291
206,6699,36,1,0.00679531,0.625718
207,7661,36,1,0.00750803,0.701135
208,8760,36,1,0.00800321,0.728619
209,10018,36,1,0.00867211,0.77727
210,11456,36,1,0.00837065,0.647571
211,13101,36,1,0.00894153,0.578361
212,14982,36,1,0.0110852,1.07179
213,17133,36,1,0.0100027,0.444943
214,19593,36,1,0.0107541,0.467876
215,22406,36,1,0.0115763,0.436478
216,25623,36,1,0.0137699,0.838351
217,29302,36,1,0.0135931,0.435895
218,33509,36,1,0.0157515,0.585067
219,38320,36,1,0.0169289,0.491001
220,43822,36,1,0.0178788,0.406407
221,50113,36,1,0.0204179,0.486477
222,57308,36,1,0.0215851,0.222604
223,65536,36,1,0.0273223,0.183585
224,1024,41,1,0.00492353,1.20792
225,1171,41,1,0.00495317,1.16317
226,1339,41,1,0.00499343,1.06622
227,1531,41,1,0.0056605,1.25748
228,1751,41,1,0.0058791,1.20589
229,2003,41,1,0.00599711,1.21678
230,2290,41,1,0.00713782,1.47513
231,2619,41,1,0.0077548,1.56635
232,2995,41,1,0.00803142,1.64796
233,3425,41,1,0.0077826,1.49642
234,3917,41,1,0.00929035,1.74776
235,4479,41,1,0.00710561,1.03915
236,5122,41,1,0.00832219,1.31396
237,5858,41,1,0.00883917,1.31379
238,6699,41,1,0.00813173,0.84592
239,7661,41,1,0.00843093,0.8642
240,8760,41,1,0.0106542,1.4456
241,10018,41,1,0.0101104,1.13617
242,11456,41,1,0.010407,1.04086
243,13101,41,1,0.00964701,0.715407
244,14982,41,1,0.0113514,0.94313
245,17133,41,1,0.0119841,0.87747
246,19593,41,1,0.0120276,0.645234
247,22406,41,1,0.0130139,0.544749
248,25623,41,1,0.0146959,0.733191
249,29302,41,1,0.0144937,0.420663
250,33509,41,1,0.0159487,0.381825
251,38320,41,1,0.0172865,0.354554
252,43822,41,1,0.0193147,0.32363
253,50113,41,1,0.0219197,0.323541
254,57308,41,1,0.0241219,0.291977
255,65536,41,1,0.0272289,0.444725
256,1024,47,1,0.00581481,1.54954
257,1171,47,1,0.00536959,1.12597
258,1339,47,1,0.00549957,1.12302
259,1531,47,1,0.00581135,1.09231
260,1751,47,1,0.00678316,1.48373
261,2003,47,1,0.00593348,0.985898
262,2290,47,1,0.00655973,1.11667
263,2619,47,1,0.0070722,1.09559
264,2995,47,1,0.00728753,0.925992
265,3425,47,1,0.00914837,1.62286
266,3917,47,1,0.00902269,1.37685
267,4479,47,1,0.00782486,0.94503
268,5122,47,1,0.00866047,1.09573
269,5858,47,1,0.00904788,1.18056
270,6699,47,1,0.00947084,1.10646
271,7661,47,1,0.00977206,0.974722
272,8760,47,1,0.0106609,1.13264
273,10018,47,1,0.011109,1.10024
274,11456,47,1,0.0111026,0.9535
275,13101,47,1,0.0115312,0.840218
276,14982,47,1,0.0112083,0.669802
277,17133,47,1,0.0131046,0.838023
278,19593,47,1,0.0137165,0.739716
279,22406,47,1,0.0152001,0.824273
280,25623,47,1,0.0147269,0.416556
281,29302,47,1,0.0167686,0.609115
282,33509,47,1,0.0173016,0.420831
283,38320,47,1,0.0189163,0.380612
284,43822,47,1,0.0207276,0.318236
285,50113,47,1,0.0228748,0.318481
286,57308,47,1,0.0247249,0.289362
287,65536,47,1,0.0275467,0.234913
288,1024,54,1,0.00550373,1.01873
289,1171,54,1,0.00578949,1.04502
290,1339,54,1,0.00608218,0.986856
291,1531,54,1,0.00605133,0.976645
292,1751,54,1,0.00611089,0.817427
293,2003,54,1,0.00684916,1.03267
294,2290,54,1,0.00720319,1.06238
295,2619,54,1,0.00750951,0.956762
296,2995,54,1,0.00775278,0.993544
297,3425,54,1,0.00793759,0.791546
298,3917,54,1,0.00928766,0.757938
299,4479,54,1,0.0090397,0.695779
300,5122,54,1,0.00999569,0.732771
301,5858,54,1,0.00975289,0.76156
302,6699,54,1,0.00986607,0.76795
303,7661,54,1,0.010419,0.697975
304,8760,54,1,0.011223,0.651437
305,10018,54,1,0.0115499,0.650195
306,11456,54,1,0.0121168,0.614451
307,13101,54,1,0.0124847,0.587601
308,14982,54,1,0.0131182,0.5814
309,17133,54,1,0.0136055,0.545015
310,19593,54,1,0.014451,0.485686
311,22406,54,1,0.0161864,0.494004
312,25623,54,1,0.0167206,0.404189
313,29302,54,1,0.0179598,0.397519
314,33509,54,1,0.0193814,0.349358
315,38320,54,1,0.0210446,0.325736
316,43822,54,1,0.0261464,0.270948
317,50113,54,1,0.0253462,0.246581
318,57308,54,1,0.027741,0.233597
319,65536,54,1,0.0307504,0.247415
320,1024,61,1,0.00592204,1.03583
321,1171,61,1,0.00609407,0.978886
322,1339,61,1,0.00660132,0.951925
323,1531,61,1,0.00669096,0.961128
324,1751,61,1,0.00702107,0.95377
325,2003,61,1,0.00727848,0.965438
326,2290,61,1,0.00775307,0.946063
327,2619,61,1,0.0077938,0.937808
328,2995,61,1,0.00851946,0.96246
329,3425,61,1,0.00886399,0.90078
330,3917,61,1,0.00923152,0.808056
331,4479,61,1,0.00967822,0.820036
332,5122,61,1,0.0103114,0.829819
333,5858,61,1,0.0106226,0.756139
334,6699,61,1,0.0104793,0.692801
335,7661,61,1,0.0107926,0.808434
336,8760,61,1,0.0115635,0.665083
337,10018,61,1,0.0123723,0.646293
338,11456,61,1,0.0127123,0.611834
339,13101,61,1,0.0136293,0.592017
340,14982,61,1,0.014115,0.573731
341,17133,61,1,0.0148046,0.523807
342,19593,61,1,0.0152033,0.477514
343,22406,61,1,0.0166086,0.468548
344,25623,61,1,0.0179659,0.428879
345,29302,61,1,0.0195574,0.395874
346,33509,61,1,0.0213685,0.349528
347,38320,61,1,0.022682,0.303422
348,43822,61,1,0.0259414,0.302935
349,50113,61,1,0.0274621,0.259206
350,57308,61,1,0.0308739,0.226263
351,65536,61,1,0.0345267,0.207109
352,1024,70,1,0.00578599,0.664903
353,1171,70,1,0.00667436,0.911282
354,1339,70,1,0.00720836,0.856891
355,1531,70,1,0.00732728,0.915235
356,1751,70,1,0.00758626,0.860277
357,2003,70,1,0.00816631,0.916569
358,2290,70,1,0.00843766,0.856074
359,2619,70,1,0.00849047,0.885414
360,2995,70,1,0.00913863,0.864722
361,3425,70,1,0.00964769,0.829647
362,3917,70,1,0.0103818,0.778684
363,4479,70,1,0.0108707,0.714556
364,5122,70,1,0.0124245,0.667417
365,5858,70,1,0.0127435,0.645201
366,6699,70,1,0.0128208,0.603024
367,7661,70,1,0.0131264,0.605449
368,8760,70,1,0.0133636,0.570606
369,10018,70,1,0.0144022,0.514856
370,11456,70,1,0.0149996,0.492132
371,13101,70,1,0.0156891,0.516356
372,14982,70,1,0.0170676,0.463523
373,17133,70,1,0.0172807,0.404229
374,19593,70,1,0.0186396,0.429524
375,22406,70,1,0.0193901,0.402619
376,25623,70,1,0.0207547,0.381062
377,29302,70,1,0.0225684,0.340018
378,33509,70,1,0.0245959,0.31009
379,38320,70,1,0.0273527,0.275837
380,43822,70,1,0.0294325,0.235145
381,50113,70,1,0.0329431,0.238529
382,57308,70,1,0.0362639,0.210533
383,65536,70,1,0.0400988,0.162198
384,1024,80,1,0.0060112,0.598341
385,1171,80,1,0.00653507,0.781613
386,1339,80,1,0.00719178,0.829073
387,1531,80,1,0.00788405,0.768257
388,1751,80,1,0.00808785,0.787647
389,2003,80,1,0.00831615,0.71744
390,2290,80,1,0.00868083,0.723901
391,2619,80,1,0.00943551,0.74848
392,2995,80,1,0.00959702,0.759417
393,3425,80,1,0.0104163,0.740143
394,3917,80,1,0.011045,0.68794
395,4479,80,1,0.011495,0.673984
396,5122,80,1,0.0126181,0.652477
397,5858,80,1,0.0125586,0.498424
398,6699,80,1,0.0135742,0.528656
399,7661,80,1,0.0139463,0.539247
400,8760,80,1,0.0143748,0.506927
401,10018,80,1,0.0145013,0.517653
402,11456,80,1,0.0159776,0.484788
403,13101,80,1,0.0170022,0.418278
404,14982,80,1,0.0174007,0.42832
405,17133,80,1,0.0191577,0.39335
406,19593,80,1,0.0198471,0.384779
407,22406,80,1,0.0213297,0.343096
408,25623,80,1,0.022059,0.281236
409,29302,80,1,0.0241796,0.287094
410,33509,80,1,0.0265087,0.256746
411,38320,80,1,0.0293918,0.237244
412,43822,80,1,0.0323032,0.202129
413,50113,80,1,0.0356684,0.189404
414,57308,80,1,0.0391172,0.171656
415,65536,80,1,0.0434533,0.159008
416,1024,92,1,0.00766855,0.676415
417,1171,92,1,0.00790143,0.733199
418,1339,92,1,0.00770366,0.466511
419,1531,92,1,0.0088542,0.681426
420,1751,92,1,0.00970687,0.619229
421,2003,92,1,0.00991687,0.606859
422,2290,92,1,0.0101858,0.566429
423,2619,92,1,0.010481,0.553856
424,2995,92,1,0.0112902,0.626071
425,3425,92,1,0.0120354,0.62912
426,3917,92,1,0.0125838,0.569231
427,4479,92,1,0.0134685,0.525866
428,5122,92,1,0.0141525,0.513753
429,5858,92,1,0.0153487,0.510738
430,6699,92,1,0.0158219,0.436769
431,7661,92,1,0.0166847,0.37456
432,8760,92,1,0.0174232,0.366679
433,10018,92,1,0.0177486,0.405486
434,11456,92,1,0.0180505,0.362041
435,13101,92,1,0.0202546,0.339417
436,14982,92,1,0.0215645,0.340782
437,17133,92,1,0.0219934,0.275856
438,19593,92,1,0.0242622,0.275373
439,22406,92,1,0.0255752,0.291078
440,25623,92,1,0.0274593,0.229757
441,29302,92,1,0.0286293,0.222603
442,33509,92,1,0.0317615,0.211279
443,38320,92,1,0.035289,0.218717
444,43822,92,1,0.0387417,0.179841
445,50113,92,1,0.0431622,0.159479
446,57308,92,1,0.04708,0.153838
447,65536,92,1,0.0513878,0.118643
448,1024,105,1,0.0084022,0.420441
449,1171,105,1,0.0086962,0.38992
450,1339,105,1,0.00895452,0.3976
451,1531,105,1,0.00920303,0.39284
452,1751,105,1,0.0102235,0.554515
453,2003,105,1,0.011548,0.513703
454,2290,105,1,0.0120095,0.500039
455,2619,105,1,0.0120647,0.508775
456,2995,105,1,0.0127503,0.457924
457,3425,105,1,0.0129581,0.370839
458,3917,105,1,0.0142521,0.540495
459,4479,105,1,0.0149814,0.481156
460,5122,105,1,0.0161484,0.471145
461,5858,105,1,0.0172015,0.44163
462,6699,105,1,0.0192755,0.383118
463,7661,105,1,0.0195205,0.321895
464,8760,105,1,0.0210308,0.371544
465,10018,105,1,0.0215571,0.329665
466,11456,105,1,0.0223226,0.34032
467,13101,105,1,0.0222601,0.274006
468,14982,105,1,0.0246663,0.25873
469,17133,105,1,0.0266335,0.234297
470,19593,105,1,0.0277761,0.264949
471,22406,105,1,0.0307488,0.226227
472,25623,105,1,0.0320132,0.21984
473,29302,105,1,0.0350122,0.200102
474,33509,105,1,0.0365221,0.200496
475,38320,105,1,0.0404057,0.168807
476,43822,105,1,0.0451726,0.144614
477,50113,105,1,0.049459,0.144319
478,57308,105,1,0.0541624,0.107754
479,65536,105,1,0.0602053,0.112994
480,1024,120,1,0.00901232,0.414728
481,1171,120,1,0.00945262,0.384423
482,1339,120,1,0.0103549,0.557161
483,1531,120,1,0.0101533,0.391574
484,1751,120,1,0.0103783,0.456861
485,2003,120,1,0.0120372,0.49486
486,2290,120,1,0.0137198,0.446886
487,2619,120,1,0.0137457,0.476814
488,2995,120,1,0.0141592,0.427473
489,3425,120,1,0.0147022,0.439586
490,3917,120,1,0.0150935,0.388086
491,4479,120,1,0.0165421,0.481548
492,5122,120,1,0.0172889,0.464701
493,5858,120,1,0.0198841,0.406899
494,6699,120,1,0.020457,0.39721
495,7661,120,1,0.0221505,0.365626
496,8760,120,1,0.0238556,0.347401
497,10018,120,1,0.0254527,0.312844
498,11456,120,1,0.0268712,0.287252
499,13101,120,1,0.0268775,0.290427
500,14982,120,1,0.0275962,0.279199
501,17133,120,1,0.0311414,0.283861
502,19593,120,1,0.0336205,0.256206
503,22406,120,1,0.0339728,0.25604
504,25623,120,1,0.0381261,0.20091
505,29302,120,1,0.0398332,0.186824
506,33509,120,1,0.0433036,0.15491
507,38320,120,1,0.0455109,0.170043
508,43822,120,1,0.0513807,0.153637
509,50113,120,1,0.0570106,0.137733
510,57308,120,1,0.0624852,0.119131
511,65536,120,1,0.0674182,0.0947377
512,1024,137,1,0.0127674,0.338224
513,1171,137,1,0.0136907,0.361609
514,1339,137,1,0.0138039,0.392657
515,1531,137,1,0.014316,0.329629
516,1751,137,1,0.0144529,0.326353
517,2003,137,1,0.0157974,0.432544
518,2290,137,1,0.0174081,0.400708
519,2619,137,1,0.0181777,0.384142
520,2995,137,1,0.0187252,0.372675
521,3425,137,1,0.0195582,0.362661
522,3917,137,1,0.0205554,0.339217
523,4479,137,1,0.0221287,0.420737
524,5122,137,1,0.0233293,0.342986
525,5858,137,1,0.0250709,0.359742
526,6699,137,1,0.0261111,0.336871
527,7661,137,1,0.0277075,0.306926
528,8760,137,1,0.0295053,0.264356
529,10018,137,1,0.0321538,0.219666
530,11456,137,1,0.0332806,0.243521
531,13101,137,1,0.0345948,0.22637
532,14982,137,1,0.0353766,0.20465
533,17133,137,1,0.0399405,0.172708
534,19593,137,1,0.0425454,0.175652
535,22406,137,1,0.0439532,0.182647
536,25623,137,1,0.0498701,0.15824
537,29302,137,1,0.0517997,0.139706
538,33509,137,1,0.0589797,0.117791
539,38320,137,1,0.0613823,0.121435
540,43822,137,1,0.0686365,0.116025
541,50113,137,1,0.0765575,0.0866018
542,57308,137,1,0.0844984,0.0865607
543,65536,137,1,0.0935781,0.0785034
544,1024,157,1,0.012631,0.104448
545,1171,157,1,0.0160295,0.284358
546,1339,157,1,0.0158205,0.327849
547,1531,157,1,0.0162679,0.358916
548,1751,157,1,0.0168944,0.288561
549,2003,157,1,0.0171982,0.326601
550,2290,157,1,0.0204572,0.366874
551,2619,157,1,0.0206417,0.373855
552,2995,157,1,0.0206636,0.350423
553,3425,157,1,0.022662,0.373193
554,3917,157,1,0.0235958,0.357572
555,4479,157,1,0.0245166,0.38901
556,5122,157,1,0.0262489,0.319445
557,5858,157,1,0.0283112,0.302697
558,6699,157,1,0.0299293,0.282592
559,7661,157,1,0.0314792,0.265631
560,8760,157,1,0.0341886,0.244502
561,10018,157,1,0.0369246,0.227318
562,11456,157,1,0.0387619,0.195564
563,13101,157,1,0.0400926,0.202515
564,14982,157,1,0.0416709,0.187889
565,17133,157,1,0.0442736,0.185987
566,19593,157,1,0.0495123,0.18032
567,22406,157,1,0.0513442,0.144807
568,25623,157,1,0.054682,0.134876
569,29302,157,1,0.0608123,0.130234
570,33509,157,1,0.0641656,0.114651
571,38320,157,1,0.0710588,0.102843
572,43822,157,1,0.0806338,0.0950872
573,50113,157,1,0.0851011,0.0893816
574,57308,157,1,0.0947224,0.0802373
575,65536,157,1,0.10423,0.069103
576,1024,179,1,0.0141811,0.140134
577,1171,179,1,0.0175649,0.304265
578,1339,179,1,0.0176504,0.290608
579,1531,179,1,0.0180694,0.34916
580,1751,179,1,0.0189355,0.25421
581,2003,179,1,0.0187772,0.264647
582,2290,179,1,0.0223019,0.335731
583,2619,179,1,0.0230485,0.316747
584,2995,179,1,0.0238429,0.316613
585,3425,179,1,0.0252244,0.308732
586,3917,179,1,0.0261159,0.275604
587,4479,179,1,0.0279998,0.320191
588,5122,179,1,0.0293064,0.30299
589,5858,179,1,0.0316561,0.274708
590,6699,179,1,0.0340614,0.264608
591,7661,179,1,0.0363183,0.24116
592,8760,179,1,0.0385125,0.239082
593,10018,179,1,0.0420707,0.199423
594,11456,179,1,0.0438564,0.177284
595,13101,179,1,0.0456498,0.175
596,14982,179,1,0.0473439,0.166583
597,17133,179,1,0.0501521,0.15532
598,19593,179,1,0.0563915,0.134533
599,22406,179,1,0.0586804,0.134376
600,25623,179,1,0.0623452,0.126508
601,29302,179,1,0.0694276,0.110326
602,33509,179,1,0.0729422,0.0978855
603,38320,179,1,0.0816264,0.0906622
604,43822,179,1,0.0911504,0.0871772
605,50113,179,1,0.0971278,0.074853
606,57308,179,1,0.107204,0.0739738
607,65536,179,1,0.120835,0.0614882
608,1024,205,1,0.016362,0.126549
609,1171,205,1,0.0195476,0.216551
610,1339,205,1,0.019982,0.280531
611,1531,205,1,0.0205995,0.272374
612,1751,205,1,0.0215444,0.219137
613,2003,205,1,0.0221134,0.241387
614,2290,205,1,0.0257342,0.289898
615,2619,205,1,0.0265765,0.306244
616,2995,205,1,0.0273616,0.265329
617,3425,205,1,0.0290264,0.250199
618,3917,205,1,0.0304216,0.223003
619,4479,205,1,0.0327846,0.266467
620,5122,205,1,0.0341031,0.265198
621,5858,205,1,0.0361441,0.232821
622,6699,205,1,0.0389166,0.226347
623,7661,205,1,0.0415751,0.197875
624,8760,205,1,0.0441296,0.19236
625,10018,205,1,0.0483484,0.16681
626,11456,205,1,0.0511869,0.166387
627,13101,205,1,0.0526708,0.151787
628,14982,205,1,0.0548687,0.163453
629,17133,205,1,0.0579666,0.155052
630,19593,205,1,0.0651001,0.122267
631,22406,205,1,0.0679437,0.113266
632,25623,205,1,0.0726731,0.104445
633,29302,205,1,0.0808302,0.098379
634,33509,205,1,0.0858489,0.0906718
635,38320,205,1,0.0951232,0.0790281
636,43822,205,1,0.106384,0.0674531
637,50113,205,1,0.133849,0.0493702
638,57308,205,1,0.125065,0.0638033
639,65536,205,1,0.140467,0.0517664
640,1024,234,1,0.0184263,0.120846
641,1171,234,1,0.0219555,0.238714
642,1339,234,1,0.0223942,0.235298
643,1531,234,1,0.0229046,0.209183
644,1751,234,1,0.0251919,0.217735
645,2003,234,1,0.0250963,0.199597
646,2290,234,1,0.0292438,0.279172
647,2619,234,1,0.030313,0.246527
648,2995,234,1,0.0312991,0.217891
649,3425,234,1,0.0334908,0.243137
650,3917,234,1,0.0354388,0.28067
651,4479,234,1,0.0364722,0.235865
652,5122,234,1,0.0388029,0.22859
653,5858,234,1,0.0416099,0.193098
654,6699,234,1,0.0451625,0.193107
655,7661,234,1,0.0479407,0.169966
656,8760,234,1,0.0512254,0.164148
657,10018,234,1,0.0565726,0.135555
658,11456,234,1,0.0591481,0.130253
659,13101,234,1,0.0614193,0.154321
660,14982,234,1,0.0638734,0.143439
661,17133,234,1,0.0666533,0.114926
662,19593,234,1,0.0749511,0.101564
663,22406,234,1,0.0782807,0.10611
664,25623,234,1,0.0837771,0.112767
665,29302,234,1,0.092812,0.0714947
666,33509,234,1,0.09926,0.0759503
667,38320,234,1,0.110444,0.0689442
668,43822,234,1,0.122428,0.0660496
669,50113,234,1,0.131568,0.0561555
670,57308,234,1,0.146262,0.050947
671,65536,234,1,0.163938,0.0428453
672,1024,268,1,0.0255247,0.175
673,1171,268,1,0.0268741,0.16557
674,1339,268,1,0.0277725,0.188935
675,1531,268,1,0.0287248,0.160984
676,1751,268,1,0.0301436,0.159073
677,2003,268,1,0.0319502,0.234133
678,2290,268,1,0.0358539,0.190982
679,2619,268,1,0.037639,0.195276
680,2995,268,1,0.0387429,0.17424
681,3425,268,1,0.0404737,0.153032
682,3917,268,1,0.0423639,0.15978
683,4479,268,1,0.0457736,0.169146
684,5122,268,1,0.048718,0.155975
685,5858,268,1,0.0516615,0.143696
686,6699,268,1,0.0557299,0.171683
687,7661,268,1,0.0597236,0.133818
688,8760,268,1,0.0635292,0.126385
689,10018,268,1,0.0693606,0.109611
690,11456,268,1,0.0725907,0.0975825
691,13101,268,1,0.075659,0.107624
692,14982,268,1,0.0782853,0.112085
693,17133,268,1,0.084166,0.100911
694,19593,268,1,0.0935228,0.0796399
695,22406,268,1,0.0969083,0.0813919
696,25623,268,1,0.106984,0.0733064
697,29302,268,1,0.115319,0.0629996
698,33509,268,1,0.126896,0.0698754
699,38320,268,1,0.136501,0.0585422
